name	Literature_Model_Input	Literature_Model_v9_Output	Mouse_Microarray_v9_Input	Mouse_Microarray_v9_Output	Rat_Microarray_v9_Input	Rat_Microarray_v9_Output	Rat_RNA_Seq_v9_Input	Rat_RNA_Seq_v9_Output
'HMR_2973'	0	0	0	0	0	0	0	1
'HMR_3070'	0	0	0	0	0	1	0	0
'HMR_3071'	0	0	0	0	0	1	0	0
'HMR_3072'	0	0	0	0	0	1	0	0
'HMR_3073'	0	0	0	0	0	1	0	0
'HMR_3094'	0	0	0	0	0	1	0	0
'HMR_3095'	0	0	0	0	0	1	0	0
'HMR_3096'	0	0	0	0	0	1	0	0
'HMR_3097'	0	0	0	0	0	1	0	0
'HMR_3098'	0	0	0	0	0	1	0	1
'HMR_3099'	0	0	0	0	0	1	0	1
'HMR_3100'	0	0	0	0	0	1	0	1
'HMR_3101'	0	0	0	0	0	1	0	1
'HMR_3102'	0	0	0	0	0	1	0	1
'HMR_3107'	0	0	0	0	1	0	0	0
'HMR_3111'	0	0	0	0	1	0	0	1
'HMR_3112'	0	0	0	0	0	1	0	1
'HMR_3113'	0	0	0	0	0	1	0	1
'HMR_3114'	0	0	0	0	0	1	0	1
'HMR_3115'	0	0	0	0	1	0	0	1
'HMR_3116'	0	0	0	0	0	0	0	1
'HMR_3117'	0	0	0	0	0	0	0	1
'HMR_3118'	0	0	0	0	0	0	0	1
'HMR_3121'	0	0	0	0	1	0	0	0
'HMR_3128'	0	0	0	0	1	0	0	0
'HMR_3135'	0	0	0	0	1	0	0	0
'HMR_3142'	0	0	0	0	1	0	0	0
'HMR_3149'	0	0	0	0	1	0	0	0
'HMR_3170'	0	0	0	0	1	0	0	1
'HMR_3171'	0	0	0	0	0	0	0	1
'HMR_3172'	0	0	0	0	0	0	0	1
'HMR_3173'	0	0	0	0	0	0	0	1
'HMR_3174'	0	0	0	0	1	0	0	1
'HMR_3175'	0	0	0	0	0	0	0	1
'HMR_3176'	0	0	0	0	0	0	0	1
'HMR_3177'	0	0	0	0	0	0	0	1
'HMR_3178'	0	0	0	0	1	0	0	0
'HMR_3182'	0	0	0	0	1	0	0	0
'HMR_3186'	0	0	0	0	1	0	0	0
'HMR_3190'	0	0	0	0	1	0	0	0
'HMR_3194'	0	0	0	0	1	0	0	0
'HMR_3198'	0	0	0	0	1	0	0	0
'HMR_3218'	0	0	0	0	1	0	0	0
'HMR_3222'	0	0	0	0	1	0	0	0
'HMR_3230'	0	0	0	0	1	0	0	0
'HMR_3231'	0	0	0	0	0	1	0	0
'HMR_3232'	0	0	0	0	0	1	0	0
'HMR_3233'	0	0	0	0	0	1	0	0
'HMR_3234'	0	0	0	0	1	0	0	0
'HMR_3235'	0	0	0	0	0	1	0	0
'HMR_3236'	0	0	0	0	0	1	0	0
'HMR_3237'	0	0	0	0	0	1	0	0
'HMR_3240'	0	0	0	0	1	0	0	1
'HMR_3241'	0	0	0	0	0	0	0	1
'HMR_3242'	0	0	0	0	0	0	0	1
'HMR_3243'	0	0	0	0	0	0	0	1
'HMR_3244'	0	0	0	0	1	0	0	0
'HMR_3296'	0	0	0	0	0	1	0	0
'HMR_3321'	0	0	0	0	0	1	0	0
'HMR_3322'	0	0	0	0	0	1	0	0
'HMR_3398'	0	0	0	0	1	0	0	0
'HMR_3406'	0	0	0	0	1	0	0	0
'HMR_3407'	0	0	0	0	1	0	0	0
'HMR_3408'	0	0	0	0	1	0	0	1
'HMR_3409'	0	0	0	0	1	0	0	1
'HMR_3411'	0	0	0	0	1	0	0	1
'HMR_3413'	0	0	0	0	1	0	0	1
'HMR_3414'	0	0	0	0	1	0	0	1
'HMR_3416'	0	0	0	0	1	0	0	1
'HMR_3421'	0	0	0	0	1	0	0	0
'HMR_3422'	0	0	0	0	1	0	0	1
'HMR_3423'	0	0	0	0	1	0	0	0
'HMR_3424'	0	0	0	0	1	0	0	0
'HMR_3425'	0	0	0	0	1	0	0	0
'HMR_3426'	0	0	0	0	1	0	0	0
'HMR_3427'	0	0	0	0	1	0	0	1
'HMR_3428'	0	0	0	0	1	0	0	1
'HMR_3429'	0	0	0	0	1	0	0	1
'HMR_3431'	0	0	0	0	1	0	0	1
'HMR_3432'	0	0	0	0	1	0	0	1
'HMR_3433'	0	0	0	0	1	0	0	0
'HMR_3446'	0	0	0	0	0	1	0	0
'HMR_3447'	0	0	0	0	0	1	0	0
'HMR_3448'	0	0	0	0	1	0	0	0
'HMR_3449'	0	0	0	0	0	1	0	0
'HMR_3450'	0	0	0	0	0	1	0	0
'HMR_3451'	0	0	0	0	0	1	0	0
'HMR_3452'	0	0	0	0	1	0	0	0
'HMR_3453'	0	0	0	0	0	1	0	0
'HMR_3454'	0	0	0	0	0	1	0	0
'HMR_3455'	0	0	0	0	0	1	0	0
'HMR_3456'	0	0	0	0	1	0	0	0
'HMR_3457'	0	0	0	0	0	1	0	0
'HMR_3522'	0	0	0	0	1	0	0	0
'HMR_3597'	0	0	0	0	0	0	0	1
'HMR_4422'	0	0	0	1	0	0	0	0
'HMR_6397_b'	0	0	0	0	0	0	1	0
'HMR_6397_f'	0	0	0	0	0	0	1	0
'HMR_6545'	0	0	0	0	0	0	1	0
'HMR_9191_rev'	0	0	0	0	0	0	0	1
'HMR_9719'	0	0	0	0	1	0	0	1
'HMR_9797'	0	0	0	0	0	1	0	0
'HOCDACBP'	0	0	0	0	0	0	0	1
'HOCTDACBP'	0	0	0	0	0	0	0	1
'HOCTDEC2CRNe'	0	0	0	0	0	0	0	1
'HOCTDECCRNe'	0	0	0	0	0	0	0	1
'HPDCACRNCPT1'	0	0	0	0	0	0	1	0
'HPDCACRNCPT2'	0	0	0	0	0	0	0	1
'HPYRR2x'	0	0	0	0	0	0	0	1
'HSD17B9r'	0	0	0	0	0	1	0	0
'HSD3B2r'	0	0	0	0	0	1	0	0
'HTDCACBP'	0	0	0	0	0	0	0	1
'HTDCRNe'	0	0	0	0	0	0	0	1
'HXAt3'	0	0	0	0	0	1	0	0
'HXPRT'	0	0	0	0	1	0	0	0
'ICDHyrm'	0	0	0	0	0	0	0	1
'INSTt4_2'	0	1	0	0	0	0	0	0
'INSTt4'	1	0	0	0	0	0	0	0
'IVCOAACBP'	0	0	0	0	0	0	0	1
'IVCRNe'	0	0	0	0	0	0	0	1
'LHCYSTIN'	0	0	0	0	0	1	0	0
'LHCYSTINt'	0	0	0	0	0	1	0	0
'LNELDCCPT1'	0	0	0	0	0	1	1	0
'LNELDCCPT2'	0	0	0	0	0	1	0	1
'LNLCCPT1'	0	0	0	0	0	1	1	0
'LNLCCPT2'	0	0	0	0	0	1	0	1
'LNLNCACPT1'	0	0	0	0	0	0	1	0
'LNLNCACPT2'	0	0	0	0	0	0	0	1
'LNLNCACRNt'	0	0	0	0	0	0	0	1
'LNLNCGCPT1'	0	0	0	0	0	0	1	0
'LNLNCGCPT2'	0	0	0	0	0	1	0	1
'LPS'	0	0	0	0	0	0	0	1
'LSTO1r'	0	0	0	0	0	1	0	0
'MI1345PP'	0	0	0	0	0	1	0	0
'MI134PP'	0	0	0	0	0	1	0	0
'MI145PK'	0	0	0	0	1	0	0	0
'MI14P4P'	0	1	0	0	0	0	0	0
'MI1PP'	1	0	0	0	0	0	0	0
'MI34PP'	0	0	0	0	0	1	0	0
'MI3PP'	0	0	0	0	0	1	0	0
'NABTNO'	0	0	0	1	0	0	0	0
'OCCOAtx'	0	0	0	0	0	1	0	1
'OCD11COACPT1'	0	0	0	0	0	1	1	0
'OCD11CRNCACT'	0	0	0	0	0	1	0	1
'OCD11CRNCPT2'	0	0	0	0	0	1	0	1
'OCTDEC2ACBP'	0	0	0	0	0	0	0	1
'OCTDECCACT'	0	0	0	0	0	0	0	1
'OCTDECCPT1'	0	0	0	0	0	0	1	0
'OCTDECCPT2'	0	0	0	0	0	0	0	1
'OCTDECE1CRNe'	0	0	0	0	0	0	0	1
'OIVD1m'	0	0	0	0	0	0	1	0
'OIVD2m'	0	0	0	0	0	0	1	0
'OIVD3m'	0	0	0	0	0	0	1	0
'ORNDC'	0	0	0	1	0	0	0	0
'ORNTArm'	0	0	1	0	0	0	0	0
'OROTGLUt'	0	0	0	0	0	0	0	1
'PDE1'	1	0	0	0	0	1	0	0
'PDHm'	0	0	0	0	0	0	1	0
'PGMT'	1	0	0	0	0	0	0	0
'PGS'	1	0	0	0	0	0	0	0
'PI45P3K'	0	0	0	0	0	0	1	0
'PI4P3K'	0	0	0	0	0	0	1	0
'PI5P3K'	0	0	0	0	0	0	1	0
'PIK3'	0	0	0	0	0	0	1	0
'PIPLC'	0	1	0	0	0	0	0	0
'PItx'	0	0	0	0	0	0	0	1
'PPA'	0	0	0	0	0	0	1	0
'PPBNGS'	0	0	0	0	0	0	0	1
'PPBNGte'	0	0	0	0	0	0	0	1
'PPItx'	0	0	0	0	0	0	0	1
'PRAGSr'	0	0	0	0	0	1	0	0
'PRASCS'	0	0	0	0	0	1	0	0
'PRFGS'	0	0	0	0	0	1	0	0
'PTCRTD'	0	0	0	1	0	0	0	0
'PTDCACRNCPT1'	0	0	0	0	0	0	1	0
'PTRCAT1'	0	0	0	1	0	0	0	0
'PUNP1'	0	0	0	0	0	1	0	0
'R_group_phosphotase_3'	0	0	0	0	0	0	0	1
'r0009'	0	0	0	0	0	0	1	0
'r0023'	0	0	1	0	0	0	0	0
'r0051'	0	0	0	0	1	0	0	0
'r0074'	0	0	0	1	0	0	0	0
'r0178'	0	0	0	0	0	0	0	1
'r0193'	0	0	0	0	0	0	0	1
'r0196'	0	0	0	0	0	0	0	1
'r0210'	0	0	0	0	0	0	0	1
'r0295'	0	0	0	0	0	0	1	0
'r0309'	0	0	0	0	1	0	0	0
'r0310'	0	0	0	0	1	0	0	0
'r0354'	0	1	0	0	0	0	0	0
'r0355'	0	1	0	0	0	0	0	0
'r0357'	0	1	0	0	0	0	0	0
'r0358'	0	1	0	0	0	0	0	0
'r0383'	0	0	0	0	0	0	0	1
'r0440'	0	0	0	0	0	1	0	0
'r0444'	0	0	0	0	0	0	0	1
'r0451'	0	0	0	0	0	0	0	1
'r0517'	0	0	0	0	0	0	0	1
'r0555'	0	0	0	0	0	0	1	0
'r0557'	0	0	0	0	0	0	0	1
'r0633'	0	0	0	0	1	0	0	0
'r0636'	0	0	0	0	0	1	0	1
'r0638'	0	0	0	0	1	0	0	0
'r0652'	0	0	0	0	1	0	0	0
'r0655'	0	0	0	0	1	0	0	1
'r0660'	0	0	0	0	0	1	0	0
'r0661'	0	0	0	0	0	1	0	0
'r0666'	0	0	0	0	0	1	0	0
'r0719'	0	0	0	0	0	1	0	0
'r0721'	0	0	0	0	0	1	0	0
'r0722'	0	0	0	0	0	1	0	1
'r0723'	0	0	0	0	0	1	0	0
'r0724'	0	0	0	0	0	1	0	1
'r0727'	0	0	0	0	0	1	0	0
'r0729'	0	0	0	0	0	1	0	0
'r0735'	0	0	0	0	1	0	0	0
'r0783'	0	0	0	0	0	1	0	0
'r0791'	0	0	0	0	1	0	0	0
'r0839'	0	0	0	0	0	0	0	1
'r1000'	0	0	0	0	0	0	0	1
'r1003'	0	0	0	0	0	1	0	0
'r1144'	0	0	0	0	0	0	0	1
'r1154_b'	0	0	0	0	0	0	1	0
'r1154_f'	0	0	0	0	0	0	1	0
'r1164'	0	0	0	0	0	1	0	0
'r1252'	0	0	0	0	0	0	0	1
'r1443'	0	0	0	0	0	1	0	0
'r1444'	0	0	0	0	0	1	0	0
'r1445'	0	0	0	0	0	1	0	0
'r1446'	0	0	0	0	0	1	0	0
'r1450'	0	0	0	0	0	1	0	0
'r1454'	0	0	0	0	0	0	0	1
'r1468'	0	0	0	0	0	1	0	0
'r1487'	0	0	0	0	0	0	0	1
'r1519'	0	0	0	0	0	1	0	1
'r2434'	0	0	0	0	0	1	0	1
'r2514'	0	0	0	0	0	0	0	1
'r2537'	0	0	0	0	0	0	0	1
'r2538'	0	0	0	0	0	0	0	1
'RE0512M'	0	0	0	0	0	1	0	1
'RE0512X'	0	0	0	0	0	1	0	0
'RE0565C'	0	0	0	0	0	1	0	0
'RE0566C'	0	0	0	0	0	1	0	0
'RE0567C'	0	0	0	0	0	1	0	0
'RE0568C'	0	0	0	0	0	1	0	0
'RE1342C'	0	1	0	0	0	0	0	0
'RE1516M'	0	0	0	0	0	1	0	1
'RE1516X'	0	0	0	0	0	1	0	0
'RE1517M'	0	0	0	0	0	1	0	1
'RE1517X'	0	0	0	0	0	1	0	0
'RE1518M'	0	0	0	0	0	1	0	0
'RE1518X'	0	0	0	0	0	1	0	0
'RE1519X'	0	0	0	0	0	1	0	0
'RE1520M'	0	0	0	0	0	1	0	0
'RE1520X'	0	0	0	0	0	1	0	0
'RE1521M'	0	0	0	0	0	1	0	0
'RE1521X'	0	0	0	0	0	1	0	0
'RE1522M'	0	0	0	0	0	1	0	0
'RE1522X'	0	0	0	0	0	1	0	0
'RE1523M'	0	0	0	0	0	1	0	1
'RE1523X'	0	0	0	0	0	1	0	0
'RE1525M'	0	0	0	0	0	1	0	0
'RE1525X'	0	0	0	0	0	1	0	0
'RE1526M'	0	0	0	0	0	1	0	0
'RE1526X'	0	0	0	0	0	1	0	0
'RE1527M'	0	0	0	0	0	1	0	0
'RE1527X'	0	0	0	0	0	1	0	0
'RE1531M'	0	0	0	0	0	1	0	1
'RE1531X'	0	0	0	0	0	1	0	0
'RE1532M'	0	0	0	0	0	1	0	0
'RE1532X'	0	0	0	0	0	1	0	0
'RE1533M'	0	0	0	0	0	1	0	0
'RE1533X'	0	0	0	0	0	1	0	0
'RE1534M'	0	0	0	0	0	1	0	0
'RE1534X'	0	0	0	0	0	1	0	0
'RE1573M'	0	0	0	0	0	1	0	0
'RE1573X'	0	0	0	0	0	1	0	0
'RE1933C'	0	0	0	0	0	1	0	0
'RE2034C'	0	0	0	0	0	0	0	1
'RE2985M'	0	0	0	0	0	1	0	0
'RE2985X'	0	0	0	0	0	1	0	0
'RE2986X'	0	0	0	0	0	1	0	0
'RE2987X'	0	0	0	0	0	1	0	0
'RE2988X'	0	0	0	0	0	1	0	0
'RE2989X'	0	0	0	0	0	1	0	0
'RE2990X'	0	0	0	0	0	1	0	0
'RE2991X'	0	0	0	0	0	1	0	0
'RE2992M'	0	0	0	0	0	1	0	0
'RE2992X'	0	0	0	0	0	1	0	0
'RE2993X'	0	0	0	0	0	1	0	0
'RE2994X'	0	0	0	0	0	1	0	0
'RE2996X'	0	0	0	0	0	1	0	0
'RE2997X'	0	0	0	0	0	1	0	0
'RE3002X'	0	0	0	0	0	1	0	0
'RE3119C'	0	0	0	0	0	1	0	1
'RE3120C'	0	0	0	0	0	1	0	1
'RE3121C'	0	0	0	0	0	1	0	1
'RE3122C'	0	0	0	0	0	1	0	1
'RE3132R'	0	0	0	0	0	0	0	1
'RE3151C'	0	0	0	0	0	0	0	1
'RE3152C'	0	0	0	0	0	0	0	1
'RE3153C'	0	0	0	0	0	0	0	1
'RE3185M_b'	0	0	0	0	1	0	0	0
'RE3185M_f'	0	0	0	0	1	0	0	0
'RE3186M_b'	0	0	0	0	1	0	0	0
'RE3186M_f'	0	0	0	0	1	0	0	0
'RE3241C'	0	0	0	0	0	1	0	0
'RE3242C'	0	0	0	0	0	1	0	0
'RE3243C'	0	0	0	0	0	1	0	0
'RE3244C'	0	0	0	0	0	1	0	0
'RE3269C'	0	0	0	0	0	0	0	1
'RE3626M'	0	0	0	0	0	1	0	0
'RE3628M'	0	0	0	0	0	1	0	0
'RE3637C'	0	0	0	0	0	0	0	1
'RTOTAL3CRNCPT1'	0	0	0	0	0	0	1	0
'RTOTAL3CRNCPT2'	0	0	0	0	0	0	0	1
'RTOTAL3CRNt'	0	0	0	0	0	0	0	1
'S2TASE1ly'	0	0	0	0	1	0	0	0
'S2TASE2ly'	0	0	0	0	1	0	0	0
'S2TASE3ly'	0	0	0	0	1	0	0	0
'SBTD_D2'	0	1	0	0	0	0	0	0
'SERGLYGLUr'	0	0	0	0	0	0	0	1
'SERGLYGLUt'	0	0	0	0	0	0	0	1
'SERPT'	0	0	0	0	0	1	0	0
'sink_c101coa[c]'	0	0	0	0	0	0	0	1
'sink_c226coa[c]'	0	0	0	0	0	1	0	1
'sink_c81coa[c]'	0	0	0	0	0	0	0	1
'sink_dd2coa[c]'	0	0	0	0	0	0	0	1
'sink_decdicoa[c]'	0	0	0	0	0	0	0	1
'sink_gly[c]'	0	0	0	0	0	0	0	1
'sink_lnlccoa[c]'	0	0	0	0	0	1	0	0
'sink_lnlncacoa[c]'	0	0	0	0	0	1	0	0
'sink_lnlncgcoa[c]'	0	0	0	0	0	1	0	0
'sink_octdececoa[c]'	0	0	0	0	0	0	0	1
'sink_odecoa[c]'	0	0	0	0	0	1	0	0
'sink_pmtcoa[c]'	0	0	0	0	0	1	0	0
'sink_ser_L[c]'	0	0	0	0	0	0	0	1
'sink_stcoa[c]'	0	0	0	0	0	1	0	0
'sink_tetdec2coa[c]'	0	0	0	0	0	0	0	1
'sink_tetdece1coa[c]'	0	0	0	0	0	0	0	1
'sink_tmndnccoa[c]'	0	0	0	0	0	1	0	1
'SMVACIDhep'	0	0	0	0	1	0	0	0
'SOAT12'	0	0	0	0	0	0	0	1
'SPHGNSte'	0	0	0	0	0	1	0	0
'SPODMm'	0	0	0	0	0	0	1	0
'SRR'	0	0	0	0	0	0	0	1
'STCOAtx'	0	0	0	0	0	1	0	0
'STCRNtr'	0	0	0	0	0	0	0	1
'STRDNCCPT1'	0	0	0	0	0	1	1	0
'STRDNCCPT2'	0	0	0	0	0	1	0	1
'TETDEC2CRNe'	0	0	0	0	0	0	0	1
'TETDECE1CRNe'	0	0	0	0	0	0	0	1
'TETPENT3COAtm'	0	0	0	0	0	0	0	1
'TETPENT3CPT1'	0	0	0	0	0	0	1	0
'TETPENT3CPT2'	0	0	0	0	0	0	0	1
'TETPENT3CRNt'	0	0	0	0	0	0	0	1
'TETPENT6COAtm'	0	0	0	0	0	0	0	1
'TETPENT6CPT1'	0	0	0	0	0	0	1	0
'TETPENT6CPT2'	0	0	0	0	0	0	0	1
'TETPENT6CRNt'	0	0	0	0	0	0	0	1
'TETTET6COAtm'	0	0	0	0	0	0	0	1
'TETTET6CPT1'	0	0	0	0	0	0	1	0
'TETTET6CPT2'	0	0	0	0	0	0	0	1
'TETTET6CRNt'	0	0	0	0	0	0	0	1
'THFtm'	0	0	0	0	0	0	0	1
'TIGCRNe'	0	0	0	0	0	0	0	1
'TMNDNCCOAtx'	0	0	0	0	0	1	0	1
'TMNDNCCPT1'	0	0	0	0	0	0	1	0
'TTDCEAc'	0	0	0	0	0	1	0	1
'TTDCEAt'	0	0	0	0	0	1	0	0
'TTDCPT2'	0	0	0	0	0	0	0	1
'UPP3S'	0	0	0	0	0	0	0	1
'XOLEST2te'	0	0	0	0	0	0	0	1
'XOLESTte'	0	0	0	0	0	0	0	1
