name	iPS_Ctrl_TP_vs_iPS_BD_NR_TP	iPS_Ctrl_TP_vs_iPS_BD_R_TP	iPS_Ctrl_TP_vs_iPS_BD_TP	UnChanged_iPS_Ctrl_TP_vs_Primary_TP
ATVACIDMCTtu	0	0	0	1
ATVACIDtdu	0	0	0	1
ATVLACtdhc	0	0	0	1
ATVLACThc	0	0	0	1
B_MANNASEly	0	0	0	1
BAAT2x	0	0	0	1
BAAT4x	0	0	0	1
BALABETAtc2	0	0	0	1
BALAPAT1tc2	0	0	0	1
BDHm	0	0	0	1
BETBGTtc	0	0	0	1
BGAL1l	0	0	0	1
BGAL2l	0	0	0	1
BGAL3l	0	0	0	1
BHBt	0	0	0	1
BILGLCURt	0	0	0	1
biomass_maintenance	0	0	0	1
biomass_maintenance_noTrTr	0	0	0	1
BUTSMCT1	0	0	0	1
BUTt2r	0	0	0	1
C03990t	0	0	0	1
C05463t2	0	0	0	1
C05953t	0	0	0	1
C06439t	0	0	0	1
C09642te	0	0	0	1
C140CPT1	0	0	0	1
C160CPT1	0	0	0	1
C160CRNt	0	0	0	1
C161CRN2t	0	0	0	1
C161CRNt	0	0	0	1
C16DCc	0	0	0	1
C16DCe	0	0	0	1
C180CRNt	0	0	0	1
C181CPT1	0	0	0	1
C181CPT2	0	0	0	1
C181CRNt	0	0	0	1
C204CPT1	0	0	0	1
C204CRNt	0	0	0	1
C226CPT1	0	0	0	1
C226CPT2	0	0	0	1
C226CRNt	0	0	0	1
C40CPT1	0	0	0	1
C4CRNCPT2	0	0	0	1
C60CPT1	0	0	0	1
C6COAt	0	0	0	1
C6CRNtcx	0	0	0	1
C80CPT1	0	0	0	1
CA2t	0	0	0	1
CAATPS	0	0	0	1
CALAtr	0	0	0	1
CARNtr	0	0	0	1
CAt7r	0	0	0	1
CBASPte	0	0	0	1
CBR2	0	0	0	1
CDIPTr	0	0	0	1
CDPDAGtm	0	0	0	1
CDS	0	0	0	1
CDSm	0	0	0	1
CE1261t	0	0	0	1
CE1273t2	0	0	0	1
CE1401te	0	0	0	1
CE1556td	0	0	0	1
CE1918te	0	0	0	1
CE2172t	0	0	0	1
CE2513td	0	0	0	1
CE5629t	0	0	0	1
CE6031t	0	0	0	1
CERT1gt	0	0	0	1
CHOLPtl	0	0	0	1
CHOLPtn	0	0	0	1
CHOLt4	0	0	0	1
CHSTEROLt1	0	0	0	1
CHSTEROLtg	0	0	0	1
CITRtm	0	0	0	1
CITt4_2	0	0	0	1
CITt4_4	0	0	0	1
CITtam	0	0	0	1
CLCFTRte	0	0	0	1
CLPNDCRNt	0	0	0	1
CO2tp	0	0	0	1
COAtg	0	0	0	1
COAtm	0	0	0	1
COAtp	0	0	0	1
COAtr	0	0	0	1
COPROSTt	0	0	0	1
Coqe	0	0	0	1
CRNrtx	0	0	0	1
CRNt	0	0	0	1
CRNtim	0	0	0	1
CRNtx	0	0	0	1
CRVNCtr	0	0	0	1
CRVSthc	0	0	0	1
CRVStu	0	0	0	1
CSm	0	0	0	1
CSNATer	0	0	0	1
CSNATp	0	0	0	1
CSNATr	0	0	0	1
CYANt	0	0	0	1
CYANtm	0	0	0	1
CYSASNMETr	0	0	0	1
CYSASNMETt	0	0	0	1
CYSASPPHEr	0	0	0	1
CYSASPPHEt	0	0	0	1
CYSGLNMETr	0	0	0	1
CYSGLNMETt	0	0	0	1
CYSGLTH	0	0	0	1
CYSGLUexR	0	0	0	1
CYSGLUHISr	0	0	0	1
CYSGLUHISt	0	0	0	1
CYSGLUTRPr	0	0	0	1
CYSGLUTRPt	0	0	0	1
CYSGLYexR	0	0	0	1
CYSLEUTHRr	0	0	0	1
CYSLEUTHRt	0	0	0	1
CYSSERMETr	0	0	0	1
CYSSERMETt	0	0	0	1
CYSSNAT5tc	0	0	0	1
CYST_Ltr	0	0	0	1
CYSt4	0	0	0	1
CYStec	0	0	0	1
CYSTS	0	0	0	1
CYSTYRASNr	0	0	0	1
CYSTYRASNt	0	0	0	1
CYTDn	0	0	0	1
CYTDtn	0	0	0	1
CYTK1	0	0	0	1
CYTK10	0	0	0	1
CYTK11	0	0	0	1
CYTK11n	0	0	0	1
CYTK12	0	0	0	1
CYTK12n	0	0	0	1
CYTK13	0	0	0	1
CYTK13n	0	0	0	1
CYTK14	0	0	0	1
CYTK14n	0	0	0	1
CYTK1n	0	0	0	1
CYTK2	0	0	0	1
CYTK2n	0	0	0	1
CYTK3	0	0	0	1
CYTK3n	0	0	0	1
CYTK4	0	0	0	1
CYTK4n	0	0	0	1
CYTK5	0	0	0	1
CYTK6	0	0	0	1
CYTK7	0	0	0	1
CYTK7n	0	0	0	1
CYTK8	0	0	0	1
CYTK8n	0	0	0	1
CYTK9n	0	0	0	1
D_LACt2	0	0	0	1
DACGST	0	0	0	1
DACT	0	0	0	1
DAG_HStg	0	0	0	1
DAGK_hs	0	0	0	1
DALAt2r	0	0	0	1
DCA3St	0	0	0	1
DCK1n	0	0	0	1
DCK2n	0	0	0	1
DCMPtr	0	0	0	1
DCSPTN1CRNt	0	0	0	1
DCT	0	0	0	1
DEOXFVShc	0	0	0	1
DEOXFVSitx	0	0	0	1
DEOXFVStev	0	0	0	1
DESAT24_1	0	0	0	1
DGCHOLtx	0	0	0	1
DHBPTt	0	0	0	1
DHCR72r	0	0	0	1
DHEASt	0	0	0	1
DHFtl	0	0	0	1
DHPM1	0	0	0	1
DIDPtn	0	0	0	1
DITPtn	0	0	0	1
DLNLCGCPT1	0	0	0	1
DLNLCGCRNt	0	0	0	1
DM_12dhchol[c]	0	0	0	1
DM_4glu56dihdind[c]	0	0	0	1
DM_7dhcdchol[c]	0	0	0	1
DM_7dhchol[c]	0	0	0	1
DM_adprbp[c]	0	0	0	1
DM_Asn_X_Ser_Thr_ly_	0	0	0	1
DM_atp_c_	0	0	0	1
DM_CE5026[c]	0	0	0	1
DM_coprost[c]	0	0	0	1
DM_core5_g_	0	0	0	1
DM_core7_g_	0	0	0	1
DM_core8_g_	0	0	0	1
DM_dca3s[c]	0	0	0	1
DM_icdchol[c]	0	0	0	1
DM_isochol[c]	0	0	0	1
DM_itp[n]	0	0	0	1
DM_m_em_3gacpail_prot_hs_r_	0	0	0	1
DM_melanin_c_	0	0	0	1
DM_mi145p[c]	0	0	0	1
DM_mi14p[c]	0	0	0	1
DM_mqn10[c]	0	0	0	1
DM_mqn11[c]	0	0	0	1
DM_mqn7[c]	0	0	0	1
DM_mqn8[c]	0	0	0	1
DM_mqn9[c]	0	0	0	1
DM_n5m2masn_g_	0	0	0	1
DM_Ser_Thr_ly_	0	0	0	1
DM_tym[c]	0	0	0	1
DM_uchol[c]	0	0	0	1
DMHPTCRNt	0	0	0	1
DMNONCRNCPT2	0	0	0	1
DMNONCRNt	0	0	0	1
DODECANACtd	0	0	0	1
DOPACCL	0	0	0	1
DOPAENT4tc	0	0	0	1
DOPAMT	0	0	0	1
DOPAQNISO1	0	0	0	1
DOPAt4_2_r	0	0	0	1
DPCOAK	0	0	0	1
DTDPtn	0	0	0	1
DTTPtn	0	0	0	1
DUDPtn	0	0	0	1
DURAD	0	0	0	1
DURIK1	0	0	0	1
EICOSTETCRNt	0	0	0	1
ELAIDCRNtd	0	0	0	1
ELAIDCRNte	0	0	0	1
ENGASE2ly	0	0	0	1
ENGASE3ly	0	0	0	1
ENGASEly	0	0	0	1
ESTRADIOLt	0	0	0	1
ESTRONESt	0	0	0	1
ETOHt	0	0	0	1
EX_10fthf[e]	0	0	0	1
EX_10fthf7glu[e]	0	0	0	1
EX_12dhchol[e]	0	0	0	1
EX_12HPET[e]	0	0	0	1
EX_2h3mv[e]	0	0	0	1
EX_2pg[e]	0	0	0	1
EX_34dhoxmand[e]	0	0	0	1
EX_34dhoxpeg[e]	0	0	0	1
EX_34dhphe[e]	0	0	0	1
EX_3hpvs[e]	0	0	0	1
EX_3hpvstet[e]	0	0	0	1
EX_3ivcrn[e]	0	0	0	1
EX_3mhis[e]	0	0	0	1
EX_3mop[e]	0	0	0	1
EX_3moxtyr[e]	0	0	0	1
EX_3pg[e]	0	0	0	1
EX_4mop[e]	0	0	0	1
EX_4nph[e]	0	0	0	1
EX_4tmeabutn[e]	0	0	0	1
EX_5adtststerone[e]	0	0	0	1
EX_5adtststerones[e]	0	0	0	1
EX_5cysgly34dhphe[e]	0	0	0	1
EX_5hoxindoa[e]	0	0	0	1
EX_5mthf[e]	0	0	0	1
EX_6dhf[e]	0	0	0	1
EX_7dhcdchol[e]	0	0	0	1
EX_7dhchol[e]	0	0	0	1
EX_7dhchsterol[e]	0	0	0	1
EX_7dhf[e]	0	0	0	1
EX_7klitchol[e]	0	0	0	1
EX_7thf[e]	0	0	0	1
EX_acac[e]	0	0	0	1
EX_acgal[e]	0	0	0	1
EX_acile_L[e]	0	0	0	1
EX_aclys[e]	0	0	0	1
EX_adp[e]	0	0	0	1
EX_adprbp[e]	0	0	0	1
EX_adrnl[e]	0	0	0	1
EX_ahcys[e]	0	0	0	1
EX_ahdt[e]	0	0	0	1
EX_alaargcys[e]	0	0	0	1
EX_alaarggly[e]	0	0	0	1
EX_alaasnleu[e]	0	0	0	1
EX_alaglylys[e]	0	0	0	1
EX_alahisala[e]	0	0	0	1
EX_alalysthr[e]	0	0	0	1
EX_aldstrn[e]	0	0	0	1
EX_amet[e]	0	0	0	1
EX_andrstrn[e]	0	0	0	1
EX_arab_L[e]	0	0	0	1
EX_arg_L[e]	0	0	0	1
EX_argalaala[e]	0	0	0	1
EX_argalaphe[e]	0	0	0	1
EX_argalathr[e]	0	0	0	1
EX_argarg[e]	0	0	0	1
EX_argarglys[e]	0	0	0	1
EX_argargmet[e]	0	0	0	1
EX_argcysgly[e]	0	0	0	1
EX_argcysser[e]	0	0	0	1
EX_arggluglu[e]	0	0	0	1
EX_argglupro[e]	0	0	0	1
EX_argglygly[e]	0	0	0	1
EX_arghisthr[e]	0	0	0	1
EX_argleuphe[e]	0	0	0	1
EX_arglysasp[e]	0	0	0	1
EX_argphearg[e]	0	0	0	1
EX_argpromet[e]	0	0	0	1
EX_argprothr[e]	0	0	0	1
EX_argserser[e]	0	0	0	1
EX_asn_L[e]	0	0	0	1
EX_asnasnarg[e]	0	0	0	1
EX_asnmetpro[e]	0	0	0	1
EX_asnpheasp[e]	0	0	0	1
EX_asnphecys[e]	0	0	0	1
EX_asntyrgly[e]	0	0	0	1
EX_asntyrphe[e]	0	0	0	1
EX_asntyrthr[e]	0	0	0	1
EX_aspalaarg[e]	0	0	0	1
EX_aspasnglu[e]	0	0	0	1
EX_aspglutrp[e]	0	0	0	1
EX_asphiscys[e]	0	0	0	1
EX_asphispro[e]	0	0	0	1
EX_asplysglu[e]	0	0	0	1
EX_asplyshis[e]	0	0	0	1
EX_aspmetasp[e]	0	0	0	1
EX_aspprolys[e]	0	0	0	1
EX_bilglcur[e]	0	0	0	1
EX_bilirub[e]	0	0	0	1
EX_but[e]	0	0	0	1
EX_C02470[e]	0	0	0	1
EX_C04849[e]	0	0	0	1
EX_C09642[e]	0	0	0	1
EX_c16dc[e]	0	0	0	1
EX_ca2[e]	0	0	0	1
EX_cala[e]	0	0	0	1
EX_carn[e]	0	0	0	1
EX_cbasp[e]	0	0	0	1
EX_CE1261[e]	0	0	0	1
EX_CE1273[e]	0	0	0	1
EX_CE1401[e]	0	0	0	1
EX_CE1557[e]	0	0	0	1
EX_CE1918[e]	0	0	0	1
EX_CE1925[e]	0	0	0	1
EX_CE1926[e]	0	0	0	1
EX_CE2172[e]	0	0	0	1
EX_CE2838[e]	0	0	0	1
EX_CE2839[e]	0	0	0	1
EX_CE2915[e]	0	0	0	1
EX_CE2916[e]	0	0	0	1
EX_CE2917[e]	0	0	0	1
EX_CE4633[e]	0	0	0	1
EX_CE4722[e]	0	0	0	1
EX_CE4723[e]	0	0	0	1
EX_CE4724[e]	0	0	0	1
EX_CE4881[e]	0	0	0	1
EX_CE4890[e]	0	0	0	1
EX_CE5026[e]	0	0	0	1
EX_CE5629[e]	0	0	0	1
EX_CE5786[e]	0	0	0	1
EX_CE5787[e]	0	0	0	1
EX_CE5788[e]	0	0	0	1
EX_CE5789[e]	0	0	0	1
EX_CE5791[e]	0	0	0	1
EX_CE5797[e]	0	0	0	1
EX_CE5798[e]	0	0	0	1
EX_CE5853[e]	0	0	0	1
EX_CE5854[e]	0	0	0	1
EX_CE5867[e]	0	0	0	1
EX_CE5868[e]	0	0	0	1
EX_CE5869[e]	0	0	0	1
EX_CE6031[e]	0	0	0	1
EX_chsterol[e]	0	0	0	1
EX_chtn[e]	0	0	0	1
EX_cit[e]	0	0	0	1
EX_citr_L[e]	0	0	0	1
EX_cl[e]	0	0	0	1
EX_cmp[e]	0	0	0	1
EX_co2[e]	0	0	0	1
EX_coprost[e]	0	0	0	1
EX_core5[e]	0	0	0	1
EX_core7[e]	0	0	0	1
EX_core8[e]	0	0	0	1
EX_crm_hs[e]	0	0	0	1
EX_crtstrn[e]	0	0	0	1
EX_ctp[e]	0	0	0	1
EX_cyan[e]	0	0	0	1
EX_cysasnmet[e]	0	0	0	1
EX_cysaspphe[e]	0	0	0	1
EX_cysglnmet[e]	0	0	0	1
EX_cysgluhis[e]	0	0	0	1
EX_cysglutrp[e]	0	0	0	1
EX_cysleuthr[e]	0	0	0	1
EX_cyssermet[e]	0	0	0	1
EX_cyst_L[e]	0	0	0	1
EX_cystyrasn[e]	0	0	0	1
EX_cytd[e]	0	0	0	1
EX_dca3s[e]	0	0	0	1
EX_dcmp[e]	0	0	0	1
EX_deoxfvs[e]	0	0	0	1
EX_dgmp[e]	0	0	0	1
EX_dgtp[e]	0	0	0	1
EX_dhap[e]	0	0	0	1
EX_dhbpt[e]	0	0	0	1
EX_dhf[e]	0	0	0	1
EX_doco13ac[e]	0	0	0	1
EX_docosac[e]	0	0	0	1
EX_dodecanac[e]	0	0	0	1
EX_dopa[e]	0	0	0	1
EX_dtmp[e]	0	0	0	1
EX_dttp[e]	0	0	0	1
EX_estradiol[e]	0	0	0	1
EX_etoh[e]	0	0	0	1
EX_f1a[e]	0	0	0	1
EX_fdp[e]	0	0	0	1
EX_fe2[e]	0	0	0	1
EX_fe3[e]	0	0	0	1
EX_fol[e]	0	0	0	1
EX_ga1_hs[e]	0	0	0	1
EX_galgluside_hs[e]	0	0	0	1
EX_gd3_hs[e]	0	0	0	1
EX_glnasngln[e]	0	0	0	1
EX_glnhishis[e]	0	0	0	1
EX_glnhislys[e]	0	0	0	1
EX_glnlyslys[e]	0	0	0	1
EX_glnlystrp[e]	0	0	0	1
EX_glntrpglu[e]	0	0	0	1
EX_glntyrleu[e]	0	0	0	1
EX_gluargleu[e]	0	0	0	1
EX_gluasnleu[e]	0	0	0	1
EX_gluilelys[e]	0	0	0	1
EX_gluleu[e]	0	0	0	1
EX_glumet[e]	0	0	0	1
EX_glumethis[e]	0	0	0	1
EX_gluside_hs[e]	0	0	0	1
EX_gluthr[e]	0	0	0	1
EX_gluthrlys[e]	0	0	0	1
EX_glutrpala[e]	0	0	0	1
EX_glyhisasn[e]	0	0	0	1
EX_glyhislys[e]	0	0	0	1
EX_glylyscys[e]	0	0	0	1
EX_glylysphe[e]	0	0	0	1
EX_glysar[e]	0	0	0	1
EX_glytyrlys[e]	0	0	0	1
EX_gm1_hs[e]	0	0	0	1
EX_h[e]	0	0	0	1
EX_h2o[e]	0	0	0	1
EX_HC01104[e]	0	0	0	1
EX_HC01361[e]	0	0	0	1
EX_HC01440[e]	0	0	0	1
EX_HC01441[e]	0	0	0	1
EX_HC01446[e]	0	0	0	1
EX_HC02160[e]	0	0	0	1
EX_HC02161[e]	0	0	0	1
EX_HC02180[e]	0	0	0	1
EX_HC02192[e]	0	0	0	1
EX_HC02193[e]	0	0	0	1
EX_HC02197[e]	0	0	0	1
EX_HC02198[e]	0	0	0	1
EX_HC02220[e]	0	0	0	1
EX_hcys_L[e]	0	0	0	1
EX_hexdiac[e]	0	0	0	1
EX_his_L[e]	0	0	0	1
EX_hisargcys[e]	0	0	0	1
EX_hisargser[e]	0	0	0	1
EX_hisasp[e]	0	0	0	1
EX_hisglnala[e]	0	0	0	1
EX_hisglu[e]	0	0	0	1
EX_hisglugln[e]	0	0	0	1
EX_hisglylys[e]	0	0	0	1
EX_hishislys[e]	0	0	0	1
EX_hislysala[e]	0	0	0	1
EX_hislysglu[e]	0	0	0	1
EX_hislysile[e]	0	0	0	1
EX_hislysthr[e]	0	0	0	1
EX_hismet[e]	0	0	0	1
EX_hismetgln[e]	0	0	0	1
EX_hisphearg[e]	0	0	0	1
EX_hisprolys[e]	0	0	0	1
EX_histrphis[e]	0	0	0	1
EX_hLkynr[e]	0	0	0	1
EX_hmcr[e]	0	0	0	1
EX_hpdca[e]	0	0	0	1
EX_hspg[e]	0	0	0	1
EX_icdchol[e]	0	0	0	1
EX_icit[e]	0	0	0	1
EX_idour[e]	0	0	0	1
EX_idp[e]	0	0	0	1
EX_ile_L[e]	0	0	0	1
EX_ileargile[e]	0	0	0	1
EX_ileasnhis[e]	0	0	0	1
EX_ileasp[e]	0	0	0	1
EX_ileglnglu[e]	0	0	0	1
EX_ileglyarg[e]	0	0	0	1
EX_ileprolys[e]	0	0	0	1
EX_ileserarg[e]	0	0	0	1
EX_iletrptyr[e]	0	0	0	1
EX_im4ac[e]	0	0	0	1
EX_ind3ac[e]	0	0	0	1
EX_inost[e]	0	0	0	1
EX_isochol[e]	0	0	0	1
EX_ksi[e]	0	0	0	1
EX_lac_D[e]	0	0	0	1
EX_lac_L[e]	0	0	0	1
EX_lcts[e]	0	0	0	1
EX_leu_L[e]	0	0	0	1
EX_leualaarg[e]	0	0	0	1
EX_leuasnasp[e]	0	0	0	1
EX_leuasplys[e]	0	0	0	1
EX_leuktrD4[e]	0	0	0	1
EX_leuleutrp[e]	0	0	0	1
EX_leupro[e]	0	0	0	1
EX_leuproarg[e]	0	0	0	1
EX_leusertrp[e]	0	0	0	1
EX_leutrp[e]	0	0	0	1
EX_leutrparg[e]	0	0	0	1
EX_lgnc[e]	0	0	0	1
EX_Lhcystin[e]	0	0	0	1
EX_lipoate[e]	0	0	0	1
EX_lpam[e]	0	0	0	1
EX_Lpipecol[e]	0	0	0	1
EX_lys_L[e]	0	0	0	1
EX_lysargleu[e]	0	0	0	1
EX_lyscyshis[e]	0	0	0	1
EX_lysglnphe[e]	0	0	0	1
EX_lysgluglu[e]	0	0	0	1
EX_lyslyslys[e]	0	0	0	1
EX_lyspheile[e]	0	0	0	1
EX_lystrparg[e]	0	0	0	1
EX_lystyrile[e]	0	0	0	1
EX_M00008[e]	0	0	0	1
EX_M00010[e]	0	0	0	1
EX_M00234[e]	0	0	0	1
EX_M00260[e]	0	0	0	1
EX_M00265[e]	0	0	0	1
EX_M01207[e]	0	0	0	1
EX_M01235[e]	0	0	0	1
EX_M01807[e]	0	0	0	1
EX_M01870[e]	0	0	0	1
EX_M02053[e]	0	0	0	1
EX_m3gacpail_prot_hs[e]	0	0	0	1
EX_mal_L[e]	0	0	0	1
EX_malt[e]	0	0	0	1
EX_malttr[e]	0	0	0	1
EX_maltttr[e]	0	0	0	1
EX_melatn[e]	0	0	0	1
EX_mepi[e]	0	0	0	1
EX_met_L[e]	0	0	0	1
EX_metargleu[e]	0	0	0	1
EX_metasntyr[e]	0	0	0	1
EX_metglntyr[e]	0	0	0	1
EX_metglyarg[e]	0	0	0	1
EX_methislys[e]	0	0	0	1
EX_metmetile[e]	0	0	0	1
EX_metphearg[e]	0	0	0	1
EX_mettrpphe[e]	0	0	0	1
EX_mg2[e]	0	0	0	1
EX_mi1p_D[e]	0	0	0	1
EX_mma[e]	0	0	0	1
EX_mqn10[e]	0	0	0	1
EX_mqn11[e]	0	0	0	1
EX_mqn7[e]	0	0	0	1
EX_mqn8[e]	0	0	0	1
EX_mqn9[e]	0	0	0	1
EX_n2m2nmasn[e]	0	0	0	1
EX_n5m2masn[e]	0	0	0	1
EX_nad[e]	0	0	0	1
EX_nadh[e]	0	0	0	1
EX_nfd[e]	0	0	0	1
EX_nfdlac[e]	0	0	0	1
EX_nfdoh[e]	0	0	0	1
EX_no2[e]	0	0	0	1
EX_no3[e]	0	0	0	1
EX_nrpphr[e]	0	0	0	1
EX_nrvnc[e]	0	0	0	1
EX_o2[e]	0	0	0	1
EX_oagd3_hs[e]	0	0	0	1
EX_orot[e]	0	0	0	1
EX_orot5p[e]	0	0	0	1
EX_pac[e]	0	0	0	1
EX_pep[e]	0	0	0	1
EX_peplys[e]	0	0	0	1
EX_phe_L[e]	0	0	0	1
EX_pheasnmet[e]	0	0	0	1
EX_pheasp[e]	0	0	0	1
EX_pheglnphe[e]	0	0	0	1
EX_pheleu[e]	0	0	0	1
EX_pheleuasp[e]	0	0	0	1
EX_pheleuhis[e]	0	0	0	1
EX_phelysala[e]	0	0	0	1
EX_phelyspro[e]	0	0	0	1
EX_phephe[e]	0	0	0	1
EX_phepheasn[e]	0	0	0	1
EX_phephethr[e]	0	0	0	1
EX_pheproarg[e]	0	0	0	1
EX_phesertrp[e]	0	0	0	1
EX_phethrlys[e]	0	0	0	1
EX_phetrpleu[e]	0	0	0	1
EX_phetyr[e]	0	0	0	1
EX_phetyrgln[e]	0	0	0	1
EX_phetyrlys[e]	0	0	0	1
EX_phlac[e]	0	0	0	1
EX_phpyr[e]	0	0	0	1
EX_phyt[e]	0	0	0	1
EX_pi[e]	0	0	0	1
EX_pnto_R[e]	0	0	0	1
EX_ppi[e]	0	0	0	1
EX_prgstrn[e]	0	0	0	1
EX_proargasp[e]	0	0	0	1
EX_proargcys[e]	0	0	0	1
EX_proasncys[e]	0	0	0	1
EX_profvs[e]	0	0	0	1
EX_proglulys[e]	0	0	0	1
EX_prohis[e]	0	0	0	1
EX_prohistyr[e]	0	0	0	1
EX_proleuarg[e]	0	0	0	1
EX_prophe[e]	0	0	0	1
EX_protrplys[e]	0	0	0	1
EX_protrpthr[e]	0	0	0	1
EX_ps_hs[e]	0	0	0	1
EX_pser_L[e]	0	0	0	1
EX_pydam[e]	0	0	0	1
EX_pydx[e]	0	0	0	1
EX_pydxn[e]	0	0	0	1
EX_pyr[e]	0	0	0	1
EX_q10[e]	0	0	0	1
EX_q10h2[e]	0	0	0	1
EX_Rtotal[e]	0	0	0	1
EX_s2l2n2m2masn[e]	0	0	0	1
EX_selni[e]	0	0	0	1
EX_serargala[e]	0	0	0	1
EX_serargtrp[e]	0	0	0	1
EX_sercysarg[e]	0	0	0	1
EX_serlyshis[e]	0	0	0	1
EX_serphelys[e]	0	0	0	1
EX_sertrphis[e]	0	0	0	1
EX_sph1p[e]	0	0	0	1
EX_sphmyln_hs[e]	0	0	0	1
EX_sphmyln180241_hs[e]	0	0	0	1
EX_sphmyln18114_hs[e]	0	0	0	1
EX_sphmyln18115_hs[e]	0	0	0	1
EX_sphmyln18116_hs[e]	0	0	0	1
EX_sphmyln181161_hs[e]	0	0	0	1
EX_sphmyln18117_hs[e]	0	0	0	1
EX_sphmyln18118_hs[e]	0	0	0	1
EX_sphmyln181181_hs[e]	0	0	0	1
EX_sphmyln18120_hs[e]	0	0	0	1
EX_sphmyln181201_hs[e]	0	0	0	1
EX_sphmyln18121_hs[e]	0	0	0	1
EX_sphmyln18122_hs[e]	0	0	0	1
EX_sphmyln181221_hs[e]	0	0	0	1
EX_sphmyln18123_hs[e]	0	0	0	1
EX_sphmyln1824_hs[e]	0	0	0	1
EX_sphmyln1825_hs[e]	0	0	0	1
EX_sphs1p[e]	0	0	0	1
EX_srtn[e]	0	0	0	1
EX_succ[e]	0	0	0	1
EX_tag_hs[e]	0	0	0	1
EX_tagat_D[e]	0	0	0	1
EX_tcynt[e]	0	0	0	1
EX_tdechola[e]	0	0	0	1
EX_tethex3[e]	0	0	0	1
EX_tetpent3[e]	0	0	0	1
EX_tetpent6[e]	0	0	0	1
EX_thbpt[e]	0	0	0	1
EX_thcholstoic[e]	0	0	0	1
EX_thf[e]	0	0	0	1
EX_thm[e]	0	0	0	1
EX_thr_L[e]	0	0	0	1
EX_thrargtyr[e]	0	0	0	1
EX_thrasntyr[e]	0	0	0	1
EX_thrglnglu[e]	0	0	0	1
EX_thrglntyr[e]	0	0	0	1
EX_thrhishis[e]	0	0	0	1
EX_thrilearg[e]	0	0	0	1
EX_thrmetarg[e]	0	0	0	1
EX_thrphearg[e]	0	0	0	1
EX_thrserarg[e]	0	0	0	1
EX_thrthrarg[e]	0	0	0	1
EX_thrtyrmet[e]	0	0	0	1
EX_thymd[e]	0	0	0	1
EX_tlacfvs[e]	0	0	0	1
EX_tmlys[e]	0	0	0	1
EX_trp_L[e]	0	0	0	1
EX_trpalapro[e]	0	0	0	1
EX_trpargala[e]	0	0	0	1
EX_trpaspasp[e]	0	0	0	1
EX_trpglngln[e]	0	0	0	1
EX_trpglugly[e]	0	0	0	1
EX_trpgluleu[e]	0	0	0	1
EX_trpglupro[e]	0	0	0	1
EX_trpglutyr[e]	0	0	0	1
EX_trpglyasp[e]	0	0	0	1
EX_trpglyleu[e]	0	0	0	1
EX_trpglyphe[e]	0	0	0	1
EX_trphismet[e]	0	0	0	1
EX_trpilelys[e]	0	0	0	1
EX_trpiletrp[e]	0	0	0	1
EX_trplys[e]	0	0	0	1
EX_trpmetarg[e]	0	0	0	1
EX_trpphe[e]	0	0	0	1
EX_trpproleu[e]	0	0	0	1
EX_trpsertyr[e]	0	0	0	1
EX_trpthrglu[e]	0	0	0	1
EX_trpthrile[e]	0	0	0	1
EX_trpthrtyr[e]	0	0	0	1
EX_trptyrgln[e]	0	0	0	1
EX_trypta[e]	0	0	0	1
EX_tststerone[e]	0	0	0	1
EX_txa2[e]	0	0	0	1
EX_tym[e]	0	0	0	1
EX_tyralaphe[e]	0	0	0	1
EX_tyrargglu[e]	0	0	0	1
EX_tyrargser[e]	0	0	0	1
EX_tyrasparg[e]	0	0	0	1
EX_tyrcysgly[e]	0	0	0	1
EX_tyrcysthr[e]	0	0	0	1
EX_tyrleuarg[e]	0	0	0	1
EX_tyrthr[e]	0	0	0	1
EX_tyrtrpphe[e]	0	0	0	1
EX_uchol[e]	0	0	0	1
EX_udpglcur[e]	0	0	0	1
EX_ump[e]	0	0	0	1
EX_uri[e]	0	0	0	1
EX_utp[e]	0	0	0	1
EX_xolest_hs[e]	0	0	0	1
EX_xolest182_hs[e]	0	0	0	1
EX_xolest183_hs[e]	0	0	0	1
EX_xolest205_hs[e]	0	0	0	1
EX_zn2[e]	0	0	0	1
F1Ate	0	0	0	1
F1Ate2	0	0	0	1
F1Atg	0	0	0	1
F1PGT	0	0	0	1
FACOAL180i	0	0	0	1
FACOAL181i	0	0	0	1
FACOAL204	0	0	0	1
FACOAL206	0	0	0	1
FAOXC101C102m	0	0	0	1
FAOXC102C101m	0	0	0	1
FAOXC11BRC9BRx	0	0	0	1
FAOXC11C9m	0	0	0	1
FAOXC121x	0	0	0	1
FAOXC122C101m	0	0	0	1
FAOXC122m	0	0	0	1
FAOXC13BRC11BRx	0	0	0	1
FAOXC13C11m	0	0	0	1
FAOXC142C122m	0	0	0	1
FAOXC14DCC12DCx	0	0	0	1
FAOXC15C13m	0	0	0	1
FAOXC15NADPx	0	0	0	1
FAOXC16DCC14DCx	0	0	0	1
FAOXC16DCr	0	0	0	1
FAOXC17C15m	0	0	0	1
FAOXC185C164m	0	0	0	1
FAOXC185m	0	0	0	1
FAOXC205C185m	0	0	0	1
FAOXC226205m	0	0	0	1
FAOXC226C205m	0	0	0	1
FAOXC226C227m	0	0	0	1
FAOXC226m	0	0	0	1
FAOXC227C226m	0	0	0	1
FAOXC5C3x	0	0	0	1
FAOXC5C5OHm	0	0	0	1
FAOXC5OHc	0	0	0	1
FAOXC7C5m	0	0	0	1
FAOXC9C7m	0	0	0	1
FATP4t	0	0	0	1
