rxnList	subSystem	GPR	Fluxspan_a	Fluxspan_b	FluxSpanRatio	Flux	MetabolicUnits	Localization	RxnFormula
RE3352C	Purine catabolism		0	46.2162162162163	0	H	purine catabolism, cytosol	[c]	h2o[c] + C11821[c]  <=> co2[c] + alltn[c] 
THFtl	Transport, lysosomal		166.666666666667	70.9161793372319	2.35019241341396	L	NA	intercompartmental	thf[c]  <=> thf[l] 
TRPTYRTYRr	Peptide metabolism		10	20	0.5	H	NA	[c]	2 h2o[c] + trptyrtyr[c]  <=> 2 tyr_L[c] + trp_L[c] 
TRPTYRTYRt	Transport, extracellular	6564.1 or 6565.1	10	20	0.5	H	NA	intercompartmental	h[e] + trptyrtyr[e]  <=> h[c] + trptyrtyr[c] 
TTDCPT2	Fatty acid oxidation	1376.1	2000	85	23.5294117647059	L	carnitine shuttle	[m]	coa[m] + ttdcrn[m]  <=> crn[m] + tdcoa[m] 
TYRALAr	Peptide metabolism		20	40	0.5	H	NA	[c]	h2o[c] + tyrala[c]  <=> ala_L[c] + tyr_L[c] 
TYRALAt	Transport, extracellular	6564.1 or 6565.1	20	40	0.5	H	NA	intercompartmental	h[e] + tyrala[e]  <=> h[c] + tyrala[c] 
TYRGLUr	Peptide metabolism		20	40	0.5	H	NA	[c]	h2o[c] + tyrglu[c]  <=> glu_L[c] + tyr_L[c] 
TYRGLUt	Transport, extracellular	6564.1 or 6565.1	20	40	0.5	H	NA	intercompartmental	h[e] + tyrglu[e]  <=> h[c] + tyrglu[c] 
TYRPHETYRr	Peptide metabolism		10	13.3333333333334	0.749999999999998	H	NA	[c]	2 h2o[c] + tyrphetyr[c]  <=> 2 tyr_L[c] + phe_L[c] 
TYRPHETYRt	Transport, extracellular	6564.1 or 6565.1	10	13.3333333333334	0.749999999999998	H	NA	intercompartmental	h[e] + tyrphetyr[e]  <=> h[c] + tyrphetyr[c] 
TYRTA	Tyrosine metabolism	2805.1 or 6898.1	20	40	0.5	H	tyrosine metabolism	[c]	akg[c] + tyr_L[c]  <=> 34hpp[c] + glu_L[c] 
TYRTAm	Tyrosine metabolism	6898.1 or 2806.1	20	40	0.5	H	ubiquinone synthesis, mitochondria	[m]	akg[m] + tyr_L[m]  <=> 34hpp[m] + glu_L[m] 
TYRTYRr	Peptide metabolism		10	20	0.5	H	NA	[c]	h2o[c] + tyrtyr[c]  <=> 2 tyr_L[c] 
TYRTYRt	Transport, extracellular	6564.1 or 6565.1	10	20	0.5	H	NA	intercompartmental	h[e] + tyrtyr[e]  <=> h[c] + tyrtyr[c] 
URIDK3	Nucleotide interconversion		1825	1095.95563806918	1.66521338693528	L	NA	[c]	atp[c] + dump[c]  <=> adp[c] + dudp[c] 
r0308	Fatty acid oxidation	11332.1 or 10965.1 or 5538.1 or 122970.1 or 641371.1 or 9374.1	598.59375	21.4285714285714	27.934375	L	NA	[x]	h[x] + coa[x] + arachd[x]  -> h2o[x] + arachdcoa[x] 
r0309	Fatty acid oxidation	55825.1 or 51102.1 	499.285140562249	317.126984126984	1.57440131415094	L	fatty acid synthesis & elongation	[m]	nadp[m] + pmtcoa[m]  <=> h[m] + nadph[m] + hdd2coa[m] 
r0398	Tetrahydrobiopterin metabolism	5860.1	0	20	0	H	NA	[c]	h[c] + nadph[c] + dhbpt[c]  -> nadp[c] + thbpt[c] 
r0531	Nucleotide interconversion	83549.1 or 7371.1	1598.59375	472.62962962963	3.38233925632787	L	NA	[c]	cytd[c] + dutp[c]  <=> h[c] + cmp[c] + dudp[c] 
r0630	Bile acid synthesis	570.1	1020	30	34	L	NA	[c]	taur[c] + cholcoa[c]  <=> coa[c] + tchola[c] 
r0986	Transport, lysosomal		1000	0	Inf	L	NA	intercompartmental	lnlc[l]  -> lnlc[r] 
r1078	Transport, mitochondrial		20	40	0.5	H	NA	intercompartmental	tyr_L[c]  -> tyr_L[m] 
r2324	Transport, extracellular	6578.1	2000	28.3333333333334	70.5882352941176	L	NA	intercompartmental	hco3[c] + gthrd[c] + HC02207[e]  <=> hco3[e] + gthrd[e] + HC02207[c] 
r2437	Transport, mitochondrial	788.1	2000	0	Inf	L	NA	intercompartmental	crn[m] + pcrn[c]  <=> crn[c] + pcrn[m] 
r2497	Transport, peroxisomal	215.1	598.59375	21.4285714285714	27.934375	L	NA	intercompartmental	h2o[c] + atp[c] + arachd[c]  -> h[c] + adp[c] + pi[c] + arachd[x] 
r2508	Transport, endoplasmic reticular		1010	2000	0.505	H	NA	intercompartmental	crn[r] + hdca[c]  <=> crn[c] + hdca[r] 
r2511	Transport, endoplasmic reticular		1338.96666666667	486.340155945419	2.75314849143762	L	NA	intercompartmental	crn[r] + lnlc[c]  <=> crn[c] + lnlc[r] 
sink_odecoa[c]	Exchange/demand reaction		30	40	0.75	H	NA	[c]	odecoa[c]  <=> 
sink_tmndnccoa[c]	Exchange/demand reaction		30	40	0.75	H	NA	[c]	tmndnccoa[c]  <=> 
sink_tyr_L[c]	Exchange/demand reaction		20	40	0.5	H	NA	[c]	tyr_L[c]  <=> 
