SYMBOL	ENTREZID	Ctrl_Fam.Veh.R1	Ctrl_Fam.Veh.R2	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
SMARCA5-AS1	100128055	0.0985483	0	NA	NA	NA	NA
SMARCAD1	56916	19.0882	19.2516	cerebral-cortex	glial-cells	High	Approved
SMARCAL1	50485	8.16632	9.83499	NA	NA	NA	NA
SMARCB1	6598	70.1329	84.0981	cerebral-cortex	glial-cells	Low	Supported
SMARCC1	6599	33.1875	31.1255	NA	NA	NA	NA
SMARCC2	6601	35.9966	61.6348	cerebral-cortex	glial-cells	High	Supported
SMARCD1	6602	61.0523	77.4946	cerebral-cortex	glial-cells	High	Supported
SMARCD2	6603	14.4379	14.5039	NA	NA	NA	NA
SMARCD3	6604	48.6768	74.0162	NA	NA	NA	NA
SMARCE1	6605	77.8422	85.449	cerebral-cortex	glial-cells	High	Supported
SMARCE1P1	100271884	0.0461848	0.0495737	NA	NA	NA	NA
SMARCE1P5	400129	0.399917	0.190706	NA	NA	NA	NA
SMARCE1P6	646196	0.493085	0.240506	NA	NA	NA	NA
SMC1A	8243	0.0956868	0.0963769	cerebral-cortex	glial-cells	Medium	Supported
SMC2	10592	19.224	17.2433	NA	NA	NA	NA
SMC3	9126	31.2546	28.6058	NA	NA	NA	NA
SMC4	10051	67.5215	54.642	cerebral-cortex	glial-cells	Low	Approved
SMC5	23137	29.0807	26.8021	cerebral-cortex	glial-cells	Low	Supported
SMC5-AS1	100507299	0.750337	0.647818	NA	NA	NA	NA
SMC6	79677	14.1745	12.6893	NA	NA	NA	NA
SMCHD1	23347	19.9176	17.2354	cerebral-cortex	glial-cells	Low	Approved
SMCO2	341346	0.311913	0.678512	NA	NA	NA	NA
SMCO4	56935	4.03624	4.28998	NA	NA	NA	NA
SMCR2	105371564	0.246788	0.271245	NA	NA	NA	NA
SMCR8	140775	2.39754	3.28818	NA	NA	NA	NA
SMDT1	91689	0.230119	0.124219	NA	NA	NA	NA
SMG1	23049	14.4003	10.8088	NA	NA	NA	NA
SMG1P1	641298	14.6404	15.2378	NA	NA	NA	NA
SMG5	23381	35.3585	48.6903	NA	NA	NA	NA
SMG6	23293	22.614	21.8668	cerebral-cortex	glial-cells	Low	Approved
SMG7	9887	22.584	21.5557	NA	NA	NA	NA
SMG7-AS1	284649	0.135787	0.0964912	NA	NA	NA	NA
SMG8	55181	11.1652	12.5424	cerebral-cortex	glial-cells	Medium	Approved
SMG9	56006	35.346	33.4231	NA	NA	NA	NA
SMIM1	388588	0.583294	1.9263	NA	NA	NA	NA
SMIM10	644538	0.923451	1.756	NA	NA	NA	NA
SMIM12	113444	27.2795	22.6323	cerebral-cortex	glial-cells	Medium	Approved
SMIM13	221710	23.1297	14.8137	cerebral-cortex	glial-cells	Low	Enhanced
SMIM14	201895	11.0121	8.3542	NA	NA	NA	NA
SMIM15	643155	27.4142	21.6894	NA	NA	NA	NA
SMIM17	147670	1.19432	1.11683	NA	NA	NA	NA
SMIM18	100507341	0.257551	0.278013	NA	NA	NA	NA
SMIM19	114926	24.9939	28.8923	NA	NA	NA	NA
SMIM2-AS1	101929212	1.04568	0	NA	NA	NA	NA
SMIM20	389203	29.0263	38.2865	cerebral-cortex	glial-cells	Medium	Approved
SMIM22	440335	0.404264	0.262046	NA	NA	NA	NA
SMIM4	440957	19.1657	19.7215	NA	NA	NA	NA
SMIM5	643008	0.36224	1.01882	cerebral-cortex	glial-cells	High	Approved
SMIM7	79086	58.5817	59.5981	NA	NA	NA	NA
SMIM8	57150	4.08043	3.59881	NA	NA	NA	NA
SMKR1	100287482	1.15225	2.13726	NA	NA	NA	NA
SMN1	6606	0.39125	0.187961	cerebral-cortex	glial-cells	High	Supported
SMN2	6607	4.8595	4.68339	cerebral-cortex	glial-cells	High	Supported
SMNDC1	10285	20.1774	13.3416	NA	NA	NA	NA
SMO	6608	17.9639	26.9675	cerebral-cortex	glial-cells	Medium	Approved
SMOC1	64093	63.1858	81.8339	NA	NA	NA	NA
SMOC2	64094	7.49935	3.96866	NA	NA	NA	NA
SMOX	54498	28.156	13.915	cerebral-cortex	glial-cells	Medium	Approved
SMPD1	6609	28.762	42.5283	NA	NA	NA	NA
SMPD2	6610	3.8652	4.19679	NA	NA	NA	NA
SMPD3	55512	0.339307	0.605179	NA	NA	NA	NA
SMPD4	55627	18.5597	24.3202	NA	NA	NA	NA
SMPDL3A	10924	8.74963	13.4191	NA	NA	NA	NA
SMS	6611	79.145	105.308	NA	NA	NA	NA
SMTN	6525	12.756	15.2353	NA	NA	NA	NA
SMTNL1	219537	0.21535	0.101003	NA	NA	NA	NA
SMTNL2	342527	0.0265748	0	NA	NA	NA	NA
SMU1	55234	35.8395	36.9203	cerebral-cortex	glial-cells	Medium	Supported
SMUG1	23583	14.1854	18.596	NA	NA	NA	NA
SMURF1	57154	7.10525	6.59104	cerebral-cortex	glial-cells	Medium	Approved
SMURF2	64750	0.178084	0.186094	NA	NA	NA	NA
SMYD2	56950	16.6383	18.4274	NA	NA	NA	NA
SMYD3	64754	15.0023	10.4522	cerebral-cortex	glial-cells	Medium	Approved
SMYD4	114826	3.75245	5.47079	NA	NA	NA	NA
SMYD5	10322	13.5175	15.8345	NA	NA	NA	NA
SNAI1	6615	0.491546	0.164132	cerebral-cortex	glial-cells	High	Supported
SNAI1P1	10415	0.156958	0.4254	NA	NA	NA	NA
SNAI2	6591	27.7412	13.0104	cerebral-cortex	glial-cells	Low	Supported
SNAI3	333929	0.213787	0.222861	NA	NA	NA	NA
SNAI3-AS1	197187	3.50699	3.77443	NA	NA	NA	NA
SNAP23	8773	36.3184	36.081	NA	NA	NA	NA
SNAP25	6616	5.79055	3.49493	cerebral-cortex	glial-cells	Low	Enhanced
SNAP25-AS1	100131208	0.729388	0.361135	NA	NA	NA	NA
SNAP29	9342	11.6564	18.195	cerebral-cortex	glial-cells	Low	Supported
SNAP47	116841	16.4017	22.8456	cerebral-cortex	glial-cells	Low	Supported
SNAP91	9892	0.188333	0.229289	cerebral-cortex	glial-cells	Low	Enhanced
SNAPC1	6617	5.689	4.81869	NA	NA	NA	NA
SNAPC2	6618	17.6117	18.1912	cerebral-cortex	glial-cells	Medium	Supported
SNAPC3	6619	27.9306	23.1654	NA	NA	NA	NA
SNAPC4	6621	3.75294	5.56227	NA	NA	NA	NA
SNAPC5	10302	15.6457	22.4757	NA	NA	NA	NA
SNAPIN	23557	41.0186	61.9784	NA	NA	NA	NA
SNCA	6622	14.3641	11.6602	NA	NA	NA	NA
SNCAIP	9627	10.3559	20.1658	NA	NA	NA	NA
SNCB	6620	3.24092	0.756182	cerebral-cortex	glial-cells	Low	Enhanced
SNCG	6623	1.00088	0.712639	NA	NA	NA	NA
SND1	27044	60.4642	64.9475	cerebral-cortex	glial-cells	Medium	Enhanced
SNED1	25992	1.14227	2.54621	NA	NA	NA	NA
SNF8	11267	74.5799	90.7413	NA	NA	NA	NA
SNHG1	23642	84.632	74.491	NA	NA	NA	NA
SNHG10	283596	6.1517	7.19766	NA	NA	NA	NA
SNHG11	128439	11.608	11.4543	NA	NA	NA	NA
SNHG12	85028	17.5425	17.6391	NA	NA	NA	NA
SNHG14	104472715	46.7387	37.1629	NA	NA	NA	NA
SNHG15	285958	3.95746	5.05982	NA	NA	NA	NA
SNHG16	100507246	31.3848	25.3464	NA	NA	NA	NA
SNHG17	388796	10.8741	8.21767	NA	NA	NA	NA
SNHG18	100505806	4.93799	5.10392	NA	NA	NA	NA
SNHG3	8420	20.3444	15.5184	NA	NA	NA	NA
SNHG5	387066	180.383	180.045	NA	NA	NA	NA
SNHG6	641638	108.45	102.934	NA	NA	NA	NA
SNHG7	84973	19.8085	17.1648	NA	NA	NA	NA
SNHG8	100093630	57.0014	46.1564	NA	NA	NA	NA
SNHG9	735301	17.9377	35.3019	NA	NA	NA	NA
SNIP1	79753	5.2392	4.82828	cerebral-cortex	glial-cells	Medium	Approved
SNN	8303	43.4669	73.1727	cerebral-cortex	glial-cells	Low	Approved
SNORA53	677832	1.26978	0	NA	NA	NA	NA
SNORA73B	26768	4.63764	3.14497	NA	NA	NA	NA
SNORD109A	338428	3.01985	3.18058	NA	NA	NA	NA
SNORD116-20	100033431	2.19835	2.49987	NA	NA	NA	NA
SNORD17	692086	1.45762	1.8386	NA	NA	NA	NA
SNORD3A	780851	2.88447	6.30211	NA	NA	NA	NA
SNORD3B-1	26851	0.46964	0.128811	NA	NA	NA	NA
SNORD3B-2	780852	0.185134	0.100786	NA	NA	NA	NA
SNORD3C	780853	0	0	NA	NA	NA	NA
SNORD3D	780854	0.20635	0	NA	NA	NA	NA
SNORD97	692223	0	0	NA	NA	NA	NA
SNPH	9751	4.4684	3.98514	NA	NA	NA	NA
SNRK	54861	9.93696	6.08617	NA	NA	NA	NA
SNRK-AS1	100873954	1.22217	0.248506	NA	NA	NA	NA
SNRNP200	23020	71.4702	87.5414	NA	NA	NA	NA
SNRNP25	79622	37.1195	40.4131	NA	NA	NA	NA
SNRNP27	11017	50.0642	43.4312	cerebral-cortex	glial-cells	Medium	Approved
SNRNP35	11066	18.3463	19.0057	cerebral-cortex	glial-cells	Medium	Supported
SNRNP40	9410	30.6876	33.3722	cerebral-cortex	glial-cells	High	Supported
SNRNP48	154007	13.0825	7.88415	cerebral-cortex	glial-cells	Medium	Approved
SNRNP70	6625	119.797	187.747	cerebral-cortex	glial-cells	High	Supported
SNRPA	6626	48.4838	40.1889	cerebral-cortex	glial-cells	High	Supported
SNRPA1	6627	31.1548	28.3872	cerebral-cortex	glial-cells	Medium	Supported
SNRPB	6628	108.95	111.563	cerebral-cortex	glial-cells	Medium	Approved
SNRPB2	6629	47.4251	39.909	cerebral-cortex	glial-cells	High	Supported
SNRPC	6631	89.5944	86.2519	cerebral-cortex	glial-cells	High	Supported
SNRPD1	6632	53.0931	50.3024	cerebral-cortex	glial-cells	Low	Supported
SNRPD2	6633	262.613	276.889	cerebral-cortex	glial-cells	High	Supported
SNRPD3	6634	87.389	80.8296	cerebral-cortex	glial-cells	Medium	Supported
SNRPE	6635	121.97	116.457	NA	NA	NA	NA
SNRPEP2	414153	2.36089	0	NA	NA	NA	NA
SNRPEP4	100130109	55.7154	36.2832	NA	NA	NA	NA
SNRPF	6636	34.6807	30.1955	NA	NA	NA	NA
SNRPFP1	170550	15.3571	18.2082	NA	NA	NA	NA
SNRPG	6637	114.996	122.132	cerebral-cortex	glial-cells	Medium	Supported
SNRPGP10	100130289	73.8857	101.756	NA	NA	NA	NA
SNRPGP15	100130932	16.8971	21.9397	NA	NA	NA	NA
SNRPGP2	100130003	1.67598	0	NA	NA	NA	NA
SNRPN	6638	24.5536	31.1184	cerebral-cortex	glial-cells	Low	Approved
SNTA1	6640	5.12324	7.05096	cerebral-cortex	glial-cells	Medium	Approved
SNTB1	6641	14.2711	22.9576	NA	NA	NA	NA
SNTB2	6645	5.40349	3.6959	NA	NA	NA	NA
SNTG1	54212	4.49151	7.45879	NA	NA	NA	NA
SNTG2	54221	0.0282272	0	cerebral-cortex	glial-cells	Medium	Approved
SNUPN	10073	21.1798	23.9469	cerebral-cortex	glial-cells	Medium	Approved
SNW1	22938	41.8709	30.3838	cerebral-cortex	glial-cells	High	Supported
SNX1	6642	60.3674	59.8167	NA	NA	NA	NA
SNX10	29887	2.49494	0.270207	cerebral-cortex	glial-cells	Low	Approved
SNX11	29916	15.1508	14.394	NA	NA	NA	NA
SNX12	29934	32.5843	30.9889	NA	NA	NA	NA
SNX13	23161	12.5078	11.7536	NA	NA	NA	NA
SNX14	57231	45.6334	33.0177	cerebral-cortex	glial-cells	Low	Approved
SNX15	29907	16.1574	14.0742	cerebral-cortex	glial-cells	Medium	Approved
SNX16	64089	5.08496	3.0514	cerebral-cortex	glial-cells	Medium	Approved
SNX17	9784	61.2676	69.0365	cerebral-cortex	glial-cells	Low	Supported
SNX18	112574	9.28853	9.24434	NA	NA	NA	NA
SNX18P15	100419019	0.084865	0.276548	NA	NA	NA	NA
SNX18P16	100419020	0.129285	0.569407	NA	NA	NA	NA
SNX18P3	100418975	0.0294594	0.0314657	NA	NA	NA	NA
SNX18P4	100418976	0.14414	0	NA	NA	NA	NA
SNX18P9	644576	0.0713974	0.231706	NA	NA	NA	NA
SNX19	399979	20.1951	23.2936	NA	NA	NA	NA
SNX2	6643	38.2092	34.8637	NA	NA	NA	NA
SNX21	90203	7.93621	13.0237	NA	NA	NA	NA
SNX22	79856	1.92668	2.97527	NA	NA	NA	NA
SNX24	28966	16.6889	25.1597	NA	NA	NA	NA
SNX25	83891	5.82477	4.61602	NA	NA	NA	NA
SNX25P1	100419028	0	0.154746	NA	NA	NA	NA
SNX27	81609	13.1621	12.303	NA	NA	NA	NA
SNX29	92017	3.16056	3.78216	NA	NA	NA	NA
SNX3	8724	192.623	171.439	NA	NA	NA	NA
SNX30	401548	4.72044	3.61106	NA	NA	NA	NA
SNX32	254122	6.11667	7.59135	NA	NA	NA	NA
SNX33	257364	11.0599	8.89423	cerebral-cortex	glial-cells	Medium	Approved
SNX4	8723	31.2206	25.625	NA	NA	NA	NA
SNX5	27131	78.1272	71.0041	NA	NA	NA	NA
SNX6	58533	47.7028	41.8057	NA	NA	NA	NA
SNX6P1	126506	0.0444783	0.0954466	NA	NA	NA	NA
SNX7	51375	21.0076	30.217	NA	NA	NA	NA
SNX8	29886	5.41933	8.0601	NA	NA	NA	NA
SNX9	51429	15.4543	14.6044	cerebral-cortex	glial-cells	Medium	Approved
SOAT1	6646	11.6448	10.107	NA	NA	NA	NA
SOBP	55084	8.07323	7.19132	NA	NA	NA	NA
SOCS1	8651	0.577658	0.619815	cerebral-cortex	glial-cells	Low	Approved
SOCS2	8835	23.7845	20.8964	cerebral-cortex	glial-cells	Medium	Approved
SOCS2-AS1	144481	2.83994	2.7373	NA	NA	NA	NA
SOCS3	9021	26.1222	23.4926	NA	NA	NA	NA
SOCS4	122809	17.6644	12.6672	cerebral-cortex	glial-cells	Medium	Approved
SOCS5	9655	9.42962	6.07786	cerebral-cortex	glial-cells	Low	Approved
SOCS5P4	100132415	0.200431	0.178613	NA	NA	NA	NA
SOCS6	9306	14.9677	10.6279	NA	NA	NA	NA
SOCS7	30837	0	0	NA	NA	NA	NA
SOD1	6647	228.036	225.518	cerebral-cortex	glial-cells	Medium	Enhanced
SOD2	6648	25.5106	23.3767	cerebral-cortex	glial-cells	Low	Supported
SOD3	6649	0.275256	0.736102	NA	NA	NA	NA
SOGA1	140710	11.4115	12.9417	cerebral-cortex	glial-cells	Low	Approved
SOHLH2	54937	0.500675	0.321935	NA	NA	NA	NA
SON	6651	132.724	126.877	cerebral-cortex	glial-cells	High	Supported
SORBS1	10580	35.4291	38.0234	cerebral-cortex	glial-cells	Low	Enhanced
SORBS2	8470	53.8974	75.6024	NA	NA	NA	NA
SORBS3	10174	39.0973	54.4671	NA	NA	NA	NA
SORCS1	114815	2.40449	4.67255	cerebral-cortex	glial-cells	Medium	Approved
SORCS2	57537	14.1704	25.043	NA	NA	NA	NA
SORCS3	22986	2.12762	3.50967	NA	NA	NA	NA
SORD	6652	13.1671	19.0257	NA	NA	NA	NA
SORL1	6653	5.23225	5.90763	NA	NA	NA	NA
SORT1	6272	62.7261	80.0002	cerebral-cortex	glial-cells	Medium	Enhanced
SOS1	6654	12.0999	9.8602	NA	NA	NA	NA
SOS1-IT1	100505911	2.46067	2.51543	NA	NA	NA	NA
SOS2	6655	14.7643	15.8953	cerebral-cortex	glial-cells	Medium	Approved
SOSTDC1	25928	0.301055	0.350569	NA	NA	NA	NA
SOWAHB	345079	0.0672693	0.143156	cerebral-cortex	glial-cells	Medium	Approved
SOWAHC	65124	10.5859	8.8821	NA	NA	NA	NA
SOWAHD	347454	0.164276	0.140514	NA	NA	NA	NA
SOX1	6656	16.8525	20.6936	NA	NA	NA	NA
SOX10	6663	0.339374	0.127838	cerebral-cortex	glial-cells	Medium	Enhanced
SOX11	6664	41.0957	32.7965	NA	NA	NA	NA
SOX12	6666	40.2283	34.6049	NA	NA	NA	NA
SOX13	9580	12.7156	14.8084	NA	NA	NA	NA
SOX15	6665	1.08464	1.56033	NA	NA	NA	NA
SOX2	6657	250.277	205.092	cerebral-cortex	glial-cells	Medium	Enhanced
SOX2-OT	347689	8.65302	13.6353	NA	NA	NA	NA
SOX21	11166	30.9475	35.835	NA	NA	NA	NA
SOX21-AS1	100507533	8.60049	12.8831	NA	NA	NA	NA
SOX3	6658	5.09689	4.91554	NA	NA	NA	NA
SOX30	11063	0.0638101	0.0387148	NA	NA	NA	NA
SOX4	6659	45.7261	52.2563	cerebral-cortex	glial-cells	Medium	Approved
SOX5	6660	5.16966	7.45402	NA	NA	NA	NA
SOX6	55553	13.2899	18.4891	NA	NA	NA	NA
SOX7	83595	0.242826	0.129127	cerebral-cortex	glial-cells	Low	Approved
SOX8	30812	21.7136	23.0427	NA	NA	NA	NA
SOX9	6662	119.497	103.252	cerebral-cortex	glial-cells	High	Enhanced
SOX9-AS1	400618	8.15641	6.78109	NA	NA	NA	NA
SP1	6667	18.2079	15.4419	cerebral-cortex	glial-cells	Medium	Supported
SP100	6672	3.08908	3.48891	cerebral-cortex	glial-cells	Medium	Enhanced
SP110	3431	6.43291	8.42678	cerebral-cortex	glial-cells	Low	Approved
SP140	11262	0.0339379	0.259542	NA	NA	NA	NA
SP140L	93349	2.20111	1.85297	NA	NA	NA	NA
SP2	6668	9.0531	10.984	cerebral-cortex	glial-cells	Low	Supported
SP3	6670	34.9178	29.5759	cerebral-cortex	glial-cells	Low	Supported
SP4	6671	4.9598	3.87397	NA	NA	NA	NA
SP5	389058	0.0249302	0	NA	NA	NA	NA
SP8	221833	1.14134	0.481699	NA	NA	NA	NA
SP9	100131390	0.777225	1.28477	NA	NA	NA	NA
SPA17	53340	14.1761	13.4329	NA	NA	NA	NA
SPACA4	171169	0.117857	0.0635054	NA	NA	NA	NA
SPACA6P-AS	102238594	0.182599	0.15522	NA	NA	NA	NA
SPAG1	6674	1.36448	1.87877	NA	NA	NA	NA
SPAG16	79582	16.8527	22.8517	NA	NA	NA	NA
SPAG17	200162	0.028581	0	NA	NA	NA	NA
SPAG4	6676	0.177459	0.374478	NA	NA	NA	NA
SPAG5	10615	35.1704	33.382	cerebral-cortex	glial-cells	Low	Approved
SPAG5-AS1	100506436	3.26184	3.09933	NA	NA	NA	NA
SPAG6	9576	0	0.0750868	NA	NA	NA	NA
SPAG7	9552	66.4284	62.3213	NA	NA	NA	NA
SPAG8	26206	1.39631	2.33985	NA	NA	NA	NA
SPAG9	9043	69.1121	75.2549	cerebral-cortex	glial-cells	Low	Enhanced
SPARC	6678	1753.91	1878.23	NA	NA	NA	NA
SPARCL1	8404	52.8152	34.3633	NA	NA	NA	NA
SPAST	6683	13.8771	10.8344	NA	NA	NA	NA
SPATA1	100505741	2.09203	2.33671	NA	NA	NA	NA
SPATA13	221178	55.7332	37.0267	cerebral-cortex	glial-cells	Medium	Approved
SPATA17	128153	2.93404	1.11245	NA	NA	NA	NA
SPATA18	132671	5.19578	7.71422	NA	NA	NA	NA
SPATA2	9825	4.07407	3.70204	NA	NA	NA	NA
SPATA20	64847	12.6182	17.8639	NA	NA	NA	NA
SPATA24	202051	6.55421	7.55506	NA	NA	NA	NA
SPATA25	128497	2.68153	0.705344	NA	NA	NA	NA
SPATA2L	124044	12.5707	12.252	NA	NA	NA	NA
SPATA33	124045	8.9794	9.92127	NA	NA	NA	NA
SPATA4	132851	0.023867	0.302693	NA	NA	NA	NA
SPATA5	166378	2.52996	2.25172	NA	NA	NA	NA
SPATA5L1	79029	11.0868	9.78455	NA	NA	NA	NA
SPATA6	54558	20.0686	39.3352	NA	NA	NA	NA
SPATA6L	55064	1.42654	1.1042	NA	NA	NA	NA
SPATA7	55812	7.36411	7.99013	NA	NA	NA	NA
SPATA9	83890	0.630177	0.271364	cerebral-cortex	glial-cells	Low	Approved
SPATC1L	84221	8.36879	10.6017	NA	NA	NA	NA
SPATS2	65244	24.7879	18.9639	NA	NA	NA	NA
SPATS2L	26010	86.3556	89.431	NA	NA	NA	NA
SPC24	147841	13.0797	18.8533	NA	NA	NA	NA
SPC25	57405	0.750522	0.634789	NA	NA	NA	NA
SPCS1	28972	122.118	113.06	NA	NA	NA	NA
SPCS2	9789	104.722	90.8515	NA	NA	NA	NA
SPCS2P4	653566	18.7699	22.3666	NA	NA	NA	NA
SPCS3	60559	37.3672	28.6385	NA	NA	NA	NA
SPDL1	54908	26.4244	21.6917	cerebral-cortex	glial-cells	Low	Enhanced
SPDYA	245711	3.56828	2.11523	NA	NA	NA	NA
SPDYE1	285955	0.0584177	0.311652	NA	NA	NA	NA
SPDYE2	441273	0.27706	1.128	NA	NA	NA	NA
SPDYE2B	100310812	0.226033	0.84423	NA	NA	NA	NA
SPDYE3	441272	3.1457	3.44551	NA	NA	NA	NA
SPDYE6	729597	0.121157	0.454631	NA	NA	NA	NA
SPECC1	92521	39.256	41.4679	cerebral-cortex	glial-cells	Low	Enhanced
SPECC1L	23384	17.6544	20.6916	NA	NA	NA	NA
SPEF1	25876	0.54142	0.288116	NA	NA	NA	NA
SPEF2	79925	0.816019	1.59656	NA	NA	NA	NA
SPEG	10290	37.3671	81.826	NA	NA	NA	NA
SPEM1	374768	0.290539	0.0626162	NA	NA	NA	NA
SPEN	23013	16.7088	17.1792	cerebral-cortex	glial-cells	High	Supported
SPG11	80208	24.0232	24.7677	cerebral-cortex	glial-cells	Low	Approved
SPG21	51324	47.5031	45.1447	cerebral-cortex	glial-cells	Low	Approved
SPG7	6687	55.6685	64.1416	NA	NA	NA	NA
SPHK1	8877	4.04317	3.49319	NA	NA	NA	NA
SPHK2	56848	18.8757	25.1268	NA	NA	NA	NA
SPIB	6689	0.121437	0.013552	NA	NA	NA	NA
SPICE1	152185	3.07599	4.75148	NA	NA	NA	NA
SPIDR	23514	13.0576	21.3936	cerebral-cortex	glial-cells	High	Approved
SPIN1	10927	38.2849	34.3645	NA	NA	NA	NA
SPIN2A	54466	0.0418232	0.0651281	NA	NA	NA	NA
SPIN2B	474343	3.09384	5.06183	NA	NA	NA	NA
SPIN3	169981	5.8231	5.63534	NA	NA	NA	NA
SPINT1	6692	0.576432	1.45712	NA	NA	NA	NA
SPINT2	10653	1.49537	1.69012	cerebral-cortex	glial-cells	Low	Approved
SPIRE1	56907	30.3751	23.4443	NA	NA	NA	NA
SPIRE2	84501	7.53682	8.11868	NA	NA	NA	NA
SPNS1	83985	32.8589	34.623	cerebral-cortex	glial-cells	Low	Enhanced
SPNS2	124976	0.226967	0.540859	NA	NA	NA	NA
SPOCD1	90853	16.2943	18.1469	NA	NA	NA	NA
SPOCK1	6695	26.1193	22.4949	NA	NA	NA	NA
SPOCK2	9806	10.5172	11.4483	cerebral-cortex	glial-cells	Medium	Enhanced
SPOCK3	50859	0.244446	0	NA	NA	NA	NA
SPON1	10418	1.10432	0.259417	NA	NA	NA	NA
SPON2	10417	15.3742	15.4813	NA	NA	NA	NA
SPOP	8405	29.6137	27.4065	NA	NA	NA	NA
SPOPL	339745	4.77523	2.93476	NA	NA	NA	NA
SPP1	6696	146.828	114.251	NA	NA	NA	NA
SPPL2A	84888	25.6927	21.2929	NA	NA	NA	NA
SPPL2B	56928	29.0235	48.4164	cerebral-cortex	glial-cells	High	Approved
SPPL3	121665	23.3605	24.5781	NA	NA	NA	NA
SPR	6697	2.1738	1.52536	NA	NA	NA	NA
SPRED1	161742	27.8341	26.9121	cerebral-cortex	glial-cells	Medium	Approved
SPRED2	200734	44.7141	24.1844	cerebral-cortex	glial-cells	Low	Approved
SPRED3	399473	8.30588	9.85684	NA	NA	NA	NA
SPRN	503542	6.02	9.07408	NA	NA	NA	NA
SPRTN	83932	10.676	8.24275	NA	NA	NA	NA
SPRY1	10252	125.07	109.524	NA	NA	NA	NA
SPRY2	10253	142.357	146.783	cerebral-cortex	glial-cells	Low	Approved
SPRY3	10251	1.70007	1.71447	NA	NA	NA	NA
SPRY4	81848	57.2715	79.2839	NA	NA	NA	NA
SPRYD3	84926	9.61583	13.0735	cerebral-cortex	glial-cells	Medium	Enhanced
SPRYD4	283377	2.86101	4.46094	NA	NA	NA	NA
SPRYD7	57213	4.87657	3.78839	cerebral-cortex	glial-cells	Low	Approved
SPSB1	80176	7.52564	2.7307	NA	NA	NA	NA
SPSB3	90864	13.3666	15.1341	NA	NA	NA	NA
SPSB4	92369	21.4189	22.0408	NA	NA	NA	NA
SPTAN1	6709	41.9049	66.8096	cerebral-cortex	glial-cells	Low	Enhanced
SPTB	6710	0.186164	0.384104	NA	NA	NA	NA
SPTBN1	6711	71.9813	73.2803	cerebral-cortex	glial-cells	Low	Supported
SPTBN2	6712	10.3777	12.9107	NA	NA	NA	NA
SPTBN4	57731	0.751113	0.640767	NA	NA	NA	NA
SPTBN5	51332	0.633887	0.468115	NA	NA	NA	NA
SPTLC1	10558	34.4789	35.246	cerebral-cortex	glial-cells	Medium	Supported
SPTLC1P1	100874511	10.6303	13.6748	NA	NA	NA	NA
SPTLC2	9517	9.14036	9.68753	NA	NA	NA	NA
SPTLC3	55304	0.49032	0.160873	NA	NA	NA	NA
SPTSSA	171546	41.4562	40.1934	NA	NA	NA	NA
SPTSSB	165679	1.32872	0.807064	NA	NA	NA	NA
SPTY2D1	144108	7.41192	5.72709	cerebral-cortex	glial-cells	High	Approved
SQLE	6713	90.0436	99.3914	cerebral-cortex	glial-cells	Low	Enhanced
SQSTM1	8878	121.327	96.0403	NA	NA	NA	NA
SRA1	10011	33.3688	35.1229	cerebral-cortex	glial-cells	Medium	Approved
SRBD1	55133	9.98205	10.0546	NA	NA	NA	NA
SRC	6714	13.7321	15.9332	NA	NA	NA	NA
SRCAP	10847	12.1129	19.1777	NA	NA	NA	NA
SRCIN1	80725	1.48749	3.87767	NA	NA	NA	NA
SRD5A1	6715	25.6252	27.4615	NA	NA	NA	NA
SRD5A1P1	6719	0.154579	0.33504	NA	NA	NA	NA
SRD5A3	79644	7.57591	6.50283	NA	NA	NA	NA
SRD5A3-AS1	100506462	1.58403	1.79197	NA	NA	NA	NA
SREBF1	6720	12.8302	51.2347	NA	NA	NA	NA
SREBF2	6721	61.1471	92.129	cerebral-cortex	glial-cells	Medium	Approved
SREK1	140890	51.5602	45.4386	cerebral-cortex	glial-cells	Medium	Enhanced
SREK1IP1	285672	6.79506	5.53581	NA	NA	NA	NA
SRF	6722	11.1641	20.7408	cerebral-cortex	glial-cells	High	Supported
SRFBP1	153443	5.85831	6.33765	NA	NA	NA	NA
SRGAP1	57522	5.25388	10.5595	NA	NA	NA	NA
SRGAP2	23380	7.75877	17.7734	cerebral-cortex	glial-cells	Low	Approved
SRGAP3	9901	22.8997	21.6901	cerebral-cortex	glial-cells	Low	Enhanced
SRGAP3-AS3	100288831	0.244818	0.1345	NA	NA	NA	NA
SRI	6717	244.545	242.473	cerebral-cortex	glial-cells	High	Enhanced
SRM	6723	51.4416	47.5117	cerebral-cortex	glial-cells	Low	Approved
SRP14	6727	234.283	255.893	NA	NA	NA	NA
SRP14-AS1	100131089	2.78082	2.13061	NA	NA	NA	NA
SRP19	6728	62.2683	59.1051	cerebral-cortex	glial-cells	Low	Approved
SRP54	6729	44.6282	44.8387	cerebral-cortex	glial-cells	Low	Approved
SRP68	6730	37.0338	37.852	cerebral-cortex	glial-cells	Low	Approved
SRP72	6731	58.7459	56.2172	cerebral-cortex	glial-cells	Medium	Approved
SRP72P2	153932	0.0985448	0	NA	NA	NA	NA
SRP9	6726	253.433	279.041	NA	NA	NA	NA
SRP9P1	653226	12.4816	9.3417	NA	NA	NA	NA
SRPK1	6732	19.2361	22.158	cerebral-cortex	glial-cells	Low	Approved
