rxnList	subSystem	GPR	Fluxspan_a	Fluxspan_b	FluxSpanRatio	Flux	MetabolicUnits	Localization
RDH4	Vitamin A metabolism	5959.1	2000	0	Inf	L	NA	[c]
RE1519X	Fatty acid oxidation	51.1 or 8310.1	793.095238095239	32.1428571428571	24.6740740740741	L	betaoxidation	[x]
RE3073X	Fatty acid oxidation		1000	0	Inf	L	alpha oxidation	[x]
RETI3	Vitamin A metabolism		2000	0	Inf	L	vitamin A metabolism	[c]
SIAT9g	Sphingolipid metabolism	8869.1	0	32.7455445544561	0	H	NA	[g]
TRPPROGLYr	Peptide metabolism		20	0	Inf	L	NA	[c]
TRPPROGLYt	Transport, extracellular	6564.1 or 6565.1	20	0	Inf	L	NA	intercompartmental
XANtr	Transport, extracellular		57.4999999999999	30	1.91666666666666	L	NA	intercompartmental
XTSNtr	Transport, extracellular		57.5	30.0000000000001	1.91666666666666	L	NA	intercompartmental
r0051	Purine catabolism	3251.1 and 353.1	67.5706293706296	37.3615384615384	1.80856121436728	L	purine salvage	[e]
r0354	Glycolysis/gluconeogenesis	2645.1 or 3098.1 or 3099.1 or 3101.1	291.851851851852	173.727722772277	1.67993828039991	L	glycolysis	[c]
r0355	Glycolysis/gluconeogenesis	2645.1 or 3098.1 or 3099.1 or 3101.1	291.851851851852	173.727722772274	1.67993828039994	L	glycolysis	[c]
r0512	Folate metabolism	1719.1	20	723.825396825396	0.027630973004978	H	NA	[c]
r0666	Purine synthesis	2618.1	17.5	10	1.75	L	purine synthesis, cytosol	[c]
r2144	Transport, extracellular	6579.1	10	1000	0.01	H	NA	intercompartmental
r2359	Transport, extracellular	387775.1	2000	28.3333333333334	70.5882352941176	L	NA	intercompartmental
sink_gtp[c]	Sink		57.2438449223315	29.9999999999997	1.90812816407774	L	NA	[c]
sink_nad[c]	Exchange/demand reaction		20.0000000000003	10	2.00000000000003	L	NA	[c]
