SYMBOL	ENTREZID	Ctrl.1	Ctrl.2	Ctrl.3	Ctrl.4	Ctrl.5	Ctrl.6	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
CHUK	1147	10.0329	12.9719	14.0954	13.4656	10.5162	12.3605	cerebral-cortex	glial-cells	Medium	Approved
CHURC1	91612	41.7549	41.363	36.9085	32.7278	37.378	30.8537	NA	NA	NA	NA
CHURC1-FNTB	100529261	4.78035	7.44627	3.96204	4.62394	5.68036	10.2054	NA	NA	NA	NA
CIAO1	9391	39.5472	35.192	34.4776	31.5614	34.2376	34.8337	NA	NA	NA	NA
CIAPIN1	57019	51.9739	46.0263	35.7916	39.7395	50.3527	44.2619	NA	NA	NA	NA
CIAPIN1P	728599	0.639021	0.286904	0.670692	0.666652	0.398556	0.845839	NA	NA	NA	NA
CIB1	10519	19.8744	15.2238	16.8014	15.4026	21.4684	15.9734	NA	NA	NA	NA
CIB2	10518	14.0266	16.3155	14.6669	17.0255	9.6476	9.50779	NA	NA	NA	NA
CIC	23152	14.9762	15.3954	23.1792	20.5999	18.8523	25.7626	cerebral-cortex	glial-cells	High	Approved
CICP14	100130600	1.71106	1.72079	2.34018	2.56312	1.63186	2.01231	NA	NA	NA	NA
CICP16	100420203	0.102031	0.406883	0.916088	2.15045	0.423199	1.12188	NA	NA	NA	NA
CIDEB	27141	5.14454	6.35047	4.72667	4.22504	4.0244	3.43329	NA	NA	NA	NA
CIITA	4261	2.61537	3.40968	8.14382	7.51132	5.35722	4.94811	cerebral-cortex	glial-cells	Low	Enhanced
CILP2	148113	0.149968	0.339878	0.110179	0.338041	0.429215	0.164051	NA	NA	NA	NA
CINP	51550	43.5193	36.7143	21.0577	29.558	46.5655	31.5527	NA	NA	NA	NA
CIPC	85457	9.46757	7.43185	8.99833	11.2549	8.52545	8.66325	NA	NA	NA	NA
CIR1	9541	15.286	15.8352	15.5527	16.7105	15.7615	18.0665	NA	NA	NA	NA
CIR1P1	100131740	1.28687	0.972076	1.15557	0.81213	0.96753	0.910864	NA	NA	NA	NA
CIR1P2	100131828	0.350375	0.335923	0.0858073	0.142148	0.178452	0.270546	NA	NA	NA	NA
CIRBP	1153	177.423	179.087	255.012	241.497	295.387	229.688	NA	NA	NA	NA
CIRBP-AS1	148046	9.18074	5.99631	10.3716	11.108	4.13483	7.6312	NA	NA	NA	NA
CISD1	55847	18.8861	26.3598	15.5125	16.4451	21.6737	20.4505	NA	NA	NA	NA
CISD2	493856	14.2078	14.9862	10.7818	12.9761	13.137	10.8861	cerebral-cortex	glial-cells	Medium	Approved
CISD3	284106	2.55546	2.70193	3.46417	3.28458	5.32215	2.31188	NA	NA	NA	NA
CISH	1154	0.361569	0.576753	0.850203	0.880316	0.741859	0.523572	NA	NA	NA	NA
CIT	11113	6.69493	15.4657	19.3255	16.2948	14.8182	18.5752	NA	NA	NA	NA
CITED1	4435	39.5434	63.5755	62.8103	109.528	37.4175	23.501	NA	NA	NA	NA
CITED2	10370	24.6495	18.6852	23.0729	21.6094	27.1137	24.4868	cerebral-cortex	glial-cells	Medium	Supported
CITED4	163732	1.40724	2.33577	3.05677	2.18439	2.64435	1.41733	NA	NA	NA	NA
CIZ1	25792	74.3194	81.8647	77.845	69.7354	65.1501	64.3353	NA	NA	NA	NA
CKAP2	26586	49.4207	60.9076	68.8442	59.8124	47.3167	58.549	NA	NA	NA	NA
CKAP2L	150468	7.27757	15.1365	11.4134	9.20339	9.99203	12.4335	NA	NA	NA	NA
CKAP4	10970	38.8819	38.0751	35.8843	37.5776	43.6131	42.6618	NA	NA	NA	NA
CKAP5	9793	86.3824	99.829	113.329	101.26	99.1032	116.156	cerebral-cortex	glial-cells	Medium	Supported
CKB	1152	525.828	440.808	855.329	602.093	972.758	447.921	cerebral-cortex	glial-cells	Medium	Enhanced
CKLF	51192	26.7881	25.8564	23.19	17.2324	19.2904	24.9997	NA	NA	NA	NA
CKLF-CMTM1	100529251	4.09418	3.28524	6.10981	1.62231	3.0669	3.96515	NA	NA	NA	NA
CKM	1158	0.274567	0.0239311	0.134484	0.334176	0.119864	0.344516	NA	NA	NA	NA
CKMT2	1160	0.529133	0.349801	1.05678	2.03694	1.13733	1.02956	NA	NA	NA	NA
CKMT2-AS1	100131067	3.40882	3.52437	6.15383	4.11794	5.13416	4.14994	NA	NA	NA	NA
CKS1BP5	100526793	0	0	1.23285	0.680773	0.366275	0.485888	NA	NA	NA	NA
CKS1BP6	652904	1.22672	2.56608	0	2.98608	0	2.13125	NA	NA	NA	NA
CKS1BP7	137529	1.3089	2.05349	2.88496	7.4343	2.28564	3.03205	NA	NA	NA	NA
CKS2	1164	73.5966	83.5737	45.5154	49.6106	59.2448	56.8598	cerebral-cortex	glial-cells	High	Approved
CLASP1	23332	30.9912	40.5925	31.2264	52.8208	43.6343	42.5143	NA	NA	NA	NA
CLASP2	23122	123.617	131.25	120.198	110.779	118.191	111.258	NA	NA	NA	NA
CLASRP	11129	29.1654	35.5706	42.0257	37.1779	24.418	32.2979	cerebral-cortex	glial-cells	Medium	Approved
CLCC1	23155	35.8818	27.8878	29.4948	30.0595	32.013	28.4975	cerebral-cortex	glial-cells	Medium	Enhanced
CLCF1	23529	0.338729	0.212072	0.933632	0.873936	0.389476	0.251884	NA	NA	NA	NA
CLCN2	1181	8.33988	6.39738	8.81489	7.96954	5.55661	6.58871	cerebral-cortex	glial-cells	Low	Approved
CLCN3	1182	116.185	114.229	91.415	87.1648	92.8531	101.015	cerebral-cortex	glial-cells	Low	Approved
CLCN4	1183	9.46731	7.803	6.3221	4.08154	8.50885	8.77625	NA	NA	NA	NA
CLCN6	1185	7.3341	8.56094	9.34439	10.4061	7.36946	10.7109	cerebral-cortex	glial-cells	Medium	Approved
CLCN7	1186	23.6615	17.9785	17.2514	16.5349	16.706	18.4474	cerebral-cortex	glial-cells	Medium	Supported
CLCP1	266626	0.712483	0.372592	1.30857	2.02352	0.155527	1.44404	NA	NA	NA	NA
CLCP2	100128145	0	0.316882	0.445189	0.737495	0	0	NA	NA	NA	NA
CLDN10	9071	2.99328	4.21766	7.27698	9.91204	15.9608	5.97497	NA	NA	NA	NA
CLDN11	5010	0.338934	0.274024	0.9193	0.196615	0.838785	0.18674	cerebral-cortex	glial-cells	Medium	Enhanced
CLDN12	9069	15.4998	11.896	14.4634	10.6318	11.3849	11.6968	cerebral-cortex	glial-cells	Low	Approved
CLDN15	24146	3.57016	2.85082	2.67193	2.85382	1.9016	3.40808	NA	NA	NA	NA
CLDN18	51208	0.226894	0.125974	0.545695	0.58794	0.207417	0.610804	NA	NA	NA	NA
CLDN20	49861	0.39661	0.345701	1.16558	1.17998	0.404005	0.497652	NA	NA	NA	NA
CLDN24	100132463	0	0.0754318	0.494562	0.546192	0.146929	0.389831	NA	NA	NA	NA
CLDN5	7122	0.128212	0.201149	0.502392	2.2191	3.04113	0.420731	NA	NA	NA	NA
CLDN6	9074	0.254963	0.224626	0.753037	0.415264	0.971389	0.592766	NA	NA	NA	NA
CLDN7	1366	0	0.366832	0.073029	0.311367	0.173528	0.258999	NA	NA	NA	NA
CLDND1	56650	87.6098	86.9397	80.7575	59.792	83.2086	74.1173	cerebral-cortex	glial-cells	Low	Approved
CLDND2	125875	0.534571	1.26719	0.190008	0.543265	1.13306	0.770181	NA	NA	NA	NA
CLEC11A	6320	4.15753	2.80362	3.0948	3.10711	3.84404	2.83233	NA	NA	NA	NA
CLEC16A	23274	15.1434	12.4468	17.1355	14.5583	14.5777	16.8307	NA	NA	NA	NA
CLEC18B	497190	1.00952	1.95145	2.81143	1.85436	1.0249	0.430051	NA	NA	NA	NA
CLEC18C	283971	0.120005	0.104569	0.264633	0.254518	0.0348418	0.115821	NA	NA	NA	NA
CLEC19A	728276	19.9253	6.51821	5.64499	5.50943	56.9369	54.4874	NA	NA	NA	NA
CLEC2B	9976	0	0.783059	0	0.0360655	0.0534758	0.567167	NA	NA	NA	NA
CLEC2D	29121	5.90636	5.76173	15.2562	15.0728	9.55324	16.5267	NA	NA	NA	NA
CLEC3B	7123	0	0.331877	0.199822	0.441383	0.474927	0.31501	NA	NA	NA	NA
CLEC4A	50856	0.336581	0.484738	0.646018	0.409654	0.458004	0.448695	NA	NA	NA	NA
CLGN	1047	1.19565	4.34277	3.90957	6.56942	2.56771	2.29827	NA	NA	NA	NA
CLHC1	130162	27.2169	17.8689	17.7163	22.2242	15.8708	28.6686	NA	NA	NA	NA
CLIC1P1	390363	11.5947	6.79646	8.1442	6.30642	7.39793	5.23896	NA	NA	NA	NA
CLIC3	9022	0.22474	0.618925	0.359963	0.305478	0.294338	0.218022	NA	NA	NA	NA
CLIC4	25932	65.1989	86.5223	50.1381	43.3978	61.2379	51.6318	NA	NA	NA	NA
CLINT1	9685	33.6194	35.4292	32.975	32.4288	33.0892	32.8517	cerebral-cortex	glial-cells	Medium	Supported
CLIP1	6249	25.0676	27.2467	39.3318	38.3468	26.4214	19.1464	cerebral-cortex	glial-cells	Low	Approved
CLIP2	7461	0.255885	0.353461	0.295081	1.04526	0.320167	0.0925007	cerebral-cortex	glial-cells	High	Enhanced
CLIP3	25999	1.97548	3.42368	5.33171	8.86826	2.59578	4.50394	NA	NA	NA	NA
CLIP4	79745	6.83838	8.06904	6.82671	10.2839	7.83631	7.28391	NA	NA	NA	NA
CLK1	1195	53.5488	65.1502	67.6732	73.0592	59.0838	65.312	cerebral-cortex	glial-cells	Medium	Approved
CLK3	1198	39.0606	45.7322	33.6544	40.4386	30.3411	32.3423	NA	NA	NA	NA
CLK4	57396	31.0626	35.4718	32.1122	35.3366	29.0869	29.0737	NA	NA	NA	NA
CLMN	79789	1.40314	0.820239	1.58856	0.686259	1.23911	1.29772	NA	NA	NA	NA
CLMP	79827	0.843846	2.39882	4.03478	2.39003	4.54232	2.44068	NA	NA	NA	NA
CLN5	1203	10.8635	9.84761	12.246	10.7819	14.5206	7.26729	cerebral-cortex	glial-cells	High	Approved
CLN6	54982	0.748582	1.77851	3.73942	4.19001	2.27284	2.8526	NA	NA	NA	NA
CLN8	2055	20.6355	15.225	16.7399	13.0379	16.3511	21.7604	NA	NA	NA	NA
CLNS1A	1207	199.098	176.991	169.898	158.297	167.505	170.527	NA	NA	NA	NA
CLOCK	9575	19.834	18.1957	14.5975	13.8525	13.4751	14.6935	cerebral-cortex	glial-cells	Low	Supported
CLP1	10978	8.99694	8.78141	8.38872	7.9584	8.43298	8.1943	cerebral-cortex	glial-cells	High	Supported
CLPB	81570	24.2435	22.9707	16.4585	14.3666	18.7843	19.2744	NA	NA	NA	NA
CLPP	8192	73.9051	65.5185	52.5042	51.6514	75.7332	73.1372	cerebral-cortex	glial-cells	Low	Supported
CLPTM1	1209	55.2971	47.7985	68.5315	47.0786	46.6021	54.9245	cerebral-cortex	glial-cells	High	Approved
CLPTM1L	81037	50.2004	49.7731	50.4614	38.1045	51.512	45.6286	NA	NA	NA	NA
CLPX	10845	58.3665	60.0127	51.6875	52.4813	56.8279	66.6924	cerebral-cortex	glial-cells	Medium	Approved
CLSPN	63967	5.90078	10.5102	10.6571	9.74116	5.93953	6.37103	NA	NA	NA	NA
CLSTN1	22883	44.2925	34.6357	29.2042	53.7676	45.2725	39.5409	cerebral-cortex	glial-cells	Low	Enhanced
CLSTN2	64084	0.302344	0.316232	0.422133	0.258689	0.659716	0.52414	NA	NA	NA	NA
CLSTN3	9746	39.5287	31.0357	42.8643	42.0132	34.2369	20.0625	NA	NA	NA	NA
CLTA	1211	158.568	138.978	116.872	96.1505	77.1147	71.5919	NA	NA	NA	NA
CLTB	1212	37.03	37.5208	29.7833	30.8479	35.0487	29.6383	cerebral-cortex	glial-cells	Low	Approved
CLTC	1213	310.572	288.493	336.826	267.428	301.427	330.319	cerebral-cortex	glial-cells	Medium	Approved
CLU	1191	11777.1	7185.29	8767.12	4429.24	7959.74	4944.72	NA	NA	NA	NA
CLUAP1	23059	48.6519	36.7132	34.0185	30.261	45.2382	34.7607	NA	NA	NA	NA
CLUH	23277	28.2027	33.5401	31.7254	25.9445	31.1977	23.644	NA	NA	NA	NA
CLUHP3	100132341	5.40798	4.93984	6.53227	7.1885	4.94344	4.55174	NA	NA	NA	NA
CLUL1	27098	0.181863	1.06674	1.4125	0.541641	0.517925	0.491934	NA	NA	NA	NA
CLVS1	157807	0.0443343	0.101463	0.755756	0.723857	0.615866	1.75844	NA	NA	NA	NA
CLVS2	134829	3.57726	5.45586	5.49255	6.14811	4.91466	4.23271	NA	NA	NA	NA
CLYBL	171425	2.25665	0.619441	5.6769	4.06181	5.77217	5.06668	cerebral-cortex	glial-cells	Medium	Enhanced
CMA1	1215	0	0	0.113334	0.125166	0.359902	0.262177	NA	NA	NA	NA
CMAHP	8418	0	0.0941479	0	0.0946914	0	0.0965972	NA	NA	NA	NA
CMAS	55907	30.332	34.4118	25.5943	23.9684	27.4423	24.7643	cerebral-cortex	glial-cells	High	Supported
CMBL	134147	4.03129	6.27009	5.15054	4.40422	6.76579	8.87738	NA	NA	NA	NA
CMC1	152100	6.93293	8.90088	4.68595	3.81945	4.97099	7.21258	cerebral-cortex	glial-cells	Low	Approved
CMC2	56942	23.4323	25.5779	19.4275	28.545	21.2862	27.3609	NA	NA	NA	NA
CMIP	80790	5.1836	2.55736	6.36575	14.3334	4.92757	6.39427	NA	NA	NA	NA
CMPK1	51727	69.1615	68.5445	48.9916	59.1152	58.0738	57.3252	NA	NA	NA	NA
CMPK2	129607	0.810181	1.21045	1.30206	1.90538	1.01372	1.19365	NA	NA	NA	NA
CMSS1	84319	16.6832	21.4994	13.8707	20.4052	20.1103	19.5598	NA	NA	NA	NA
CMTM1	113540	17.0136	13.6715	12.952	8.70688	13.888	9.33968	NA	NA	NA	NA
CMTM2	146225	0.379137	0.257054	0.309253	0.108444	0.0850163	0.164812	NA	NA	NA	NA
CMTM3	123920	32.278	26.9091	31.3186	26.3046	29.1415	18.0145	cerebral-cortex	glial-cells	High	Approved
CMTM4	146223	24.0705	18.8132	16.7663	16.0861	15.431	16.6538	cerebral-cortex	glial-cells	Low	Enhanced
CMTM5	116173	1.42359	0.921961	1.29724	1.57975	2.77294	1.94019	NA	NA	NA	NA
CMTM6	54918	22.75	19.1314	20.3739	16.9915	20.7301	19.0191	cerebral-cortex	glial-cells	Low	Approved
CMTM7	112616	0.11509	0.20054	0.390234	0.160167	0.03754	0.0210051	NA	NA	NA	NA
CMTR1	23070	20.4789	22.0634	20.2615	21.111	21.3177	18.374	cerebral-cortex	glial-cells	Low	Enhanced
CMTR2	55783	26.1797	18.3627	18.1325	18.7079	15.9912	19.2918	NA	NA	NA	NA
CMYA5	202333	0.110689	0.277698	0.914034	0.316459	0.146664	0.312289	NA	NA	NA	NA
CNBD2	140894	0.108781	0.115044	0.222871	0.129831	0.225325	0.176521	NA	NA	NA	NA
CNBP	7555	146.329	144.121	125.733	135.356	143.504	155.69	NA	NA	NA	NA
CNDP1	84735	0.0364074	0.0461036	0.125021	0.369521	0.0843124	0.216418	cerebral-cortex	glial-cells	Low	Enhanced
CNDP2	55748	88.8089	84.6937	97.9631	80.3952	95.0648	71.0936	cerebral-cortex	glial-cells	Low	Enhanced
CNEP1R1	255919	12.0319	12.4517	13.0348	11.5027	9.99779	14.3778	NA	NA	NA	NA
CNFN	84518	0	0	0.4562	0.335883	0.451786	0.239729	NA	NA	NA	NA
CNGA3	1261	5.62662	15.6752	15.9307	7.4271	11.4256	9.67301	NA	NA	NA	NA
CNIH1	10175	51.7589	45.8698	36.6479	35.3348	37.6739	49.4175	cerebral-cortex	glial-cells	Medium	Approved
CNIH2	254263	11.1545	5.08213	16.141	16.0006	7.87735	16.7113	NA	NA	NA	NA
CNIH3	149111	2.79137	1.75699	1.24805	2.07517	4.14751	6.14463	NA	NA	NA	NA
CNIH4	29097	26.7906	26.2565	22.6034	27.0636	25.6677	29.2319	NA	NA	NA	NA
CNKSR1	10256	0.184271	0.387886	0.255744	0.673428	0.095995	0.437636	NA	NA	NA	NA
CNKSR2	22866	15.6493	17.4381	7.07261	21.3624	8.68625	11.4105	NA	NA	NA	NA
CNKSR3	154043	6.40302	9.0291	4.18626	4.58938	7.04207	5.25285	cerebral-cortex	glial-cells	Low	Approved
CNN1	1264	0.97517	4.07516	0.462954	1.59412	2.30175	1.44005	NA	NA	NA	NA
CNN2	1265	38.9306	55.8877	35.8428	58.6248	58.9616	34.6017	NA	NA	NA	NA
CNN2P1	646467	0	0.0972008	0.0682789	0.301627	0.040571	0.32292	NA	NA	NA	NA
CNN2P9	441166	0.188231	0.29531	0.345735	0.610923	0.205434	0.545043	NA	NA	NA	NA
CNN3	1266	1201.82	1050.39	888.707	793.483	1183.6	810.952	cerebral-cortex	glial-cells	Low	Enhanced
CNNM2	54805	2.09141	1.86459	2.27101	3.6852	2.32497	3.80554	NA	NA	NA	NA
CNNM3	26505	8.45876	11.0781	15.9157	20.2346	13.1859	7.64154	cerebral-cortex	glial-cells	Low	Supported
CNNM4	26504	4.92083	5.19358	2.52737	3.64642	3.89094	2.62218	cerebral-cortex	glial-cells	Medium	Enhanced
CNOT1	23019	68.6537	67.7928	83.0399	99.497	68.8406	104.366	cerebral-cortex	glial-cells	Medium	Approved
CNOT10	25904	22.4103	18.8121	20.1753	24.6535	19.3725	22.4442	cerebral-cortex	glial-cells	Medium	Approved
CNOT10-AS1	100874109	0.251515	0.920769	1.47831	1.22448	0.549006	0.582632	NA	NA	NA	NA
CNOT11	55571	33.0054	29.4242	27.0685	20.8179	28.5392	26.0749	NA	NA	NA	NA
CNOT2	4848	108.78	107.771	88.384	109.253	96.7709	109.433	cerebral-cortex	glial-cells	Low	Approved
CNOT4	4850	11.5811	11.3974	12.3712	12.7025	11.0461	12.6045	cerebral-cortex	glial-cells	High	Approved
CNOT6	57472	15.2669	11.9822	11.6894	14.8698	12.1434	17.897	NA	NA	NA	NA
CNOT6L	246175	5.2869	7.10477	4.79077	6.70817	6.94774	6.56411	NA	NA	NA	NA
CNOT6LP1	729530	0.960963	1.28429	1.05904	1.1696	1.18864	1.17487	NA	NA	NA	NA
CNOT7	29883	137.583	147.93	114.185	127.618	144.503	131.584	NA	NA	NA	NA
CNOT7P1	100421338	0.511787	0.909985	0.376012	0.415265	0.536219	0.711328	NA	NA	NA	NA
CNOT8	9337	60.8846	66.5949	47.7185	54.5062	60.2215	70.148	cerebral-cortex	glial-cells	High	Approved
CNP	1267	0.139853	0.465497	0.335156	0.211509	0.177684	0.232752	cerebral-cortex	glial-cells	Medium	Enhanced
CNPPD1	27013	22.7954	15.5347	15.8669	12.1876	17.443	14.5217	NA	NA	NA	NA
CNPY1	285888	0.407235	0.097038	2.03576	0.150504	0.566429	0.10746	NA	NA	NA	NA
CNPY2	10330	107.633	103.395	87.2939	81.2833	84.2499	97.7573	cerebral-cortex	glial-cells	Medium	Supported
CNPY3	10695	46.1915	36.6239	36.3604	28.8324	35.8792	28.116	NA	NA	NA	NA
CNPY4	245812	32.0359	27.8805	27.7988	24.6701	31.5601	32.3333	NA	NA	NA	NA
CNR1	1268	9.27096	13.7408	20.6446	11.8812	25.7782	7.57513	NA	NA	NA	NA
CNRIP1	25927	1.67672	6.04005	4.70973	6.93081	9.0413	4.54696	NA	NA	NA	NA
CNST	163882	4.37688	6.82808	6.13791	5.41183	8.78381	9.59159	cerebral-cortex	glial-cells	Low	Approved
CNTD1	124817	0.290291	0.449411	0.606683	0.823994	0.451206	0.757717	NA	NA	NA	NA
CNTD2	79935	0.288554	0.154162	0.154336	0	0.152646	0.22891	NA	NA	NA	NA
CNTF	1270	2.06294	1.30979	3.7094	2.29131	2.72599	3.29003	NA	NA	NA	NA
CNTFR	1271	12.5929	14.1937	14.4048	15.9517	15.9757	14.7303	cerebral-cortex	glial-cells	Low	Approved
CNTFR-AS1	415056	1.05599	0.932637	1.23059	0.860689	0.41637	0.353253	NA	NA	NA	NA
CNTLN	54875	9.97995	10.4119	9.55583	8.85736	7.84461	8.48436	NA	NA	NA	NA
CNTN1	1272	13.6078	1.99177	38.3122	1.43984	6.51998	3.23858	NA	NA	NA	NA
CNTN2	6900	0.194412	1.14636	0.27593	2.39332	3.21729	2.945	NA	NA	NA	NA
CNTN3	5067	1.88962	1.93801	4.8159	2.93979	2.33813	7.55636	NA	NA	NA	NA
CNTN4	152330	0.775339	1.41468	0	1.24123	0.696053	2.76369	NA	NA	NA	NA
CNTN6	27255	0.431395	0.52499	0.243601	3.2465	0.36715	0.188807	NA	NA	NA	NA
CNTNAP1	8506	7.5776	6.58893	9.67109	7.92873	6.97391	7.29357	NA	NA	NA	NA
CNTNAP2	26047	9.88246	5.12786	5.57099	28.1805	36.7226	26.3662	NA	NA	NA	NA
CNTNAP3	79937	1.69165	3.41519	2.7155	2.97473	1.93131	0.96507	NA	NA	NA	NA
CNTNAP3B	728577	1.84451	1.59418	3.01892	2.62587	1.6753	0.274167	NA	NA	NA	NA
CNTNAP4	85445	0.0320764	0.280184	0.139555	0.420874	0.147349	0.111473	cerebral-cortex	glial-cells	Low	Enhanced
CNTNAP5	129684	0	0.0970386	0.14445	0.300948	0.0810066	0.983572	NA	NA	NA	NA
CNTRL	11064	11.7678	16.42	14.2667	17.9934	10.891	14.2602	cerebral-cortex	glial-cells	Low	Approved
CNTROB	116840	23.1258	25.7495	22.8034	27.8022	23.2513	22.7522	cerebral-cortex	glial-cells	Medium	Approved
COA1	55744	26.0042	31.0807	27.3826	30.6929	27.1403	31.8999	NA	NA	NA	NA
COA3	28958	69.5688	65.9631	46.9706	41.3613	62.2762	59.8804	cerebral-cortex	glial-cells	Medium	Approved
COA4	51287	51.9456	47.4563	45.792	34.3392	38.4825	41.6623	NA	NA	NA	NA
COA5	493753	45.7111	41.0828	33.6133	31.378	44.7535	38.7128	NA	NA	NA	NA
COA6	388753	13.4513	15.2554	10.3101	7.26996	11.1858	16.8498	cerebral-cortex	glial-cells	Low	Approved
COA7	65260	6.83729	7.04762	4.92566	4.19372	5.69401	5.27748	NA	NA	NA	NA
COASY	80347	18.4125	15.9382	10.254	9.75448	9.56585	12.5544	cerebral-cortex	glial-cells	Low	Approved
COBL	23242	1.6811	1.58779	5.98934	6.18943	2.35827	0.519596	cerebral-cortex	glial-cells	Low	Enhanced
COBLL1	22837	3.93085	7.49804	4.00213	5.11758	1.61438	5.63178	NA	NA	NA	NA
COCH	1690	11.1262	9.32942	9.92959	7.89292	4.75478	9.13362	NA	NA	NA	NA
COG1	9382	19.6252	20.255	18.3605	19.5017	13.0071	17.0064	cerebral-cortex	glial-cells	Medium	Supported
COG2	22796	19.7458	20.0793	15.4636	12.7409	14.6972	19.6827	NA	NA	NA	NA
COG3	83548	8.78255	13.8552	13.3068	15.8883	16.3723	13.3806	cerebral-cortex	glial-cells	Medium	Approved
COG4	25839	36.182	30.8423	28.1645	22.1804	30.5957	25.7039	cerebral-cortex	glial-cells	Medium	Approved
COG5	10466	41.2114	40.7746	39.0629	47.7173	37.9594	38.9326	NA	NA	NA	NA
COG6	57511	28.4149	25.8307	17.4839	21.525	33.1811	24.5558	NA	NA	NA	NA
COG7	91949	10.2742	7.97898	13.6949	10.7966	9.38946	11.5607	NA	NA	NA	NA
COG8	84342	23.9082	22.491	21.5699	17.7257	20.8149	18.0845	cerebral-cortex	glial-cells	Medium	Approved
COIL	8161	13.2763	13.9313	12.2477	9.09471	11.8781	13.9363	NA	NA	NA	NA
COL10A1	1300	0	0.249349	0.368055	0.229923	0.0856036	0.100936	NA	NA	NA	NA
COL11A1	1301	360.061	245.224	210.798	155.169	126.681	161.332	NA	NA	NA	NA
COL12A1	1303	2.40846	19.4703	1.18722	1.36973	7.25029	5.19084	NA	NA	NA	NA
COL14A1	7373	0.989042	8.64274	0.757496	0.735933	3.43181	6.7707	NA	NA	NA	NA
COL16A1	1307	1.82172	16.712	13.8071	9.70794	8.72964	2.58444	NA	NA	NA	NA
COL17A1	1308	0.0882092	0.103491	0.580464	0.300276	0.452859	0.22937	NA	NA	NA	NA
COL18A1	80781	5.71276	2.1701	6.80743	8.05013	7.32429	3.25806	NA	NA	NA	NA
COL19A1	1310	0.190232	0.16757	0.0616038	0.177366	0.160486	0.2576	NA	NA	NA	NA
COL1A1	1277	1.36989	59.4034	1.72395	7.91641	39.1212	22.0762	cerebral-cortex	glial-cells	Medium	Approved
COL1A2	1278	1.94226	135.678	4.14827	4.84439	36.3523	12.8195	cerebral-cortex	glial-cells	Medium	Approved
COL20A1	57642	0.242397	0.0263108	0.0936913	0.201903	0.118852	0.152951	NA	NA	NA	NA
COL21A1	81578	0.374989	0.545263	1.74138	0.809949	2.95918	1.79297	NA	NA	NA	NA
COL22A1	169044	12.5466	5.75827	11.4966	8.681	2.18419	0.110362	NA	NA	NA	NA
COL23A1	91522	0.0931828	0.0852785	0.119808	0.189035	0.274588	0.350767	NA	NA	NA	NA
COL24A1	255631	0.805975	0.238596	0.0167767	0.29359	1.25043	0.698572	NA	NA	NA	NA
COL25A1	84570	0.291968	0.611243	0.754497	0.417375	0.410141	1.59955	NA	NA	NA	NA
COL26A1	136227	78.1549	22.3777	16.7474	52.0917	38.9041	53.4508	NA	NA	NA	NA
COL27A1	85301	8.18964	9.80898	8.22772	7.58003	5.01701	8.33835	NA	NA	NA	NA
COL28A1	340267	0.655602	0.603707	1.11376	1.17264	1.05336	1.34948	NA	NA	NA	NA
COL2A1	1280	19.5479	7.293	12.3636	1.62514	4.26039	9.04642	NA	NA	NA	NA
COL3A1	1281	1.05937	62.6991	5.10933	2.26367	46.8029	10.9336	NA	NA	NA	NA
COL4A1	1282	158.562	102.69	112.75	67.4763	109.288	132.435	NA	NA	NA	NA
COL4A2	1284	158.882	137.155	142.079	107.944	167.748	189.14	NA	NA	NA	NA
COL4A2-AS1	100874203	0.200862	0.947981	0.293983	0.80329	0.532267	0.117069	NA	NA	NA	NA
COL4A2-AS2	100129836	0.100876	0.0263882	0.259401	0.28648	0.0220191	0.146049	NA	NA	NA	NA
COL4A3	1285	0.0084418	0.197054	0.131042	0.630066	0.379891	0.287373	NA	NA	NA	NA
COL4A5	1287	65.5027	71.6234	52.5306	86.584	64.3193	64.783	NA	NA	NA	NA
COL4A6	1288	11.4948	12.4668	10.2623	18.7048	13.0906	11.2894	NA	NA	NA	NA
COL5A1	1289	5.01706	16.8207	7.23078	6.888	12.2419	13.7778	NA	NA	NA	NA
COL5A2	1290	41.1316	45.927	25.8576	38.6987	45.2566	50.6523	NA	NA	NA	NA
COL5A3	50509	0.507829	1.2833	1.40136	3.15017	2.91124	0.76224	NA	NA	NA	NA
COL6A1	1291	42.5141	49.5998	50.5597	50.0382	66.4114	46.0828	NA	NA	NA	NA
COL6A2	1292	22.8918	47.5456	38.5889	59.1918	94.3702	63.486	NA	NA	NA	NA
COL6A3	1293	0.0935859	4.67234	0.197053	0.25901	4.33216	1.48605	NA	NA	NA	NA
COL6A4P2	646300	0	0	0.133343	1.35605	0.59526	0.189353	NA	NA	NA	NA
COL6A6	131873	0.0482048	0.100685	0.16508	0.24779	0.0980574	0.153224	NA	NA	NA	NA
COL7A1	1294	5.88718	6.18546	3.00554	4.14144	3.56606	3.88062	NA	NA	NA	NA
COL8A1	1295	2.78784	18.2339	1.62891	54.9826	3.3725	1.80127	NA	NA	NA	NA
COL8A2	1296	1.17545	0.442591	2.08418	1.41129	6.65789	2.20557	NA	NA	NA	NA
COL9A1	1297	1.7744	2.00592	7.0063	4.21885	5.70622	2.36886	NA	NA	NA	NA
COL9A2	1298	2.82554	4.86512	3.43777	7.36797	11.3814	4.25001	NA	NA	NA	NA
COL9A3	1299	7.83319	49.9799	38.495	34.0602	19.4433	13.7099	NA	NA	NA	NA
COLEC11	78989	0	0.0404652	0.056824	0.397588	0.0429015	0.262046	NA	NA	NA	NA
