	rxnList	subSystem	GPR	FluxSpan_a	FluxSpan_b	Flux_Span_Ratio	Var7	Var8	Var9
417	HMR_3694	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
418	HMR_3695	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
419	HMR_3696	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
420	HMR_3698	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
421	HMR_3699	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
422	HMR_3701	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
423	HMR_3703	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
424	HMR_3704	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
425	HMR_3705	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
426	HMR_3706	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
427	HMR_3707	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
428	HMR_3708	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
429	HMR_3709	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
430	HMR_3710	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
431	HMR_3711	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
432	HMR_3713	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
433	HMR_3714	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
434	HMR_3715	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
435	HMR_3716	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
436	HMR_3717	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
437	HMR_3718	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
438	HMR_3719	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
439	HMR_3722	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
440	HMR_3724	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
441	HMR_3725	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
442	HMR_3726	Cholesterol metabolism	3988.1 or 1056.1	389.01861252115	251.028971152655	1.54969607983845	L	NA	[r]
443	HMR_3727	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
444	HMR_3728	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
445	HMR_3729	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
446	HMR_3736	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
447	HMR_3737	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
448	HMR_3738	Cholesterol metabolism	3988.1 or 1056.1	389.01861252115	251.028971152655	1.54969607983845	L	NA	[r]
449	HMR_3739	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
450	HMR_3740	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
451	HMR_3741	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
456	HMR_6549	Inositol phosphate metabolism	3631.1 or 8821.1	758.265651438241	487.593744882921	1.5551176761308	L	NA	[c]
457	HMR_6564	Inositol phosphate metabolism	9562.1	758.265651438243	487.593744882921	1.5551176761308	L	NA	[c]
458	HMR_6580	Inositol phosphate metabolism	8395.1 or 8394.1 or 138429.1 or 23396.1	758.265651438239	487.593744882921	1.55511767613079	L	NA	[g]
459	HMR_6584	Inositol phosphate metabolism	93492.1 or 5728.1	758.265651438239	487.593744882921	1.55511767613079	L	NA	[g]
460	HMR_7652	Inositol phosphate metabolism	51447.1 or 23262.1 or 117283.1 or 9677.1 or 9807.1	758.265651438241	487.593744882921	1.5551176761308	L	NA	[c]
468	HMR_9802	Glutamate metabolism	27165.1	778.26565143824	507.59374488292	1.53324515773486	L	NA	[c]
475	HYPOE	Vitamin B6 metabolism	57026.1	758.265651438241	487.593744882923	1.55511767613079	L	vitamin b6 metabolism, cytosol	[c]
485	MI1345PP	Inositol phosphate metabolism	3635.1 or 8867.2 or 3636.1 or 27124.2 or 8867.1 or 27124.1 or 3633.1 or 56623.1 or 3632.1	382.466159052453	249.764614376945	1.53130642627877	L	NA	[c]
486	MI134PP	Inositol phosphate metabolism	3628.1	382.466159052453	249.764614376945	1.53130642627877	L	NA	[c]
487	MI145PK	Inositol phosphate metabolism	3706.1 or 80271.1 or 3707.1	758.26565143824	487.593744882921	1.55511767613079	L	NA	[c]
488	MI14P4P	Inositol phosphate metabolism	51477.1	771.598984771573	504.690519076468	1.52885571574342	L	NA	[c]
489	MI14PP	Inositol phosphate metabolism	3628.1	764.932318104907	499.529228753889	1.53130642627877	L	NA	[c]
490	MI1PP	Inositol phosphate metabolism	3612.1 or 3613.1 or 8776.1 or 8898.1	764.932318104908	499.529228753889	1.53130642627877	L	phospholipid metabolism/inositol, cytosol	[c]
491	MI1PS	Inositol phosphate metabolism	51477.1	236.800062959902	137.778069775055	1.71870649187143	L	phospholipid metabolism/inositol, cytosol	[c]
492	MI34PP	Inositol phosphate metabolism	3631.2 or 3631.1 or 8821.1	382.466159052453	249.764614376945	1.53130642627877	L	NA	[c]
493	MI3PP	Inositol phosphate metabolism	3612.1 or 3613.1	382.466159052453	249.764614376945	1.53130642627877	L	NA	[c]
494	MI4PP	Inositol phosphate metabolism	3612.1 or 3613.1	764.932318104907	499.529228753889	1.53130642627877	L	NA	[c]
506	NTD1	Pyrimidine catabolism	30833.1 or 51251.1 	758.26565143824	487.593744882922	1.55511767613079	L	pyrimidine catabolism, cytosol	[c]
510	NTD2l	Pyrimidine catabolism	53.1 or 55.1 or 51205.1 or 54.1	758.26565143824	487.593744882922	1.55511767613079	L	pyrimidine catabolism, cytosol	[l]
511	NTD3	Pyrimidine catabolism	93034.1 or 30833.1 or 93034.2 or 2978.1 or 84618.1 or 51251.1 or 4907.1	757.170655064056	487.593744882922	1.55287196156682	L	pyrimidine catabolism, cytosol	[c]
512	NTD4	Pyrimidine catabolism	51251.1 or 22978.1 or 84618.1 or 30833.1 or 4907.1 or 93034.1	758.265651438242	487.593744882922	1.5551176761308	L	pyrimidine catabolism, cytosol	[c]
513	NTD4l	Pyrimidine catabolism	53.1 or 55.1 or 51205.1 or 54.1	758.265651438241	487.59374488292	1.5551176761308	L	pyrimidine catabolism, cytosol	[l]
514	NTD5	Pyrimidine catabolism	30833.1 or 22978.1 or 84618.1 or 51251.1 or 4907.1 or 93034.1	758.265651438241	487.593744882921	1.5551176761308	L	pyrimidine catabolism, cytosol	[c]
515	NTD5l	Pyrimidine catabolism	53.1 or 55.1 or 51205.1 or 54.1	758.265651438238	487.593744882921	1.55511767613079	L	pyrimidine catabolism, cytosol	[l]
526	PDHm	Glycolysis/gluconeogenesis	( 1738.1 and 8050.1 ) and ( 5161.1 and 5162.1 ) and ( 1737.1 ) or ( 1738.1 and 8050.1 ) and ( 5160.1 and 5162.1 ) and ( 1737.1 )	582.197546531303	382.004136115811	1.52406084512865	L	pyruvate dehydrogenase	[m]
527	PDXPP	Vitamin B6 metabolism	57026.1	758.265651438243	487.59374488292	1.5551176761308	L	vitamin b6 metabolism, cytosol	[c]
531	PGK	Glycolysis/gluconeogenesis	5230.1 or 375056.1 or 5232.1	871.313461390556	487.593744882921	1.78696603583332	L	glycolysis	[c]
532	PGM	Glycolysis/gluconeogenesis	669.1 or 5223.1 or 5224.2 or 5224.1 or 669.2	871.469711390554	487.916325528082	1.78610484174176	L	glycolysis	[c]
533	PGMT	Glycolysis/gluconeogenesis	5236.1 or 55276.1	389.018612521151	251.028971152656	1.54969607983845	L	glycogen metabolism	[c]
534	PI345P5P	Inositol phosphate metabolism	3633.1 or 27124.1 or 3635.1 or 3636.1 or 8871.1 or 56623.1 or 8867.2 or 27124.2 or 8867.1 or 3632.1	758.265651438241	487.593744882922	1.55511767613079	L	NA	[c]
535	PI34P5K	Inositol phosphate metabolism	8394.1 or 23396.1 or 8395.1	758.26565143824	487.593744882921	1.55511767613079	L	NA	[c]
536	PI3P4K	Inositol phosphate metabolism	55361.1 or 5297.1 or 8394.1 or 23396.1 or 8395.1 or 5298.1	758.265651438241	487.593744882921	1.5551176761308	L	NA	[c]
537	PI3P5K	Inositol phosphate metabolism	8394.1 or 23396.1 or 8395.1	758.265651438241	487.593744882922	1.5551176761308	L	NA	[c]
538	PI4P3K	Inositol phosphate metabolism	(5291.1 and 5295.3) or (5296.1 and 5290.1) or (5293.1 and 5296.1) or (5287.1) or (5286.1) or (5293.1 and 8503.1) or (5293.1 and 5295.3) or (5291.1 and 8503.1) or (5295.2 and 5290.1) or (5288.1) or (5291.1 and 5295.1) or (5296.1 and 5291.1) or (23533.1 and 5294.1) or (5293.1 and 5295.1) or (5295.2 and 5293.1) or (5290.1 and 8503.1) or (5290.1 and 5295.3) or (10870.1 and 5294.1) or (5295.2 and 5291.1) or (5290.1 and 5295.1)	758.265651438241	487.593744882922	1.55511767613079	L	NA	[c]
540	PI5P4K	Inositol phosphate metabolism	5297.1 or 55361.1 or 5298.1	758.265651438241	243.79687244146	3.1102353522616	L	new to recon	[c]
541	PIK3	Inositol phosphate metabolism	(5295.2 and 5291.1) or (23533.1 and 5294.1) or (5290.1 and 5295.1) or (5293.1 and 5295.3) or 5287.1 or 5286.1 or (5293.1 and 5296.1) or (5295.2 and 5293.1) or (5296.1 and 5291.1) or (5290.1 and 5295.3) or 5288.1 or (5290.1 and 8503.1) or (5291.1 and 5295.3) or (10870.1 and 5294.1) or (5291.1 and 8503.1) or (5293.1 and 5295.1) or (5296.1 and 5290.1) or 5289.1 or (5293.1 and 8503.1) or (5291.1 and 5295.1) or (5295.2 and 5290.1)	758.265651438241	487.593744882921	1.5551176761308	L	NA	[c]
542	PIPLC	Inositol phosphate metabolism	23236.2 or 5336.1 or 23007.1 or 113026.1 or 89869.1 or 84812.1 or 9651.1 or 5335.1 or 51196.1 or 257068.1 or 5332.2 or 5331.1 or 5335.2 or 5334.1 or 5332.1 or 5330.1 or 23236.1 or 5333.1	771.598984771574	504.69051907647	1.52885571574342	L	phospholipid metabolism/inositol, cytosol	[c]
544	PMI12346PH	Inositol phosphate metabolism	117283.1 or 9807.2 or 9807.1	758.265651438241	487.59374488292	1.5551176761308	L	NA	[c]
545	PMI12346PHn	Inositol phosphate metabolism	51447.3 or 9807.2 or 51447.4 or 51447.6 or 9807.1 or 51447.5 or 117283.1 or 51447.1 or 51447.2	758.26565143824	487.593744882921	1.5551176761308	L	NA	[n]
550	PYDAMK	Vitamin B6 metabolism	8566.1	758.265651438241	487.593744882921	1.5551176761308	L	vitamin b6 metabolism, cytosol	[c]
551	PYDXK	Vitamin B6 metabolism	8566.1	764.932318104907	492.755035205501	1.55235819718391	L	vitamin b6 metabolism, cytosol	[c]
552	PYDXNK	Vitamin B6 metabolism	8566.1	758.26565143824	487.593744882921	1.55511767613079	L	vitamin b6 metabolism, cytosol	[c]
553	PYDXPP	Vitamin B6 metabolism	57026.1	758.265651438241	487.593744882922	1.55511767613079	L	vitamin b6 metabolism, cytosol	[c]
554	PYNP2r	Pyrimidine catabolism	7378.2 or 151531.1 or 7378.1	1648.30600494224	1025.18748976584	1.60780932404737	L	pyrimidine catabolism	[c]
557	RE0344C	Fatty acid synthesis	641372.1 or 641371.1 or 570.1	397.351945854484	259.809458957533	1.52939753405757	L	fatty acid synthesis & elongation	[c]
558	RE0565C	Fatty acid synthesis	6785.1 or 79071.1 or 60481.1 or 54898.1 	438.8601486059	279.780485053582	1.56858741781741	L	fatty acid synthesis & elongation	[c]
559	RE0566C	Fatty acid synthesis		438.8601486059	279.780485053582	1.56858741781741	L	fatty acid synthesis & elongation	[c]
560	RE0567C	Fatty acid synthesis		438.8601486059	279.780485053582	1.56858741781741	L	fatty acid synthesis & elongation	[c]
561	RE0568C	Fatty acid synthesis	9045.1	438.8601486059	279.780485053582	1.56858741781741	L	fatty acid synthesis & elongation	[c]
562	RE0578C	Fatty acid synthesis	641372.1 or 641371.1 or 570.1	389.018612521151	251.028971152656	1.54969607983845	L	fatty acid synthesis & elongation	[c]
607	r0178	Glutamate metabolism	7915.1	1262.14044793433	600.926260243058	2.10032500064788	L	glutamate metabolism, mitochondria/ Succinic semialdehyde dehydrogenase	[m]
612	r0354	Glycolysis/gluconeogenesis	2645.1 or 3098.1 or 3099.1 or 3101.1	479.018612521152	261.028971152655	1.83511665546508	L	glycolysis	[c]
613	r0355	Glycolysis/gluconeogenesis	2645.1 or 3098.1 or 3099.1 or 3101.1	479.018612521151	261.028971152656	1.83511665546507	L	glycolysis	[c]
614	r0365	Propanoate metabolism		758.26565143824	487.593744882919	1.5551176761308	L	NA	[m]
