name	Literature_Model_Input	Literature_Model_v8_Output	Mouse_Microarray_v8_Input	Mouse_Microarray_v8_Output	Rat_Microarray_v8_Input	Rat_Microarray_v8_Output	Rat_RNA_Seq_v8_Input	Rat_RNA_Seq_v8_Output
'HMR_2344'	0	0	0	0	0	0	0	1
'HMR_2345'	0	0	0	0	0	0	0	1
'HMR_2347'	0	0	0	1	0	1	0	0
'HMR_2348'	0	0	0	1	0	1	0	0
'HMR_2349'	0	0	0	1	0	1	0	0
'HMR_2350'	0	0	0	1	0	1	0	0
'HMR_2353'	0	0	0	1	0	1	0	0
'HMR_2354'	0	0	0	1	0	1	0	0
'HMR_2355'	0	0	0	1	0	1	0	0
'HMR_2356'	0	0	0	1	0	1	0	0
'HMR_2359'	0	0	0	0	0	1	0	0
'HMR_2361'	0	0	0	1	0	1	0	0
'HMR_2362'	0	0	0	1	0	1	0	0
'HMR_2363'	0	0	0	1	0	1	0	0
'HMR_2364'	0	0	0	1	0	1	0	0
'HMR_2365'	0	0	0	1	0	1	0	0
'HMR_2368'	0	0	0	0	0	1	0	1
'HMR_2380'	0	0	0	1	0	0	0	1
'HMR_2472'	0	0	0	0	0	1	0	1
'HMR_2484'	0	0	0	0	0	1	0	0
'HMR_2530'	0	0	0	0	0	1	0	1
'HMR_2533'	0	0	0	0	0	1	0	1
'HMR_2535'	0	0	0	0	0	1	0	1
'HMR_2537'	0	0	0	0	0	1	0	1
'HMR_2540'	0	0	0	0	0	1	0	1
'HMR_2541'	0	0	0	0	0	1	0	1
'HMR_2542'	0	0	0	0	0	1	0	1
'HMR_2543'	0	0	0	0	0	1	0	1
'HMR_2569'	0	0	0	0	0	0	0	1
'HMR_2602'	0	0	0	0	0	1	1	0
'HMR_2603'	0	0	0	0	0	1	0	1
'HMR_2604'	0	0	0	0	0	1	0	1
'HMR_2608'	0	0	0	0	0	0	1	0
'HMR_2609'	0	0	0	0	0	0	0	1
'HMR_2610'	0	0	0	0	0	0	0	1
'HMR_2611'	0	0	0	0	0	0	1	0
'HMR_2613'	0	0	0	0	0	1	0	0
'HMR_2620'	0	0	0	0	0	1	1	0
'HMR_2621'	0	0	0	0	0	1	0	1
'HMR_2622'	0	0	0	0	0	1	0	1
'HMR_2633'	0	0	0	0	0	1	1	0
'HMR_2635'	0	0	0	0	0	1	0	0
'HMR_2648'	0	0	0	0	0	0	1	0
'HMR_2651'	0	0	0	0	0	0	1	0
'HMR_2657'	0	0	0	0	0	0	1	0
'HMR_2659'	0	0	0	0	0	1	0	0
'HMR_2660'	0	0	0	0	0	1	1	0
'HMR_2661'	0	0	0	0	0	1	0	1
'HMR_2662'	0	0	0	0	0	1	0	1
'HMR_2666'	0	0	0	0	0	0	1	0
'HMR_2668'	0	0	0	0	0	1	0	0
'HMR_2669'	0	0	0	1	0	1	1	0
'HMR_2670'	0	0	0	1	0	1	0	1
'HMR_2671'	0	0	0	1	0	1	0	1
'HMR_2675'	0	0	0	0	0	0	1	0
'HMR_2676'	0	0	0	0	0	0	0	1
'HMR_2677'	0	0	0	0	0	0	0	1
'HMR_2681'	0	0	0	0	0	0	1	0
'HMR_2682'	0	0	0	0	0	0	0	1
'HMR_2683'	0	0	0	0	0	0	0	1
'HMR_2684'	0	0	0	0	0	0	1	0
'HMR_2687'	0	0	0	1	0	1	1	0
'HMR_2688'	0	0	0	1	0	1	0	1
'HMR_2689'	0	0	0	1	0	1	0	1
'HMR_2690'	0	0	0	1	0	1	1	0
'HMR_2691'	0	0	0	1	0	1	0	1
'HMR_2692'	0	0	0	1	0	1	0	1
'HMR_2693'	0	0	0	1	0	1	1	0
'HMR_2695'	0	0	0	1	0	1	0	1
'HMR_2697'	0	0	0	1	0	1	0	1
'HMR_2699'	0	0	0	0	0	0	1	0
'HMR_2700'	0	0	0	0	0	0	0	1
'HMR_2701'	0	0	0	0	0	0	0	1
'HMR_2702'	0	0	0	0	0	0	1	0
'HMR_2705'	0	0	0	0	0	0	1	0
'HMR_2708'	0	0	0	1	0	1	1	0
'HMR_2709'	0	0	0	1	0	1	0	1
'HMR_2710'	0	0	0	1	0	1	0	1
'HMR_2711'	0	0	0	0	0	0	1	0
'HMR_2733'	0	0	0	0	0	1	1	0
'HMR_2734'	0	0	0	0	0	1	0	1
'HMR_2735'	0	0	0	0	0	1	0	1
'HMR_2736'	0	0	0	0	0	1	1	0
'HMR_2737'	0	0	0	0	0	1	0	1
'HMR_2738'	0	0	0	0	0	1	0	1
'HMR_2739'	0	0	0	0	0	0	1	0
'HMR_2768'	0	0	0	0	0	0	1	0
'HMR_2771'	0	0	0	0	0	0	1	0
'HMR_2774'	0	0	0	0	0	0	1	0
'HMR_2851'	0	0	0	0	0	0	0	1
'HMR_2852'	0	0	0	0	0	0	0	1
'HMR_2857'	0	0	0	0	0	1	0	0
'HMR_2859'	0	0	0	0	0	1	0	0
'HMR_2865'	0	0	0	0	0	0	0	1
'HMR_2866'	0	0	0	0	0	0	0	1
'HMR_3057'	0	0	0	1	0	0	0	0
'HMR_3058'	0	0	0	1	0	0	0	0
'HMR_3059'	0	0	0	1	0	0	0	0
'HMR_3070'	0	0	0	1	0	0	0	0
'HMR_3071'	0	0	0	1	0	0	0	0
'HMR_3072'	0	0	0	1	0	0	0	0
'HMR_3073'	0	0	0	1	0	0	0	0
'HMR_3074'	0	0	0	1	0	1	0	0
'HMR_3075'	0	0	0	1	0	1	0	0
'HMR_3076'	0	0	0	1	0	1	0	0
'HMR_3094'	0	0	0	1	0	1	0	1
'HMR_3095'	0	0	0	1	0	1	0	1
'HMR_3096'	0	0	0	1	0	1	0	1
'HMR_3097'	0	0	0	1	0	1	0	1
'HMR_3098'	0	0	0	0	0	1	0	0
'HMR_3099'	0	0	0	0	0	1	0	0
'HMR_3100'	0	0	0	0	0	1	0	0
'HMR_3101'	0	0	0	0	0	1	0	0
'HMR_3102'	0	0	0	0	0	1	0	1
'HMR_3107'	0	0	0	0	1	0	0	0
'HMR_3111'	0	0	0	0	1	0	0	1
'HMR_3112'	0	0	0	0	0	1	0	1
'HMR_3113'	0	0	0	0	0	1	0	1
'HMR_3114'	0	0	0	0	0	1	0	1
'HMR_3115'	0	0	0	0	1	0	0	1
'HMR_3116'	0	0	0	0	0	1	0	0
'HMR_3117'	0	0	0	0	0	1	0	0
'HMR_3118'	0	0	0	0	0	1	0	0
'HMR_3121'	0	0	0	0	1	0	0	0
'HMR_3128'	0	0	0	0	1	0	0	0
'HMR_3135'	0	0	0	0	1	0	0	0
'HMR_3142'	0	0	0	0	1	0	0	0
'HMR_3149'	0	0	0	0	1	0	0	0
'HMR_3170'	0	0	0	0	1	0	0	1
'HMR_3171'	0	0	0	0	0	0	0	1
'HMR_3172'	0	0	0	0	0	0	0	1
'HMR_3173'	0	0	0	0	0	0	0	1
'HMR_3174'	0	0	0	0	1	0	0	1
'HMR_3175'	0	0	0	0	0	0	0	1
'HMR_3176'	0	0	0	0	0	0	0	1
'HMR_3177'	0	0	0	0	0	0	0	1
'HMR_3178'	0	0	0	0	1	0	0	0
'HMR_3182'	0	0	0	0	1	0	0	0
'HMR_3186'	0	0	0	0	1	0	0	0
'HMR_3190'	0	0	0	0	1	0	0	0
'HMR_3194'	0	0	0	0	1	0	0	0
'HMR_3198'	0	0	0	0	1	0	0	0
'HMR_3218'	0	0	0	0	1	0	0	0
'HMR_3222'	0	0	0	0	1	0	0	0
'HMR_3229'	0	0	0	0	0	1	0	0
'HMR_3230'	0	0	0	0	1	0	0	0
'HMR_3231'	0	0	0	0	0	1	0	0
'HMR_3232'	0	0	0	0	0	1	0	0
'HMR_3233'	0	0	0	0	0	1	0	0
'HMR_3234'	0	0	0	0	1	0	0	0
'HMR_3235'	0	0	0	0	0	1	0	0
'HMR_3236'	0	0	0	0	0	1	0	0
'HMR_3237'	0	0	0	0	0	1	0	0
'HMR_3240'	0	0	0	0	1	0	0	1
'HMR_3241'	0	0	0	0	0	0	0	1
'HMR_3242'	0	0	0	0	0	0	0	1
'HMR_3243'	0	0	0	0	0	0	0	1
'HMR_3244'	0	0	0	1	1	0	0	0
'HMR_3245'	0	0	0	1	0	1	0	0
'HMR_3246'	0	0	0	1	0	1	0	0
'HMR_3247'	0	0	0	1	0	1	0	0
'HMR_3296'	0	0	0	0	0	1	0	0
'HMR_3322'	0	0	0	0	0	1	0	0
'HMR_3398'	0	0	0	0	1	0	0	0
'HMR_3406'	0	0	0	0	1	0	0	0
'HMR_3407'	0	0	0	0	1	0	0	0
'HMR_3408'	0	0	0	1	1	0	0	1
'HMR_3409'	0	0	0	1	1	0	0	1
'HMR_3411'	0	0	0	1	1	0	0	1
'HMR_3413'	0	0	0	1	1	0	0	1
'HMR_3414'	0	0	0	1	1	0	0	1
'HMR_3416'	0	0	0	1	1	0	0	1
'HMR_3421'	0	0	0	0	1	0	0	0
'HMR_3422'	0	0	0	0	1	0	0	0
'HMR_3423'	0	0	0	0	1	0	0	0
'HMR_3424'	0	0	0	0	1	0	0	0
'HMR_3425'	0	0	0	0	1	0	0	0
'HMR_3426'	0	0	0	0	1	0	0	0
'HMR_3427'	0	0	0	0	1	0	0	1
'HMR_3428'	0	0	0	0	1	0	0	1
'HMR_3429'	0	0	0	0	1	0	0	1
'HMR_3431'	0	0	0	0	1	0	0	1
'HMR_3432'	0	0	0	0	1	0	0	1
'HMR_3433'	0	0	0	0	1	0	0	0
'HMR_3448'	0	0	0	0	1	0	0	1
'HMR_3452'	0	0	0	0	1	0	0	0
'HMR_3453'	0	0	0	0	0	1	0	0
'HMR_3454'	0	0	0	0	0	1	0	0
'HMR_3455'	0	0	0	0	0	1	0	0
'HMR_3456'	0	0	0	0	1	0	0	0
'HMR_3457'	0	0	0	0	0	1	0	0
'HMR_3522'	0	0	0	0	1	0	0	0
'HMR_3597'	0	0	0	0	0	0	0	1
'HMR_3859'	0	0	0	1	0	0	0	0
'HMR_3915'	0	0	0	0	0	1	0	0
'HMR_4422'	0	0	0	1	0	0	0	0
'HMR_4696'	0	0	0	0	0	1	1	0
'HMR_4790'	0	0	0	1	0	0	0	0
'HMR_6397_b'	0	0	0	0	0	0	1	0
'HMR_6397_f'	0	0	0	0	0	0	1	0
'HMR_6545'	0	0	0	0	0	0	1	0
'HMR_6564'	0	0	0	0	0	1	0	0
'HMR_7703'	0	0	0	1	0	0	0	0
'HMR_9719'	0	0	0	0	1	0	0	1
'HMR_9797'	0	0	0	0	0	1	0	0
'HOCDACBP'	0	0	0	0	0	0	0	1
'HOCTDACBP'	0	0	0	0	0	0	0	1
'HOCTDEC2CRNe'	0	0	0	0	0	0	0	1
'HOCTDECCRNe'	0	0	0	0	0	0	0	1
'HPDCACRNCPT1'	0	0	0	0	0	0	1	0
'HPDCACRNCPT2'	0	0	0	0	0	0	0	1
'HSD17B42x'	0	0	0	1	0	0	0	0
'HSD17B9r'	0	0	0	1	0	0	0	0
'HSD3B2r'	0	0	0	1	0	0	0	0
'HTDCACBP'	0	0	0	0	0	0	0	1
'HTDCRNe'	0	0	0	0	0	0	0	1
'Htmi'	0	0	0	1	0	0	0	0
'HXAt3'	0	0	0	0	0	1	0	0
'HXPRT'	0	0	0	0	1	0	0	0
'HYXNt'	0	0	0	0	0	1	0	0
'ILEt5m'	0	0	0	0	0	0	0	1
'ILETAm'	0	0	0	0	0	0	0	1
'IMPC'	0	0	0	0	0	1	0	0
'IMPtr'	0	0	0	0	0	1	0	0
'INSTt2r_b'	0	0	0	0	0	0	1	0
'INSTt2r_f'	0	0	0	0	0	0	1	0
'INSTt4'	1	0	0	0	0	0	0	0
'IPDPtx'	0	0	0	1	0	0	0	0
'IVCOAACBP'	0	0	0	0	0	0	0	1
'IVCRNe'	0	0	0	0	0	0	0	1
'LANOSTtr'	0	0	0	1	0	0	0	0
'LGNCCOAtx'	0	0	0	1	0	0	0	0
'LNELDCCPT1'	0	0	0	1	0	1	1	0
'LNELDCCPT2'	0	0	0	1	0	1	0	1
'LNELDCt'	0	0	0	0	0	1	0	0
'LNLCCPT1'	0	0	0	0	0	1	1	0
'LNLCCPT2'	0	0	0	0	0	1	0	0
'LNLNCACPT1'	0	0	0	0	0	0	1	0
'LNLNCACPT2'	0	0	0	0	0	0	0	1
'LNLNCACRNt'	0	0	0	0	0	0	0	1
'LNLNCGCPT1'	0	0	0	0	0	0	1	0
'LNLNCGCPT2'	0	0	0	0	0	1	0	0
'LNSTLSr'	0	0	0	1	0	0	0	0
'LPS'	0	0	0	0	0	0	0	1
'LSTO1r'	0	0	0	1	0	0	0	0
'LTHSTRLt'	0	0	0	1	0	0	0	0
'LTHSTRLtr'	0	0	0	1	0	0	0	0
'METAT'	0	0	0	0	0	1	0	0
'METS'	0	0	0	0	0	1	0	0
'MEVK1c'	0	0	0	1	0	0	0	0
'MEVK1x'	0	0	0	1	0	0	0	0
'MI1345PP'	0	0	0	0	0	1	0	0
'MI134PP'	0	0	0	0	0	1	0	0
'MI145PK'	0	0	0	0	1	0	0	0
'MI14P4P'	0	1	0	0	0	0	0	0
'MI1PP'	1	0	0	0	0	0	0	0
'MI34PP'	0	0	0	0	0	1	0	0
'MI3PP'	0	0	0	0	0	1	0	0
'NABTNO'	0	0	0	1	0	0	0	0
'NAt3_1_b'	0	0	0	0	1	0	0	0
'NAt3_1_f'	0	0	0	0	1	0	0	0
'NAt5_b'	0	0	0	0	1	0	0	0
'NAt5_f'	0	0	0	0	1	0	0	0
'O2St'	0	0	0	1	0	0	0	0
'O2Stm'	0	0	0	1	0	0	0	0
'O2Stn'	0	0	0	1	0	0	0	0
'O2Stx'	0	0	0	1	0	0	0	0
'O2ter'	0	0	0	1	0	0	0	0
'O2tn'	0	0	0	1	0	0	0	0
'O2tp'	0	0	0	1	0	0	0	1
'OBDHc'	0	0	0	0	0	0	0	1
'OCCOAtx'	0	0	0	1	0	1	0	1
'OCD11COACPT1'	0	0	0	1	0	1	1	0
'OCD11CRNCACT'	0	0	0	1	0	1	0	1
'OCD11CRNCPT2'	0	0	0	1	0	1	0	1
'OCTDEC2ACBP'	0	0	0	0	0	0	0	1
'OCTDECCACT'	0	0	0	0	0	0	0	1
'OCTDECCPT1'	0	0	0	0	0	0	1	0
'OCTDECCPT2'	0	0	0	0	0	0	0	1
'OCTDECE1CRNe'	0	0	0	0	0	0	0	1
'OIVD1m'	0	0	0	0	0	0	1	0
'ORNDC'	0	0	0	1	0	0	0	0
'ORNTArm'	0	0	1	0	0	0	0	0
'OROTGLUt'	0	0	0	0	0	0	0	1
'P45027A12m'	0	0	0	1	0	0	0	0
'P45027A13m'	0	0	0	1	0	0	0	0
'P45027A15m'	0	0	0	1	0	0	0	0
'P45027A16m'	0	0	0	1	0	0	0	0
'PAIL45P_HStn'	0	0	0	0	0	0	0	1
'PDE1'	1	0	0	0	0	1	0	0
'PDHm'	0	0	0	0	0	0	1	0
'PGMT'	1	0	0	0	0	0	0	0
'PGS'	1	0	0	0	0	0	0	0
'PI45P3K'	0	0	0	0	0	0	1	0
'PI45P5P'	0	0	0	0	0	0	1	0
'PI4P3K'	0	0	0	0	0	0	1	0
'PI5P3K'	0	0	0	0	0	0	1	0
'PI5P4K'	0	0	0	0	0	0	0	1
'PIK3'	0	0	0	0	0	0	1	0
'PIK5'	0	0	0	0	0	0	0	1
'PIPLC'	0	1	0	0	0	0	0	0
'PMEVKc'	0	0	0	1	0	0	0	0
'PMEVKx'	0	0	0	1	0	0	0	0
'PPA'	0	0	0	0	0	0	1	0
'PPItx'	0	0	0	0	0	0	0	1
'PRAGSr'	0	0	0	0	0	1	0	0
'PRASCS'	0	0	0	0	0	1	0	0
'PRFGS'	0	0	0	0	0	1	0	0
'PTCRTD'	0	0	0	1	0	0	0	0
'PTDCACRNCPT1'	0	0	0	0	0	0	1	0
'PTRCAT1'	0	0	0	1	0	0	0	0
'PUNP2'	0	0	0	0	0	1	0	0
'PUNP6'	0	0	0	0	0	1	0	0
'R_group_phosphotase_3'	0	0	0	0	0	0	0	1
'r0009'	0	0	0	0	0	0	1	0
'r0022'	0	0	0	0	0	0	0	1
'r0023'	0	0	1	0	0	1	0	0
'r0051'	0	0	0	0	1	0	0	0
'r0074'	0	0	0	1	0	0	0	0
'r0205'	0	0	0	1	0	0	0	0
'r0295'	0	0	0	0	0	0	1	0
'r0309'	0	0	0	0	1	0	0	0
'r0310'	0	0	0	1	1	0	0	0
'r0354'	0	1	0	0	0	0	0	0
'r0355'	0	1	0	0	0	0	0	0
'r0357'	0	1	0	0	0	0	0	0
'r0358'	0	1	0	0	0	0	0	0
'r0383'	0	0	0	0	0	0	0	1
'r0385'	0	0	0	0	0	0	0	1
'r0437'	0	0	0	0	0	1	0	0
'r0444'	0	0	0	0	0	0	0	1
'r0451'	0	0	0	0	0	0	0	1
'r0480'	0	0	0	0	0	1	0	0
'r0509'	0	0	0	1	0	0	0	0
'r0511'	0	0	0	1	0	1	0	0
'r0522'	0	0	0	0	0	0	1	0
'r0523'	0	0	0	0	0	0	0	1
'r0555'	0	0	0	0	0	0	1	0
'r0557'	0	0	0	0	0	0	0	1
'r0561'	0	0	0	0	0	0	0	1
'r0604'	0	0	0	0	0	0	0	1
'r0633'	0	0	0	0	1	0	0	0
'r0636'	0	0	0	1	0	1	0	1
'r0638'	0	0	0	0	1	0	0	0
'r0639'	0	0	0	0	0	1	0	0
'r0652'	0	0	0	0	1	0	0	0
'r0653'	0	0	0	0	0	1	0	0
'r0655'	0	0	0	0	1	0	0	1
'r0660'	0	0	0	0	0	1	0	0
'r0661'	0	0	0	1	0	1	0	0
'r0666'	0	0	0	0	0	1	0	0
'r0669'	0	0	0	0	0	0	0	1
'r0670'	0	0	0	0	0	0	0	1
'r0714'	0	0	0	0	0	1	0	0
'r0715'	0	0	0	1	0	1	0	0
'r0716'	0	0	0	0	0	1	0	0
'r0717'	0	0	0	1	0	1	0	0
'r0718'	0	0	0	0	0	1	0	0
'r0719'	0	0	0	1	0	1	0	0
'r0720'	0	0	0	0	0	1	0	0
'r0721'	0	0	0	1	0	1	0	0
'r0722'	0	0	0	0	0	1	0	1
'r0723'	0	0	0	1	0	1	0	0
'r0724'	0	0	0	0	0	1	0	1
'r0727'	0	0	0	1	0	1	0	0
'r0729'	0	0	0	1	0	1	0	0
'r0735'	0	0	0	0	1	0	0	0
'r0779'	0	0	0	0	0	0	0	1
'r0781'	0	0	0	1	0	0	0	0
'r0788'	0	0	0	0	0	1	0	0
'r0789'	0	0	0	0	0	1	0	0
'r0791'	0	0	0	0	1	0	0	0
'r0792'	0	0	0	0	0	1	0	0
'r0839'	0	0	0	0	0	0	0	1
'r0999'	0	0	0	0	0	1	0	0
'r1000'	0	0	0	0	0	0	0	1
'r1134'	0	0	0	1	0	0	0	0
'r1135'	0	0	0	1	0	0	0	0
'r1143'	0	0	0	0	0	0	0	1
'r1146'	0	0	0	1	0	0	0	0
'r1154_b'	0	0	0	0	0	0	1	0
'r1154_f'	0	0	0	0	0	0	1	0
'r1401'	0	0	0	0	0	0	0	1
'r1443'	0	0	0	1	0	1	0	0
'r1444'	0	0	0	1	0	1	0	0
'r1445'	0	0	0	1	0	1	0	0
'r1446'	0	0	0	0	0	1	0	0
'r1447'	0	0	0	1	0	0	0	0
'r1448'	0	0	0	1	0	0	0	0
'r1449'	0	0	0	1	0	1	0	0
'r1450'	0	0	0	1	0	1	0	0
'r1451'	0	0	0	1	0	0	0	0
'r1454'	0	0	0	0	0	0	0	1
'r1472'	0	0	0	0	0	1	0	0
'r1474'	0	0	0	0	0	1	0	0
'r1477'	0	0	0	0	0	1	0	0
'r1487'	0	0	0	0	0	0	0	1
'r2434'	0	0	0	1	0	1	0	1
'r2514'	0	0	0	0	0	0	0	1
'RE0512M'	0	0	0	0	0	1	0	0
'RE0577C'	0	0	0	0	0	1	0	0
'RE0583C'	0	0	0	0	0	1	0	1
'RE1342C'	0	1	0	0	0	0	0	0
'RE1447N'	0	0	0	0	0	0	0	1
'RE1448N'	0	0	0	0	0	0	0	1
'RE1516M'	0	0	0	0	0	1	0	0
'RE1517M'	0	0	0	0	0	1	0	0
'RE1518M'	0	0	0	0	0	1	0	0
'RE1518X'	0	0	0	0	0	1	0	0
'RE1519X'	0	0	0	0	0	1	0	0
'RE1520M'	0	0	0	0	0	1	0	0
'RE1520X'	0	0	0	0	0	1	0	0
'RE1521M'	0	0	0	0	0	1	0	0
'RE1521X'	0	0	0	0	0	1	0	0
'RE1522M'	0	0	0	0	0	1	0	0
'RE1522X'	0	0	0	0	0	1	0	0
'RE1523M'	0	0	0	0	0	1	0	0
'RE1525M'	0	0	0	0	0	1	0	0
'RE1525X'	0	0	0	0	0	1	0	0
'RE1526M'	0	0	0	0	0	1	0	0
'RE1526X'	0	0	0	0	0	1	0	0
'RE1527M'	0	0	0	0	0	1	0	0
'RE1527X'	0	0	0	0	0	1	0	0
'RE1531M'	0	0	0	0	0	1	0	0
'RE1532M'	0	0	0	0	0	1	0	0
'RE1532X'	0	0	0	0	0	1	0	0
'RE1533M'	0	0	0	0	0	1	0	0
'RE1533X'	0	0	0	0	0	1	0	0
'RE1534M'	0	0	0	0	0	1	0	0
'RE1534X'	0	0	0	0	0	1	0	0
'RE1573M'	0	0	0	0	0	1	0	0
'RE1573X'	0	0	0	0	0	1	0	0
'RE2034C'	0	0	0	0	0	0	0	1
'RE2407C'	0	0	0	1	0	0	0	0
'RE2410C'	0	0	0	1	0	0	0	1
'RE2992M'	0	0	0	0	0	1	0	0
'RE2998M'	0	0	0	1	0	0	0	0
'RE2999M'	0	0	0	1	0	0	0	0
'RE3000M'	0	0	0	1	0	0	0	0
'RE3001M'	0	0	0	1	0	0	0	0
'RE3003M'	0	0	0	1	0	0	0	0
'RE3004M'	0	0	0	1	0	0	0	0
'RE3005M'	0	0	0	1	0	0	0	0
'RE3006M'	0	0	0	1	0	0	0	0
'RE3106C'	0	0	0	0	0	0	0	1
'RE3110C'	0	0	0	0	0	0	0	1
'RE3112C'	0	0	0	0	0	0	0	1
'RE3113C'	0	0	0	0	0	0	0	1
'RE3114R'	0	0	0	0	0	1	0	0
'RE3119C'	0	0	0	0	0	1	0	1
'RE3120C'	0	0	0	0	0	1	0	1
'RE3121C'	0	0	0	0	0	1	0	1
'RE3122C'	0	0	0	0	0	1	0	1
'RE3132R'	0	0	0	0	0	0	0	1
'RE3134C'	0	0	0	1	0	0	0	1
'RE3136C'	0	0	0	1	0	0	0	0
'RE3180C'	0	0	0	1	0	0	0	1
'RE3181C'	0	0	0	1	0	0	0	1
'RE3185M_b'	0	0	0	0	1	0	0	0
'RE3185M_f'	0	0	0	0	1	0	0	0
'RE3186M_b'	0	0	0	0	1	0	0	0
'RE3186M_f'	0	0	0	0	1	0	0	0
'RE3251M'	0	0	0	1	0	0	0	0
'RE3270C'	0	0	0	0	0	0	0	1
'RE3624M'	0	0	0	1	0	0	0	0
'RE3626M'	0	0	0	0	0	1	0	0
'RE3628M'	0	0	0	0	0	1	0	0
'RTOTAL3CRNCPT1'	0	0	0	0	0	0	1	0
'RTOTAL3CRNCPT2'	0	0	0	0	0	0	0	1
'RTOTAL3CRNt'	0	0	0	0	0	0	0	1
'S2TASE1ly'	0	0	0	0	1	0	0	0
'S2TASE2ly'	0	0	0	0	1	0	0	0
'S2TASE3ly'	0	0	0	0	1	0	0	0
'SBTD_D2'	0	1	0	0	0	0	0	0
'SERPT'	0	0	0	0	0	1	0	0
'sink_c101coa[c]'	0	0	0	0	0	0	0	1
'sink_c226coa[c]'	0	0	0	0	0	1	0	0
'sink_c81coa[c]'	0	0	0	0	0	0	0	1
'sink_chol[c]'	0	0	0	0	0	1	0	0
'sink_crvnc[c]'	0	0	0	0	0	1	0	0
'sink_dd2coa[c]'	0	0	0	0	0	0	0	1
'sink_decdicoa[c]'	0	0	0	0	0	0	0	1
'sink_hdca[c]'	0	0	0	0	0	1	0	0
'sink_lnlccoa[c]'	0	0	0	0	0	1	0	1
'sink_lnlncgcoa[c]'	0	0	0	0	0	1	0	0
'sink_octdececoa[c]'	0	0	0	0	0	0	0	1
'sink_odecoa[c]'	0	0	0	0	0	1	0	0
'sink_pmtcoa[c]'	0	0	0	0	0	1	0	0
'sink_stcoa[c]'	0	0	0	0	0	1	0	0
'sink_tetdec2coa[c]'	0	0	0	0	0	0	0	1
'sink_tetdece1coa[c]'	0	0	0	0	0	0	0	1
'SMVACIDhep'	0	0	0	0	1	0	0	0
'SPHGNte'	0	0	0	0	0	1	0	0
'SPODM'	0	0	0	1	0	0	0	0
'SPODMm'	0	0	0	1	0	0	1	0
'SPODMn'	0	0	0	1	0	0	0	0
'SPODMx'	0	0	0	1	0	0	0	0
'SQLEr'	0	0	0	1	0	0	0	0
'STCOAtx'	0	0	0	1	0	1	0	0
'STRDNCCPT1'	0	0	0	0	0	1	1	0
'STRDNCCPT2'	0	0	0	0	0	1	0	1
'TETDEC2CRNe'	0	0	0	0	0	0	0	1
'TETDECE1CRNe'	0	0	0	0	0	0	0	1
'TETPENT3COAtm'	0	0	0	0	0	0	0	1
'TETPENT3CPT1'	0	0	0	0	0	0	1	0
'TETPENT3CPT2'	0	0	0	0	0	0	0	1
'TETPENT3CRNt'	0	0	0	0	0	0	0	1
'TETPENT6COAtm'	0	0	0	0	0	0	0	1
'TETPENT6CPT1'	0	0	0	0	0	0	1	0
'TETPENT6CPT2'	0	0	0	0	0	0	0	1
'TETPENT6CRNt'	0	0	0	0	0	0	0	1
'TETTET6COAtm'	0	0	0	0	0	0	0	1
'TETTET6CPT1'	0	0	0	0	0	0	1	0
'TETTET6CPT2'	0	0	0	0	0	0	0	1
'TETTET6CRNt'	0	0	0	0	0	0	0	1
'TIGCRNe'	0	0	0	0	0	0	0	1
'TMNDNCCOAtx'	0	0	0	1	0	1	0	1
'TMNDNCCPT1'	0	0	0	0	0	0	1	0
'TRDR2'	0	0	0	1	0	0	0	0
'TRDR3'	0	0	0	1	0	0	0	0
'TTDCEAc'	0	0	0	1	0	0	0	1
'TTDCEAt'	0	0	0	0	0	1	0	0
'TTDCPT2'	0	0	0	0	0	0	0	1
'UGCG'	0	0	0	0	0	0	1	0
'XANtr'	0	0	0	0	0	1	0	0
'XMPtr'	0	0	0	0	0	1	0	0
'XOLEST2te'	0	0	0	0	0	0	0	1
'XTSNtr'	0	0	0	0	0	1	0	0
