subSystem	disrupted_module	rxnList	MetabolicUnits	Localization	rxnFormula
Fatty acid oxidation	MTA_BD_abs	FAOXC16DCC14DCx	betaoxidation	[x]	nad[x] + coa[x] + o2[x] + h2o[x] + hexdicoa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + c14dccoa[x] 
Fatty acid oxidation	MTA_BD_abs	FAOXC16DCr	NA	[r]	atp[r] + coa[r] + hexdiac[r]  -> amp[r] + ppi[r] + hexdicoa[r] 
Fatty acid oxidation	MTA_BD_abs	HEXDIACtr	NA	intercompartmental	hexdiac[c]  <=> hexdiac[r] 
Fatty acid oxidation	MTA_BD_abs	HEXDICOAACBP	NA	intercompartmental	hexdicoa[r]  <=> hexdicoa[c] 
Fatty acid oxidation	MTA_BD_abs	HEXDICOAACBPx	NA	intercompartmental	hexdicoa[r]  -> hexdicoa[x] 
Fatty acid oxidation	MTA_BD_abs	FCOAH	alpha oxidation	[c]	h2o[c] + formcoa[c]  -> h[c] + coa[c] + for[c] 
Fatty acid oxidation	MTA_BD_abs	PHYHx	alpha oxidation	[x]	o2[x] + akg[x] + phytcoa[x]  -> co2[x] + phyt2ohcoa[x] + succ[x] 
Fatty acid oxidation	MTA_BD_abs	HMR_3068	NA	[x]	nad[x] + CE2246[x]  -> h[x] + nadh[x] + CE2250[x] 
Fatty acid oxidation	MTA_BD_abs	FAOXC2251836m	betaoxidation	[m]	2 h2o[m] + 2 nad[m] + 2 coa[m] + dcsptn1coa[m]  -> 2 h[m] + 2 nadh[m] + 2 accoa[m] + lnlncgcoa[m] 
Fatty acid oxidation	MTA_BD_abs	C100CPT1	carnitine shuttle	[c]	crn[c] + dcacoa[c]  <=> coa[c] + c10crn[c] 
Fatty acid oxidation	MTA_BD_abs	C10CRNe	NA	intercompartmental	c10crn[c]  -> c10crn[e] 
Fatty acid oxidation	MTA_BD_abs	C141CPT1	carnitine shuttle	[c]	crn[c] + tetdece1coa[c]  <=> coa[c] + tetdece1crn[c] 
Fatty acid oxidation	MTA_BD_abs	sink_tetdece1coa[c]	NA	[c]	tetdece1coa[c]  <=> 
Fatty acid oxidation	MTA_BD_abs	TETDECE1CRNe	NA	intercompartmental	tetdece1crn[c]  -> tetdece1crn[e] 
Fatty acid oxidation	MTA_BD_abs	HMR_0280	NA	[c]	h2o[c] + M02612[c]  -> h[c] + coa[c] + M02613[c] 
Fatty acid oxidation	MTA_BD_abs	HMR_3428	NA	intercompartmental	9 h2o[m] + 9 nad[m] + 9 coa[m] + 4 fad[m] + tmndnccoa[m]  -> 9 h[m] + 9 nadh[m] + 10 accoa[m] + 4 fadh2[m] 
Fatty acid oxidation	MTA_BD_abs	FAOXC204	betaoxidation	[m]	9 h2o[m] + 9 nad[m] + 9 coa[m] + 5 fad[m] + arachdcoa[m]  -> 9 h[m] + 9 nadh[m] + 10 accoa[m] + 5 fadh2[m] 
Fatty acid oxidation	MTA_BD_abs	FAOXC140	betaoxidation	intercompartmental	6 h2o[m] + 6 nad[m] + 6 coa[m] + 6 fad[m] + tdcoa[m]  -> 6 h[m] + 6 nadh[m] + 7 accoa[m] + 6 fadh2[m] 
Fatty acid oxidation	MTA_BD_abs	HMR_3426	NA	[m]	8 h2o[m] + 8 nad[m] + 8 coa[m] + 5 fad[m] + lnlncacoa[m]  -> 8 h[m] + 8 nadh[m] + 9 accoa[m] + 5 fadh2[m] 
Fatty acid oxidation	MTA_BD_abs	EICOSTETCPT1	carnitine shuttle	[c]	crn[c] + eicostetcoa[c]  <=> coa[c] + eicostetcrn[c] 
Fatty acid oxidation	MTA_BD_abs	HMR_0414	NA	[c]	h2o[c] + adrncoa[c]  -> h[c] + coa[c] + adrn[c] 
Fatty acid oxidation	MTA_BD_abs	HMR_0342	NA	[c]	h2o[c] + hexccoa[c]  -> h[c] + coa[c] + hexc[c] 
Fatty acid oxidation	MTA_BD_abs	RE3626M	betaoxidation	[m]	o2[m] + dece4coa[m]  -> h2o2[m] + dec24dicoa[m] 
Fatty acid oxidation	MTA_BD_abs	RE2998M	betaoxidation	[m]	o2[m] + CE0785[m]  -> h2o2[m] + CE2432[m] 
Fatty acid oxidation	MTA_BD_abs	HMR_3149	NA	[m]	fad[m] + occoa[m]  -> fadh2[m] + HC01415[m] 
Fatty acid oxidation	MTA_BD_abs	HMR_3128	NA	intercompartmental	fad[m] + tdcoa[m]  -> fadh2[m] + HC01412[m] 
Fatty acid oxidation	MTA_BD_abs	HMR_0406	NA	[c]	h2o[c] + dlnlcgcoa[c]  -> h[c] + coa[c] + dlnlcg[c] 
Fatty acid oxidation	MTA_BD_abs	HMR_2702	NA	[c]	coa[c] + M01724[c]  <=> crn[c] + docoscoa[c] 
Fatty acid oxidation	MTA_BD_abs	RE2624M	NA	[m]	CE5166[m]  <=> cholcoar[m] 
Fatty acid oxidation	MTA_BD_abs	RE3247M	betaoxidation	[m]	o2[m] + CE5166[m]  -> h2o2[m] + cholcoads[m] 
Fatty acid oxidation	MTA_BD_abs	HMR_0197	NA	[c]	h2o[c] + tdcoa[c]  -> h[c] + coa[c] + ttdca[c] 
Fatty acid oxidation	MTA_BD_abs	FAOXC102C101m	betaoxidation	[m]	h[m] + nadph[m] + dec24dicoa[m]  -> nadp[m] + dece3coa[m] 
Fatty acid oxidation	MTA_BD_abs	r0308	NA	intercompartmental	h[x] + coa[x] + arachd[x]  -> h2o[x] + arachdcoa[x] 
Fatty acid oxidation	MTA_BD_abs	C161CPT12	carnitine shuttle	[c]	crn[c] + hdd2coa[c]  <=> coa[c] + hdd2crn[c] 
Fatty acid oxidation	MTA_BD_abs	HMR_0366	NA	intercompartmental	h2o[c] + clpndcoa[c]  -> h[c] + coa[c] + clpnd[c] 
Fatty acid oxidation	MTA_BD_abs	HMR_3099	NA	[x]	h2o[x] + hx2coa[x]  -> HC01407[x] 
Fatty acid oxidation	MTA_BD_abs	HMR_3100	NA	[x]	nad[x] + HC01407[x]  -> h[x] + nadh[x] + HC01408[x] 
Fatty acid oxidation	MTA_BD_abs	HMR_3101	NA	[x]	coa[x] + HC01408[x]  -> accoa[x] + btcoa[x] 
Fatty acid oxidation	MTA_BD_abs	RE3132R	NA	[r]	atp[r] + coa[r] + tmndnc[r]  -> amp[r] + ppi[r] + tmndnccoa[r] 
Fatty acid oxidation	MTA_BD_abs	HMR_2681	NA	[c]	crn[c] + M00018[c]  <=> coa[c] + M01776[c] 
Fatty acid oxidation	MTA_BD_abs	HMR_3240	NA	[m]	fad[m] + M00018[m]  -> fadh2[m] + M03014[m] 
Fatty acid oxidation	MTA_BD_abs	HMR_3241	NA	[m]	h2o[m] + M03014[m]  -> M00702[m] 
Fatty acid oxidation	MTA_BD_abs	HMR_3242	NA	[m]	nad[m] + M00702[m]  -> h[m] + nadh[m] + M00843[m] 
Fatty acid oxidation	MTA_BD_abs	HMR_3243	NA	[m]	coa[m] + M00843[m]  -> accoa[m] + vacccoa[m] 
Fatty acid oxidation	MTA_BD_abs	HMR_3174	NA	[m]	fad[m] + M02612[m]  -> fadh2[m] + M00054[m] 
Fatty acid oxidation	MTA_BD_abs	HMR_3175	NA	[m]	h2o[m] + M00054[m]  -> M00790[m] 
Fatty acid oxidation	MTA_BD_abs	HMR_3176	NA	[m]	nad[m] + M00790[m]  -> h[m] + nadh[m] + M00887[m] 
Fatty acid oxidation	MTA_BD_abs	HMR_3177	NA	[m]	coa[m] + M00887[m]  -> accoa[m] + hpdcacoa[m] 
Fatty acid oxidation	MTA_BD_abs	RE1521M	betaoxidation	[m]	h2o[m] + CE2432[m]  <=> CE2417[m] 
Fatty acid oxidation	MTA_BD_abs	RE1526M	betaoxidation	[m]	nad[m] + CE2417[m]  <=> h[m] + nadh[m] + CE2424[m] 
Fatty acid oxidation	MTA_BD_abs	RE1533M	betaoxidation	[m]	coa[m] + CE2424[m]  <=> accoa[m] + C05280[m] 
Fatty acid oxidation	MTA_BD_abs	RE1573M	betaoxidation	[m]	C05280[m]  <=> C05279[m] 
Fatty acid oxidation	MTA_BD_abs	r1445	betaoxidation	[x]	dcacoa[x] + o2[x]  -> h2o2[x] + dc2coa[x] 
Fatty acid oxidation	MTA_BD_abs	LNLCCPT1	carnitine shuttle	[c]	crn[c] + lnlccoa[c]  <=> coa[c] + lnlccrn[c] 
Fatty acid oxidation	MTA_BD_abs	FAOXC102C103x	betaoxidation	[x]	o2[x] + dec47dicoa[x]  -> h2o2[x] + dectricoa[x] 
Fatty acid oxidation	MTA_BD_abs	FAOXC102C81x	betaoxidation	[x]	nad[x] + coa[x] + h2o[x] + 2decdicoa[x]  -> h[x] + nadh[x] + accoa[x] + octe5coa[x] 
Fatty acid oxidation	MTA_BD_abs	FAOXC102x	betaoxidation	[x]	3decdicoa[x]  -> 2decdicoa[x] 
Fatty acid oxidation	MTA_BD_abs	FAOXC103C102x	betaoxidation	[x]	h[x] + nadph[x] + dectricoa[x]  -> nadp[x] + 3decdicoa[x] 
Fatty acid oxidation	MTA_BD_abs	FAOXC123C102x	betaoxidation	[x]	nad[x] + coa[x] + h2o[x] + 2dodtricoa[x]  -> h[x] + nadh[x] + accoa[x] + dec47dicoa[x] 
Fatty acid oxidation	MTA_BD_abs	FAOXC123x	betaoxidation	[x]	3dodtricoa[x]  -> 2dodtricoa[x] 
Fatty acid oxidation	MTA_BD_abs	FAOXC143C123x	betaoxidation	[x]	nad[x] + coa[x] + o2[x] + h2o[x] + 5tedtricoa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + 3dodtricoa[x] 
Fatty acid oxidation	MTA_BD_abs	FAOXC164C143x	betaoxidation	[x]	nad[x] + coa[x] + h2o[x] + 2hexdtetcoa[x]  -> h[x] + nadh[x] + accoa[x] + 5tedtricoa[x] 
Fatty acid oxidation	MTA_BD_abs	FAOXC164x	betaoxidation	[x]	3hexdtetcoa[x]  -> 2hexdtetcoa[x] 
Fatty acid oxidation	MTA_BD_abs	FAOXC81C61x	betaoxidation	[x]	nad[x] + coa[x] + o2[x] + h2o[x] + octe5coa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + hexe3coa[x] 
Fatty acid oxidation	MTA_BD_abs	FAOXC2051843x	betaoxidation	[x]	nad[x] + coa[x] + h2o[x] + tmndnccoa[x]  -> h[x] + nadh[x] + accoa[x] + strdnccoa[x] 
Fatty acid oxidation	MTA_BD_abs	FAOXC164C165x	betaoxidation	[x]	o2[x] + 4hexdtetcoa[x]  -> h2o2[x] + hexdpencoa[x] 
Fatty acid oxidation	MTA_BD_abs	FAOXC165C164x	betaoxidation	[x]	h[x] + nadph[x] + hexdpencoa[x]  -> nadp[x] + 3hexdtetcoa[x] 
Fatty acid oxidation	MTA_BD_abs	FAOXC184C164x	betaoxidation	[x]	nad[x] + coa[x] + o2[x] + h2o[x] + strdnccoa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + 4hexdtetcoa[x] 
Fatty acid oxidation	MTA_BD_abs	FAOXC61x	betaoxidation	[x]	hexe3coa[x]  -> hx2coa[x] 
Fatty acid oxidation	MTA_BD_abs	HMR_2699	NA	[c]	coa[c] + M02051[c]  <=> crn[c] + M02052[c] 
Fatty acid oxidation	MTA_BD_abs	HMR_3170	NA	[m]	fad[m] + M02052[m]  -> fadh2[m] + M00044[m] 
Fatty acid oxidation	MTA_BD_abs	HMR_3171	NA	[m]	h2o[m] + M00044[m]  -> M00778[m] 
Fatty acid oxidation	MTA_BD_abs	HMR_3172	NA	[m]	nad[m] + M00778[m]  -> h[m] + nadh[m] + M00873[m] 
Fatty acid oxidation	MTA_BD_abs	HMR_3173	NA	[m]	coa[m] + M00873[m]  -> accoa[m] + M02612[m] 
Fatty acid oxidation	MTA_BD_abs	HMR_3230	NA	intercompartmental	fad[m] + M01191[m]  -> fadh2[m] + M03019[m] 
Fatty acid oxidation	MTA_BD_abs	HMR_3231	NA	intercompartmental	h2o[m] + M03019[m]  -> M00172[m] 
Fatty acid oxidation	MTA_BD_abs	HMR_3232	NA	intercompartmental	nad[m] + M00172[m]  -> h[m] + nadh[m] + M00849[m] 
Fatty acid oxidation	MTA_BD_abs	HMR_3233	NA	intercompartmental	coa[m] + M00849[m]  -> accoa[m] + M01141[m] 
Fatty acid oxidation	MTA_BD_abs	RE2985X	betaoxidation	[x]	o2[x] + arachdcoa[x]  -> h2o2[x] + CE4795[x] 
Fatty acid oxidation	MTA_BD_abs	RE2986X	betaoxidation	[x]	h2o[x] + CE5114[x]  <=> CE4791[x] 
Fatty acid oxidation	MTA_BD_abs	RE2987X	betaoxidation	[x]	nad[x] + CE4791[x]  <=> h[x] + nadh[x] + CE4793[x] 
Fatty acid oxidation	MTA_BD_abs	RE2988X	betaoxidation	[x]	coa[x] + CE4793[x]  <=> accoa[x] + lnlncgcoa[x] 
Fatty acid oxidation	MTA_BD_abs	RE2990X	betaoxidation	[x]	h2o[x] + CE2437[x]  <=> CE2438[x] 
Fatty acid oxidation	MTA_BD_abs	RE2996X	betaoxidation	[x]	h[x] + nadph[x] + CE4795[x]  <=> nadp[x] + CE5116[x] 
Fatty acid oxidation	MTA_BD_abs	RE3002X	betaoxidation	[x]	CE5114[x]  <=> CE5116[x] 
Fatty acid oxidation	MTA_BD_abs	TMNDNCCPT1	carnitine shuttle	intercompartmental	crn[c] + tmndnccoa[c]  <=> coa[c] + tmndnccrn[c] 
Fatty acid oxidation	MTA_BD_abs	RE2994X	betaoxidation	[x]	o2[x] + CE2440[x]  -> h2o2[x] + CE2441[x] 
Fatty acid oxidation	MTA_BD_abs	r0661	betaoxidation	[x]	h2o[x] + dd2coa[x]  -> 3hddcoa[x] 
Fatty acid oxidation	MTA_BD_abs	ACACT5p	betaoxidation	[x]	coa[x] + 3oddcoa[x]  -> accoa[x] + dcacoa[x] 
Fatty acid oxidation	MTA_BD_abs	r0723	betaoxidation	[x]	nad[x] + 3hddcoa[x]  -> h[x] + nadh[x] + 3oddcoa[x] 
Fatty acid oxidation	MTA_BD_abs	FAOXC80	octanoate oxidation	[m]	3 h2o[m] + 3 nad[m] + 3 coa[m] + 3 fad[m] + occoa[m]  -> 3 h[m] + 3 nadh[m] + 4 accoa[m] + 3 fadh2[m] 
Fatty acid oxidation	MTA_BD_abs	HMR_3344	NA	[x]	nad[x] + HC10857[x]  -> h[x] + nadh[x] + HC10858[x] 
Fatty acid oxidation	MTA_BD_abs	HMR_3349	NA	[x]	coa[x] + M00849[x]  -> accoa[x] + M01141[x] 
Fatty acid oxidation	MTA_BD_abs	C181CPT2	carnitine shuttle	[m]	coa[m] + odecrn[m]  <=> crn[m] + odecoa[m] 
Fatty acid oxidation	MTA_BD_abs	C160CPT1	carnitine shuttle	[c]	crn[c] + pmtcoa[c]  <=> coa[c] + pmtcrn[c] 
Fatty acid oxidation	MTA_BD_abs	C161CRNt	carnitine shuttle	intercompartmental	hdcecrn[c]  <=> hdcecrn[m] 
Fatty acid oxidation	MTA_BD_abs	HMR_2711	NA	[c]	coa[c] + M02637[c]  <=> crn[c] + lnlncacoa[c] 
Fatty acid oxidation	MTA_BD_abs	C226CRNt	carnitine shuttle	intercompartmental	c226crn[c]  <=> c226crn[m] 
Fatty acid oxidation	MTA_BD_abs	C181CPT1	carnitine shuttle	[c]	crn[c] + odecoa[c]  <=> coa[c] + odecrn[c] 
Fatty acid oxidation	MTA_BD_abs	C161CPT1	carnitine shuttle	intercompartmental	crn[c] + hdcoa[c]  <=> coa[c] + hdcecrn[c] 
Fatty acid oxidation	MTA_BD_abs	CSNATr	NA	[c]	accoa[c] + crn[c]  <=> coa[c] + acrn[c] 
Fatty acid oxidation	MTA_BD_abs	RE1520M	betaoxidation	[m]	h2o[m] + C05279[m]  <=> CE2420[m] 
Fatty acid oxidation	MTA_BD_abs	RE1527M	betaoxidation	[m]	nad[m] + CE2420[m]  <=> h[m] + nadh[m] + CE0693[m] 
Fatty acid oxidation	MTA_BD_abs	RE1534M	betaoxidation	[m]	coa[m] + CE0693[m]  <=> accoa[m] + dece4coa[m] 
Fatty acid oxidation	MTA_BD_norm_t2	DCSPTN1CPT2	carnitine shuttle	[m]	coa[m] + dcsptn1crn[m]  <=> crn[m] + dcsptn1coa[m] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3339	NA	[x]	h2o[x] + CE5150[x]  -> CE5148[x] 
Fatty acid oxidation	MTA_BD_norm_t2	r1451	betaoxidation	[m]	q10[m] + dcacoa[m]  -> q10h2[m] + dc2coa[m] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3352	NA	[x]	nad[x] + M01573[x]  -> h[x] + nadh[x] + M00885[x] 
Fatty acid oxidation	MTA_BD_norm_t2	EICOSTETCPT2	carnitine shuttle	[m]	coa[m] + eicostetcrn[m]  <=> crn[m] + eicostetcoa[m] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3398	NA	intercompartmental	6 h2o[m] + 6 nad[m] + 6 coa[m] + 5 fad[m] + M00129[m]  -> 6 h[m] + 6 nadh[m] + 7 accoa[m] + 5 fadh2[m] 
Fatty acid oxidation	MTA_BD_norm_t2	ADRNCPT2	carnitine shuttle	intercompartmental	coa[m] + adrncrn[m]  <=> adrncoa[m] + crn[m] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3338	NA	[x]	o2[x] + CE5151[x]  -> h2o2[x] + CE5150[x] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_2684	NA	[c]	crn[c] + CE5151[c]  <=> coa[c] + M01777[c] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3204	NA	[m]	nad[m] + M00797[m]  -> h[m] + nadh[m] + M00899[m] 
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC161802m	betaoxidation	[m]	4 h2o[m] + 4 nad[m] + 4 coa[m] + 3 fad[m] + hdd2coa[m]  -> 4 h[m] + 4 nadh[m] + 4 accoa[m] + 3 fadh2[m] + occoa[m] 
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC226	betaoxidation	[m]	10 h2o[m] + 10 nad[m] + 10 coa[m] + 4 fad[m] + c226coa[m]  -> 10 h[m] + 10 nadh[m] + 11 accoa[m] + 4 fadh2[m] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3428	NA	intercompartmental	9 h2o[m] + 9 nad[m] + 9 coa[m] + 4 fad[m] + tmndnccoa[m]  -> 9 h[m] + 9 nadh[m] + 10 accoa[m] + 4 fadh2[m] 
Fatty acid oxidation	MTA_BD_norm_t2	FACOAL170	fatty acid activation, cytosol	[c]	atp[c] + coa[c] + hpdca[c]  -> amp[c] + ppi[c] + hpdcacoa[c] 
Fatty acid oxidation	MTA_BD_norm_t2	OCD11COACPT1	carnitine shuttle	[c]	crn[c] + octd11ecoa[c]  <=> coa[c] + ocdececrn[c] 
Fatty acid oxidation	MTA_BD_norm_t2	OCD11CRNCACT	carnitine shuttle	intercompartmental	ocdececrn[c]  <=> ocdececrn[m] 
Fatty acid oxidation	MTA_BD_norm_t2	OCD11CRNCPT2	carnitine shuttle	[m]	coa[m] + ocdececrn[m]  <=> crn[m] + octd11ecoa[m] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_0386	NA	[c]	h2o[c] + M00343[c]  -> h[c] + coa[c] + M00341[c] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_0206	NA	[c]	h2o[c] + HC10784[c]  -> h[c] + coa[c] + M00117[c] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3121	NA	intercompartmental	fad[m] + pmtcoa[m]  -> fadh2[m] + hdd2coa[m] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3115	NA	intercompartmental	fad[m] + stcoa[m]  -> fadh2[m] + od2coa[m] 
Fatty acid oxidation	MTA_BD_norm_t2	r1257	NA	[r]	atp[r] + coa[r] + lnlc[r]  -> amp[r] + ppi[r] + lnlccoa[r] 
Fatty acid oxidation	MTA_BD_norm_t2	RE1521M	betaoxidation	intercompartmental	h2o[m] + CE2432[m]  <=> CE2417[m] 
Fatty acid oxidation	MTA_BD_norm_t2	RE1526M	betaoxidation	intercompartmental	nad[m] + CE2417[m]  <=> h[m] + nadh[m] + CE2424[m] 
Fatty acid oxidation	MTA_BD_norm_t2	RE1533M	betaoxidation	intercompartmental	coa[m] + CE2424[m]  <=> accoa[m] + C05280[m] 
Fatty acid oxidation	MTA_BD_norm_t2	RE1573M	betaoxidation	intercompartmental	C05280[m]  <=> C05279[m] 
Fatty acid oxidation	MTA_BD_norm_t2	r1260	NA	[r]	atp[r] + coa[r] + lnlncg[r]  -> amp[r] + ppi[r] + lnlncgcoa[r] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_2675	NA	[c]	coa[c] + M02611[c]  <=> crn[c] + M02612[c] 
Fatty acid oxidation	MTA_BD_norm_t2	r1255	NA	[r]	atp[r] + coa[r] + ocdcea[r]  -> amp[r] + ppi[r] + odecoa[r] 
Fatty acid oxidation	MTA_BD_norm_t2	r0735	fatty acid synthesis & elongation	[m]	nadp[m] + dcacoa[m]  <=> h[m] + nadph[m] + dc2coa[m] 
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC102C101m	betaoxidation	intercompartmental	h[m] + nadph[m] + dec24dicoa[m]  -> nadp[m] + dece3coa[m] 
Fatty acid oxidation	MTA_BD_norm_t2	r1254	fatty acid activation, cytosol	[c]	8 h[c] + atp[c] + coa[c] + strdnc[c]  -> amp[c] + ppi[c] + stcoa[c] 
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC101C102x	betaoxidation	[x]	o2[x] + dece4coa[x]  -> h2o2[x] + dec24dicoa[x] 
Fatty acid oxidation	MTA_BD_norm_t2	RE0512X	betaoxidation	[x]	nad[x] + CE2421[x]  <=> h[x] + nadh[x] + CE0713[x] 
Fatty acid oxidation	MTA_BD_norm_t2	RE1516X	betaoxidation	[x]	fad[x] + lnlccoa[x]  <=> fadh2[x] + CE2434[x] 
Fatty acid oxidation	MTA_BD_norm_t2	RE1517X	betaoxidation	[x]	fad[x] + CE0849[x]  <=> fadh2[x] + CE2433[x] 
Fatty acid oxidation	MTA_BD_norm_t2	RE1523X	betaoxidation	[x]	h2o[x] + CE2434[x]  <=> CE2421[x] 
Fatty acid oxidation	MTA_BD_norm_t2	RE1531X	betaoxidation	[x]	coa[x] + CE0713[x]  <=> accoa[x] + CE0849[x] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3098	NA	[x]	o2[x] + hxcoa[x]  -> h2o2[x] + hx2coa[x] 
Fatty acid oxidation	MTA_BD_norm_t2	LNELDCCPT1	carnitine shuttle	[c]	crn[c] + lneldccoa[c]  <=> coa[c] + lneldccrn[c] 
Fatty acid oxidation	MTA_BD_norm_t2	r1447	betaoxidation	[m]	q10[m] + ddcacoa[m]  -> q10h2[m] + dd2coa[m] 
Fatty acid oxidation	MTA_BD_norm_t2	PTDCACRNCPT1	carnitine shuttle	[c]	crn[c] + ptdcacoa[c]  <=> coa[c] + ptdcacrn[c] 
Fatty acid oxidation	MTA_BD_norm_t2	DCSPTN1CPT1	carnitine shuttle	[c]	crn[c] + dcsptn1coa[c]  <=> coa[c] + dcsptn1crn[c] 
Fatty acid oxidation	MTA_BD_norm_t2	RE3074X	NA	[x]	coa[x] + atp[x] + prist[x]  -> amp[x] + ppi[x] + CE5125[x] 
Fatty acid oxidation	MTA_BD_norm_t2	RE3081X	betaoxidation	[x]	h2o[x] + CE2038[x]  <=> CE5934[x] 
Fatty acid oxidation	MTA_BD_norm_t2	RE3082X	betaoxidation	[x]	nad[x] + CE5934[x]  <=> h[x] + nadh[x] + C07297[x] 
Fatty acid oxidation	MTA_BD_norm_t2	RE3086X	betaoxidation	[x]	o2[x] + CE5125[x]  -> h2o2[x] + CE2038[x] 
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC11BRC9BRx	betaoxidation	[x]	h[x] + nad[x] + coa[x] + o2[x] + h2o[x] + tmuncoa[x]  -> nadh[x] + h2o2[x] + dmnoncoa[x] + ppcoa[x] 
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC13BRC11BRx	betaoxidation	[x]	nad[x] + coa[x] + o2[x] + h2o[x] + tmtrdcoa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + tmuncoa[x] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3505	NA	[x]	coa[x] + C07297[x]  -> ppcoa[x] + tmtrdcoa[x] 
Fatty acid oxidation	MTA_BD_norm_t2	FACOAL80i	octanoate oxidation	[c]	atp[c] + coa[c] + octa[c]  -> amp[c] + ppi[c] + occoa[c] 
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC2251836m	betaoxidation	intercompartmental	2 h2o[m] + 2 nad[m] + 2 coa[m] + dcsptn1coa[m]  -> 2 h[m] + 2 nadh[m] + 2 accoa[m] + lnlncgcoa[m] 
Fatty acid oxidation	MTA_BD_norm_t2	C16DCc	carnitine shuttle	intercompartmental	crn[c] + hexdicoa[c]  <=> coa[c] + c16dc[c] 
Fatty acid oxidation	MTA_BD_norm_t2	C16DCe	NA	intercompartmental	c16dc[c]  -> c16dc[e] 
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC12DCC10DCx	betaoxidation	[x]	nad[x] + coa[x] + o2[x] + h2o[x] + c12dccoa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + sebcoa[x] 
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC14DCC12DCx	betaoxidation	intercompartmental	nad[x] + coa[x] + o2[x] + h2o[x] + c14dccoa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + c12dccoa[x] 
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC16DCC14DCx	betaoxidation	intercompartmental	nad[x] + coa[x] + o2[x] + h2o[x] + hexdicoa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + c14dccoa[x] 
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC16DCr	NA	intercompartmental	atp[r] + coa[r] + hexdiac[r]  -> amp[r] + ppi[r] + hexdicoa[r] 
Fatty acid oxidation	MTA_BD_norm_t2	HEXDIACtr	NA	intercompartmental	hexdiac[c]  <=> hexdiac[r] 
Fatty acid oxidation	MTA_BD_norm_t2	HEXDICOAACBP	NA	intercompartmental	hexdicoa[r]  <=> hexdicoa[c] 
Fatty acid oxidation	MTA_BD_norm_t2	HEXDICOAACBPx	NA	intercompartmental	hexdicoa[r]  -> hexdicoa[x] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3427	NA	[m]	9 h2o[m] + 9 nad[m] + 9 coa[m] + 5 fad[m] + eicostetcoa[m]  -> 9 h[m] + 9 nadh[m] + 10 accoa[m] + 5 fadh2[m] 
Fatty acid oxidation	MTA_BD_norm_t2	DMNONCRNCPT2	carnitine shuttle	intercompartmental	coa[m] + dmnoncrn[m]  <=> crn[m] + dmnoncoa[m] 
Fatty acid oxidation	MTA_BD_norm_t2	sink_c101coa[c]	NA	intercompartmental	c101coa[c]  <=> 
Fatty acid oxidation	MTA_BD_norm_t2	C101CPT1	carnitine shuttle	intercompartmental	crn[c] + c101coa[c]  <=> coa[c] + c101crn[c] 
Fatty acid oxidation	MTA_BD_norm_t2	C101CRNe	NA	intercompartmental	c101crn[c]  -> c101crn[e] 
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC5C5OHm	betaoxidation	[m]	h2o[m] + 3mb2coa[m]  -> 3ivcoa[m] 
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC5OHc	carnitine shuttle	[c]	crn[c] + 3ivcoa[c]  <=> coa[c] + 3ivcrn[c] 
Fatty acid oxidation	MTA_BD_norm_t2	HIVCACBP	NA	intercompartmental	3ivcoa[m]  <=> 3ivcoa[c] 
Fatty acid oxidation	MTA_BD_norm_t2	HIVCRNe	NA	intercompartmental	3ivcrn[c]  -> 3ivcrn[e] 
