del_rxnID_KO	prctile_CP	prctile_PC	prctile_CH	prctile_HC	prctile_CS	prctile_SC	subSystem_CP	subSystem_PC	subSystem_CH	subSystem_HC	subSystem_CS	subSystem_SC	MetabolicUnits_CP	MetabolicUnits_PC	MetabolicUnits_CH	MetabolicUnits_HC	MetabolicUnits_CS	MetabolicUnits_SC	Localization_CP	Localization_PC	Localization_CH	Localization_HC	Localization_CS	Localization_SC
FACOAL140i	30.2083333333333	31.8464052287582	55.0271305458027	47.1562848494504	39.2435365464411	80.3124501833254	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	fatty acid activation, cytosol	fatty acid activation, cytosol	fatty acid activation, cytosol	fatty acid activation, cytosol	fatty acid activation, cytosol	fatty acid activation, cytosol	[c]	[c]	[c]	[c]	[c]	[c]
SUCCtp	28.2903439153439	26.8137254901961	28.8700925630386	23.6577983112952	26.4602617299713	80.1849194962538	Transport, peroxisomal	Transport, peroxisomal	Transport, peroxisomal	Transport, peroxisomal	Transport, peroxisomal	Transport, peroxisomal	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
RE3011M	27.6455026455026	73.7418300653595	25.8378550909671	50.8204556316712	25.3431216086818	99.7608799617408	Eicosanoid metabolism	Eicosanoid metabolism	Eicosanoid metabolism	Eicosanoid metabolism	Eicosanoid metabolism	Eicosanoid metabolism	NA	NA	NA	NA	NA	NA	[m]	[m]	[m]	[m]	[m]	[m]
RE3012M	27.6455026455026	73.7418300653595	25.8378550909671	50.8204556316712	25.3431216086818	99.7608799617408	Eicosanoid metabolism	Eicosanoid metabolism	Eicosanoid metabolism	Eicosanoid metabolism	Eicosanoid metabolism	Eicosanoid metabolism	NA	NA	NA	NA	NA	NA	[m]	[m]	[m]	[m]	[m]	[m]
RE3597M	27.6455026455026	73.7418300653595	25.8378550909671	50.8204556316712	25.3431216086818	99.7608799617408	Eicosanoid metabolism	Eicosanoid metabolism	Eicosanoid metabolism	Eicosanoid metabolism	Eicosanoid metabolism	Eicosanoid metabolism	NA	NA	NA	NA	NA	NA	[m]	[m]	[m]	[m]	[m]	[m]
HMR_1127	27.6455026455026	73.7418300653595	25.8378550909671	50.8204556316712	25.3431216086818	99.7608799617408	Leukotriene metabolism	Leukotriene metabolism	Leukotriene metabolism	Leukotriene metabolism	Leukotriene metabolism	Leukotriene metabolism	NA	NA	NA	NA	NA	NA	[m]	[m]	[m]	[m]	[m]	[m]
HMR_1243	27.6455026455026	73.7418300653595	25.8378550909671	50.8204556316712	25.3431216086818	99.7608799617408	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
UMPK5n	17.6587301587302	17.5980392156863	11.7618895627194	30.2851680739207	98.2444940951165	16.3398692810458	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	NA	NA	NA	NA	NA	NA	[n]	[n]	[n]	[n]	[n]	[n]
PCHOL_HSter	16.6832010582011	39.2320261437908	16.2623683370571	1.08332005735224	18.0817108203	98.4696317551411	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
CYTK13n	15.5257936507937	6.94444444444444	7.61251196935844	28.6283256332643	96.7283753590808	6.8069504224454	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	NA	NA	NA	NA	NA	NA	[n]	[n]	[n]	[n]	[n]	[n]
PHCDm	14.3353174603175	16.9934640522876	3.9578678582828	19.7546598693643	10.4532397063517	99.8405866411605	Arginine and proline metabolism	Arginine and proline metabolism	Arginine and proline metabolism	Arginine and proline metabolism	Arginine and proline metabolism	Arginine and proline metabolism	NA	NA	NA	NA	NA	NA	[m]	[m]	[m]	[m]	[m]	[m]
EX_acald[e]	11.4583333333333	29.5261437908497	26.1570379827641	6.14943444320535	16.8209383977019	94.1814124023593	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]
ACALDt	11.4583333333333	29.5261437908497	26.1570379827641	6.14943444320535	16.8209383977019	94.1814124023593	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
r2333	9.01124338624339	10.359477124183	8.63389722310884	52.1427433487335	16.4538780721353	94.1814124023593	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
CE4890te	6.76256613756614	8.95424836601307	16.7571018193425	14.6885454835112	11.490584104692	94.1814124023593	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
SO4HCOtex	5.4728835978836	16.0947712418301	36.7379508458347	4.74749083957304	12.3683370571337	99.7768212976247	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
r0826	4.86111111111111	0.0980392156862745	4.77178423236515	8.06117572088577	0.670284072773699	98.4696317551411	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
RE3273R	4.86111111111111	0.0980392156862745	4.77178423236515	8.06117572088577	0.670284072773699	98.4696317551411	Phosphatidylinositol phosphate metabolism	Phosphatidylinositol phosphate metabolism	Phosphatidylinositol phosphate metabolism	Phosphatidylinositol phosphate metabolism	Phosphatidylinositol phosphate metabolism	Phosphatidylinositol phosphate metabolism	NA	NA	NA	NA	NA	NA	[r]	[r]	[r]	[r]	[r]	[r]
