SYMBOL	ENTREZID	BD_NR.Veh.R1	BD_R.Veh.R1	BD_NR.Veh.R2	BD_R.Veh.R2	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
SGK3	23678	0.918706	0.483366	1.68282	0.966834	NA	NA	NA	NA
SGMS1	259230	5.06645	3.57923	6.64923	5.3076	cerebral-cortex	glial-cells	Low	Approved
SGMS2	166929	0.40895	0.424345	1.89508	0.593636	cerebral-cortex	glial-cells	Low	Supported
SGPL1	8879	12.6082	22.7955	19.3895	23.9197	cerebral-cortex	glial-cells	Low	Enhanced
SGPP1	81537	4.14655	3.07519	4.68952	4.93414	NA	NA	NA	NA
SGPP2	130367	0.861685	1.02744	0.549117	0.909946	NA	NA	NA	NA
SGSH	6448	15.4435	13.5188	12.7099	12.527	NA	NA	NA	NA
SGSM1	129049	0.0315395	0.223181	0.0401727	0.137788	NA	NA	NA	NA
SGSM2	9905	29.4896	68.0631	34.7464	59.3968	cerebral-cortex	glial-cells	Medium	Approved
SGSM3	27352	61.0793	28.4946	40.8843	36.8708	NA	NA	NA	NA
SGTA	6449	80.9759	45.2747	46.4809	43.3893	cerebral-cortex	glial-cells	Medium	Approved
SGTB	54557	7.00848	4.43093	5.05058	4.50981	cerebral-cortex	glial-cells	Low	Enhanced
SH2B1	25970	25.5711	23.5408	23.1468	26.4046	NA	NA	NA	NA
SH2B3	10019	2.9195	3.1861	8.70495	6.25559	cerebral-cortex	glial-cells	High	Approved
SH2D1A	4068	2.02994	0.235168	1.83397	0.261709	NA	NA	NA	NA
SH2D3A	10045	0.390882	0.0265378	0.374785	0.115606	NA	NA	NA	NA
SH2D3C	10044	15.6346	2.79765	17.6455	9.88486	NA	NA	NA	NA
SH2D4A	63898	0.298854	0.121057	0.464398	0.238603	cerebral-cortex	glial-cells	Medium	Enhanced
SH2D5	400745	1.63226	2.20759	0.614938	0.828988	NA	NA	NA	NA
SH2D6	284948	0.521419	0	0.234538	0.0907907	NA	NA	NA	NA
SH2D7	646892	0.0466384	0.380597	0.248583	0.297845	NA	NA	NA	NA
SH3BGR	6450	7.98874	1.95482	2.96697	2.5377	NA	NA	NA	NA
SH3BGRL	6451	93.6928	139.569	85.059	127.094	cerebral-cortex	glial-cells	Low	Approved
SH3BGRL2	83699	0.732529	3.91219	1.92789	3.49202	NA	NA	NA	NA
SH3BGRL3	83442	77.3897	57.4391	108.466	79.403	NA	NA	NA	NA
SH3BP1	23616	6.14035	5.85382	10.5077	7.19391	cerebral-cortex	glial-cells	Medium	Supported
SH3BP2	6452	10.0361	8.55094	14.2253	10.8523	cerebral-cortex	glial-cells	Low	Approved
SH3BP4	23677	12.8754	30.8349	12.9891	29.231	NA	NA	NA	NA
SH3BP5	9467	10.6728	1.94251	13.271	4.26461	NA	NA	NA	NA
SH3BP5-AS1	100505696	3.48894	4.12609	5.03794	5.72972	NA	NA	NA	NA
SH3BP5L	80851	12.5863	12.8955	15.3665	13.0852	NA	NA	NA	NA
SH3D19	152503	7.63485	9.97651	12.1765	9.57485	NA	NA	NA	NA
SH3D21	79729	0.594614	2.04028	1.55166	1.64616	cerebral-cortex	glial-cells	Medium	Approved
SH3GL1	6455	48.1763	33.6782	57.1019	42.0905	cerebral-cortex	glial-cells	Low	Approved
SH3GL1P1	6458	0.780987	4.77082	2.94936	2.91924	NA	NA	NA	NA
SH3GL1P2	6459	0.246633	0.709989	0.38656	0.462245	NA	NA	NA	NA
SH3GL2	6456	0.628467	1.81578	0.237613	0.766101	NA	NA	NA	NA
SH3GL3	6457	3.97644	3.60668	1.91524	3.05225	NA	NA	NA	NA
SH3GLB1	51100	40.2077	25.3498	35.7524	31.4419	NA	NA	NA	NA
SH3GLB2	56904	47.1836	32.611	32.0283	32.7375	NA	NA	NA	NA
SH3KBP1	30011	12.3432	11.4665	16.989	17.1386	cerebral-cortex	glial-cells	Low	Enhanced
SH3PXD2A	9644	8.58234	2.85236	7.85269	4.46303	NA	NA	NA	NA
SH3PXD2B	285590	17.3907	29.3401	23.4062	25.7807	cerebral-cortex	glial-cells	Medium	Approved
SH3RF1	57630	4.09686	10.92	3.41733	8.8499	cerebral-cortex	glial-cells	Medium	Approved
SH3RF2	153769	0.935596	0.313355	0.584765	0.472468	NA	NA	NA	NA
SH3RF3	344558	2.27665	0.862335	4.96786	3.27281	cerebral-cortex	glial-cells	Medium	Approved
SH3RF3-AS1	100287216	0.0780281	0.102839	0.549242	0.193579	NA	NA	NA	NA
SH3TC1	54436	0.311702	0.565991	1.76622	0.726438	NA	NA	NA	NA
SH3TC2	79628	0.181827	0.0318726	0.204312	0.0157416	NA	NA	NA	NA
SH3YL1	26751	33.8809	23.2235	24.2251	21.7463	NA	NA	NA	NA
SHANK1	50944	1.05071	3.71624	1.63564	2.43591	NA	NA	NA	NA
SHANK3	85358	2.06287	4.96305	3.89612	4.09266	NA	NA	NA	NA
SHARPIN	81858	20.6534	19.2511	18.4101	18.1362	NA	NA	NA	NA
SHB	6461	5.21754	1.54871	6.05601	1.71854	NA	NA	NA	NA
SHBG	6462	0.71232	1.40838	0.766905	0.811154	NA	NA	NA	NA
SHC1	6464	56.2014	19.7401	86.4702	52.4535	NA	NA	NA	NA
SHC2	25759	37.4798	23.156	22.4392	24.3955	cerebral-cortex	glial-cells	Low	Approved
SHC3	53358	0.371233	10.2606	4.17487	5.75406	NA	NA	NA	NA
SHC4	399694	0.975038	0.988455	1.63234	1.37726	NA	NA	NA	NA
SHCBP1	79801	10.8737	13.4348	19.7068	14.3393	NA	NA	NA	NA
SHD	56961	129.838	10.9547	29.8779	12.6194	NA	NA	NA	NA
SHF	90525	14.0575	23.5836	13.411	20.1022	NA	NA	NA	NA
SHISA2	387914	45.8354	4.68301	42.3248	26.5813	NA	NA	NA	NA
SHISA3	152573	46.2016	20.6747	17.3762	1.68807	NA	NA	NA	NA
SHISA4	149345	9.56126	3.4488	8.05362	6.88694	NA	NA	NA	NA
SHISA5	51246	44.9192	42.5754	69.9282	60.2668	cerebral-cortex	glial-cells	Low	Approved
SHISA6	388336	0.471358	2.15124	1.72634	5.80669	NA	NA	NA	NA
SHISA7	729956	0.0758288	1.10443	0.118308	0.559092	NA	NA	NA	NA
SHISA9	729993	3.18264	0.518685	1.52825	0.772894	NA	NA	NA	NA
SHKBP1	92799	31.0632	25.9293	22.3369	22.6151	NA	NA	NA	NA
SHMT1	6470	10.9949	16.8916	14.782	15.1265	NA	NA	NA	NA
SHMT2	6472	91.8927	104.725	125.887	106.998	cerebral-cortex	glial-cells	Low	Enhanced
SHOC2	8036	15.9442	17.502	14.1217	17.0837	NA	NA	NA	NA
SHOX2	6474	0.0981928	0.242638	0.153277	0.722655	NA	NA	NA	NA
SHPRH	257218	3.55159	11.2706	5.75579	6.3165	cerebral-cortex	glial-cells	Medium	Approved
SHQ1	55164	10.0631	7.06265	11.5486	8.64822	NA	NA	NA	NA
SHROOM1	134549	1.28394	1.4042	0.927765	3.14431	NA	NA	NA	NA
SHROOM2	357	2.65688	11.4205	5.32308	9.06538	cerebral-cortex	glial-cells	Medium	Approved
SHROOM3	57619	7.63804	24.4449	9.40554	13.4542	NA	NA	NA	NA
SIAE	54414	4.95269	2.94707	5.71415	4.09155	cerebral-cortex	glial-cells	Low	Approved
SIAH1	6477	28.4565	31.1253	21.5328	31.8766	cerebral-cortex	glial-cells	High	Enhanced
SIAH2	6478	13.9188	5.41839	14.2126	10.7912	NA	NA	NA	NA
SIAH2-AS1	100874005	0.427819	0	0.170129	0.561784	NA	NA	NA	NA
SIDT1	54847	0.0344115	0.46102	0.100912	1.47257	cerebral-cortex	glial-cells	Low	Approved
SIDT2	51092	9.06682	6.29145	9.13711	7.8329	NA	NA	NA	NA
SIGIRR	59307	9.21217	0.550141	11.4749	2.4955	cerebral-cortex	glial-cells	Low	Approved
SIGLEC10	89790	0.157353	0.6663	0.106708	0.988707	NA	NA	NA	NA
SIGMAR1	10280	53.6313	35.0103	55.647	39.7208	cerebral-cortex	glial-cells	Low	Approved
SIK1	150094	3.04852	0.895119	3.33399	1.6865	cerebral-cortex	glial-cells	High	Approved
SIK2	23235	3.6617	9.16948	6.65383	8.37252	cerebral-cortex	glial-cells	Low	Approved
SIK3	23387	6.04052	9.64762	6.97132	8.46154	cerebral-cortex	glial-cells	High	Enhanced
SIK3-IT1	100874315	0.0726663	0.148202	0.0567595	0	NA	NA	NA	NA
SIKE1	80143	18.2404	23.5238	20.6199	23.3699	cerebral-cortex	glial-cells	Low	Supported
SIL1	64374	19.1893	9.09831	20.2893	13.1494	cerebral-cortex	glial-cells	Low	Enhanced
SIM1	6492	4.66241	0.198622	9.60666	0.643911	NA	NA	NA	NA
SIM2	6493	1.01687	0.532734	0.728037	0.501849	cerebral-cortex	glial-cells	High	Approved
SIMC1	375484	11.2142	16.2448	11.2787	14.8647	NA	NA	NA	NA
SIN3A	25942	17.7091	28.5107	22.3756	20.9933	NA	NA	NA	NA
SIN3B	23309	20.96	27.5533	24.4344	27.168	NA	NA	NA	NA
SIPA1	6494	9.48389	3.92596	9.77937	9.57209	NA	NA	NA	NA
SIPA1L1	26037	6.94554	15.3776	9.32019	8.72516	cerebral-cortex	glial-cells	Low	Approved
SIPA1L2	57568	8.69753	43.9069	21.5502	38.8946	cerebral-cortex	glial-cells	Low	Approved
SIPA1L3	23094	2.12826	7.22555	4.43642	6.26084	NA	NA	NA	NA
SIRPA	140885	12.3796	6.61786	34.0733	9.32576	NA	NA	NA	NA
SIRPAP1	23755	0.0540276	0.0954518	0.211562	0.35916	NA	NA	NA	NA
SIRPB1	10326	0.0888153	0.0794406	0.0924496	0.195512	NA	NA	NA	NA
SIRT1	23411	15.8988	19.7203	15.1647	17.9713	NA	NA	NA	NA
SIRT2	22933	106.756	12.2521	36.4666	18.347	NA	NA	NA	NA
SIRT3	23410	16.2592	12.8784	16.5732	15.3977	cerebral-cortex	glial-cells	Medium	Approved
SIRT4	23409	3.91359	2.03645	3.7248	2.05327	NA	NA	NA	NA
SIRT5	23408	6.96887	6.78661	7.07547	6.24434	cerebral-cortex	glial-cells	Low	Approved
SIRT6	51548	13.2605	15.7972	13.3199	20.2358	cerebral-cortex	glial-cells	Medium	Supported
SIRT7	51547	10.3587	10.872	10.2885	10.6103	cerebral-cortex	glial-cells	Medium	Approved
SIVA1	10572	96.187	69.6159	71.5026	64.1789	NA	NA	NA	NA
SIX1	6495	52.3946	0.731226	55.4157	3.93704	NA	NA	NA	NA
SIX2	10736	34.5492	1.34366	21.7022	3.36615	NA	NA	NA	NA
SIX4	51804	12.5454	1.30235	11.1061	1.85345	NA	NA	NA	NA
SIX5	147912	14.0045	14.5938	13.5176	12.8719	NA	NA	NA	NA
SIX6	4990	0.042585	0.762261	0.0332551	3.02904	NA	NA	NA	NA
SKA2	348235	87.916	156.399	83.3439	122.317	NA	NA	NA	NA
SKA2P1	729012	4.50637	4.79286	2.33329	3.06668	NA	NA	NA	NA
SKA3	221150	13.3434	19.154	18.9902	15.7759	NA	NA	NA	NA
SKAP2	8935	1.88944	1.8199	2.60888	2.27988	cerebral-cortex	glial-cells	Low	Enhanced
SKI	6497	19.7185	25.2861	24.183	26.0309	cerebral-cortex	glial-cells	Medium	Approved
SKIDA1	387640	3.86703	24.9315	6.68987	10.3186	NA	NA	NA	NA
SKIL	6498	11.8989	11.8764	19.809	19.2042	NA	NA	NA	NA
SKOR1	390598	0.239969	0.34373	0.324551	0.307404	NA	NA	NA	NA
SKP1	6500	684.666	382.794	485.478	427.264	cerebral-cortex	glial-cells	High	Approved
SKP1P1	6922	7.77248	1.3369	1.86211	1.09575	NA	NA	NA	NA
SKP2	6502	99.7502	31.6811	50.0918	21.1711	NA	NA	NA	NA
SLA	6503	0.611548	0.0148103	0.501356	0	NA	NA	NA	NA
SLA2	84174	0.167035	0.182897	0.152881	0.0541715	NA	NA	NA	NA
SLAIN1	122060	2.79611	40.7603	5.67046	35.2484	NA	NA	NA	NA
SLAIN2	57606	14.9988	18.7335	20.005	19.9536	NA	NA	NA	NA
SLBP	7884	54.6597	30.9378	45.4522	35.741	cerebral-cortex	glial-cells	Low	Supported
SLC10A4	201780	0.413993	1.8764	0.944014	2.2506	NA	NA	NA	NA
SLC10A5	347051	0.278967	0.243752	0.363137	0.344309	NA	NA	NA	NA
SLC10A7	84068	2.86879	3.2861	4.20767	2.93549	NA	NA	NA	NA
SLC11A2	4891	14.5698	19.5016	18.3025	15.4485	NA	NA	NA	NA
SLC12A2	6558	9.70038	11.6693	11.7331	11.8213	cerebral-cortex	glial-cells	Low	Approved
SLC12A4	6560	15.0138	12.4703	19.0695	11.7663	NA	NA	NA	NA
SLC12A5	57468	6.00169	4.91059	4.64755	3.50345	NA	NA	NA	NA
SLC12A6	9990	1.88099	6.71036	4.08738	3.39383	NA	NA	NA	NA
SLC12A7	10723	9.74182	16.6799	10.634	14.3135	cerebral-cortex	glial-cells	Medium	Approved
SLC12A8	84561	0.481969	3.66291	0.932315	2.35027	NA	NA	NA	NA
SLC12A9	56996	9.05518	10.7327	9.25855	12.1837	cerebral-cortex	glial-cells	Low	Approved
SLC13A3	64849	0.600028	1.16209	0.494177	1.04206	NA	NA	NA	NA
SLC13A4	26266	0.778883	0.737751	0.545082	1.14941	NA	NA	NA	NA
SLC13A5	284111	0.0107107	0.805204	0.179576	1.41007	NA	NA	NA	NA
SLC15A2	6565	1.14228	1.00151	1.02477	1.04228	NA	NA	NA	NA
SLC15A3	51296	18.874	9.40093	4.76931	7.34701	NA	NA	NA	NA
SLC15A4	121260	12.5068	4.76354	8.72286	5.86578	cerebral-cortex	glial-cells	Medium	Approved
SLC16A1	6566	20.2144	46.8247	29.4396	37.8092	NA	NA	NA	NA
SLC16A1-AS1	100506392	1.51498	1.48033	1.91629	1.27337	NA	NA	NA	NA
SLC16A10	117247	0.306922	2.0061	0.655577	0.755054	NA	NA	NA	NA
SLC16A11	162515	0.14612	0.204723	0.0535096	0.17704	NA	NA	NA	NA
SLC16A13	201232	1.5587	3.13525	3.65468	3.34289	NA	NA	NA	NA
SLC16A14	151473	0.948963	2.28362	1.26505	2.95117	NA	NA	NA	NA
SLC16A2	6567	17.7758	12.0085	11.5748	18.9289	NA	NA	NA	NA
SLC16A3	9123	3.38018	0.451508	8.01481	0.574744	cerebral-cortex	glial-cells	Low	Approved
SLC16A4	9122	2.33026	1.90637	2.04498	1.92431	NA	NA	NA	NA
SLC16A5	9121	0.604739	0.192249	1.1939	0.159033	NA	NA	NA	NA
SLC16A6P1	440459	0	0.0569796	0.20159	0.214403	NA	NA	NA	NA
SLC16A7	9194	0.0636937	1.19642	0.328035	0.213542	NA	NA	NA	NA
SLC16A8	23539	0.331009	0.0573508	0.176762	0.0915824	NA	NA	NA	NA
SLC16A9	220963	6.98178	11.7361	10.7242	8.36052	NA	NA	NA	NA
SLC17A5	26503	15.658	2.9991	12.5203	4.71736	NA	NA	NA	NA
SLC17A6	57084	0.103063	0.936306	0.0689444	1.09945	NA	NA	NA	NA
SLC17A7	57030	0.77818	0.208132	0.498008	0.360675	NA	NA	NA	NA
SLC17A8	246213	1.24684	1.10584	2.01564	3.30461	NA	NA	NA	NA
SLC18A1	6570	0.423486	0.218764	0.458424	0.464879	NA	NA	NA	NA
SLC18A2	6571	3.33986	1.61954	2.26462	2.29451	NA	NA	NA	NA
SLC18A3	6572	0.570311	9.90676	4.35807	16.3098	NA	NA	NA	NA
SLC18B1	116843	4.99015	13.3281	5.15426	8.32948	cerebral-cortex	glial-cells	Medium	Approved
SLC19A1	6573	5.60056	7.09185	8.53978	6.13465	NA	NA	NA	NA
SLC19A2	10560	4.05094	7.78379	4.74683	6.68006	NA	NA	NA	NA
SLC19A3	80704	0.302845	0	0.0296324	0.0155922	cerebral-cortex	glial-cells	Low	Approved
SLC1A1	6505	0.532697	0.259306	0.648122	0.192908	cerebral-cortex	glial-cells	Medium	Approved
SLC1A2	6506	0.1465	2.43344	0.274171	2.2584	cerebral-cortex	glial-cells	Low	Enhanced
SLC1A3	6507	11.3684	21.3951	16.4236	33.1387	cerebral-cortex	glial-cells	Medium	Enhanced
SLC1A4	6509	5.41922	13.8136	13.0668	15.5878	NA	NA	NA	NA
SLC1A5	6510	28.2099	28.3086	70.0123	42.2011	NA	NA	NA	NA
SLC1A6	6511	0.0197739	4.19153	0.160478	2.60963	NA	NA	NA	NA
SLC20A1	6574	22.665	47.234	34.0429	43.5782	cerebral-cortex	glial-cells	Medium	Approved
SLC20A2	6575	27.3731	16.2745	28.8949	17.2715	NA	NA	NA	NA
SLC22A1	6580	1.62908	0.244601	1.22404	0.585492	NA	NA	NA	NA
SLC22A15	55356	0.708845	1.87709	0.886858	2.09563	NA	NA	NA	NA
SLC22A17	51310	12.5017	29.8042	19.7275	32.9614	NA	NA	NA	NA
SLC22A18	5002	0.911068	1.88968	1.02268	1.43975	NA	NA	NA	NA
SLC22A18AS	5003	0.11819	0.0989569	0.184359	0.248375	NA	NA	NA	NA
SLC22A23	63027	3.26056	9.76755	6.15491	10.7095	cerebral-cortex	glial-cells	Medium	Approved
SLC22A31	146429	2.74287	0.744872	1.02319	0.260859	NA	NA	NA	NA
SLC22A4	6583	0.824233	0.168295	0.558123	0.407462	NA	NA	NA	NA
SLC22A5	6584	2.12836	0.47757	2.18852	1.35013	NA	NA	NA	NA
SLC23A1	9963	0.209438	0.332211	0.722732	0.449347	NA	NA	NA	NA
SLC23A2	9962	4.50157	11.4446	6.73899	11.3414	NA	NA	NA	NA
SLC23A3	151295	0.361769	0.464204	0.739141	0.290112	NA	NA	NA	NA
SLC24A1	9187	3.28493	3.39991	3.63624	5.40515	NA	NA	NA	NA
SLC24A3	57419	5.87634	0.593167	1.28229	0.510158	NA	NA	NA	NA
SLC24A5	283652	1.3693	4.22383	0.835028	3.11903	NA	NA	NA	NA
SLC25A1	6576	8.62826	2.90296	7.42909	1.38133	NA	NA	NA	NA
SLC25A11	8402	41.9249	26.7091	33.5696	31.4422	cerebral-cortex	glial-cells	Medium	Approved
SLC25A12	8604	12.4431	7.65894	13.1845	8.25089	cerebral-cortex	glial-cells	Medium	Enhanced
SLC25A13	10165	14.8161	31.5688	21.1811	20.6398	NA	NA	NA	NA
SLC25A14	9016	17.2752	17.2741	19.0595	15.261	NA	NA	NA	NA
SLC25A14P1	100288343	0	0.4813	0	0.323123	NA	NA	NA	NA
SLC25A15	10166	4.00499	6.0951	6.10194	6.37791	NA	NA	NA	NA
SLC25A16	8034	8.51148	4.20841	4.8557	4.65099	NA	NA	NA	NA
SLC25A17	10478	17.9401	12.7925	19.7823	17.5525	NA	NA	NA	NA
SLC25A18	83733	0.538177	0.857823	0.536625	1.20344	NA	NA	NA	NA
SLC25A19	60386	3.95495	3.9561	5.51611	4.27034	NA	NA	NA	NA
SLC25A20	788	10.3282	7.31394	5.55868	7.89453	NA	NA	NA	NA
SLC25A21	89874	0.540997	1.68511	0.9066	3.0856	NA	NA	NA	NA
SLC25A21-AS1	100129794	2.75087	2.03705	1.65372	1.82899	NA	NA	NA	NA
SLC25A22	79751	8.12435	21.5234	16.7686	23.9389	cerebral-cortex	glial-cells	Low	Approved
SLC25A23	79085	21.9819	28.6193	24.7911	24.5844	NA	NA	NA	NA
SLC25A24	29957	28.9645	27.471	31.6653	23.2194	NA	NA	NA	NA
SLC25A25	114789	7.42149	8.94509	8.19156	9.49296	NA	NA	NA	NA
SLC25A26	115286	15.5702	6.96855	9.43794	6.2034	cerebral-cortex	glial-cells	Medium	Supported
SLC25A27	9481	1.95492	5.63759	1.52494	3.93157	NA	NA	NA	NA
SLC25A28	81894	18.5133	14.6989	15.9886	16.6785	NA	NA	NA	NA
SLC25A29	123096	26.4742	59.602	28.0742	47.8864	NA	NA	NA	NA
SLC25A3	5250	852.675	395.963	513.831	405.396	NA	NA	NA	NA
SLC25A30	253512	4.02921	2.20552	3.40098	2.83527	NA	NA	NA	NA
SLC25A32	81034	11.2726	6.88777	12.1221	10.8621	NA	NA	NA	NA
SLC25A33	84275	5.84535	5.47446	5.26944	5.8013	NA	NA	NA	NA
SLC25A34	284723	3.13418	1.61978	1.62644	2.65987	NA	NA	NA	NA
SLC25A35	399512	1.79898	1.02552	2.47322	1.44467	NA	NA	NA	NA
SLC25A36	55186	24.9822	55.5313	39.8875	44.9298	NA	NA	NA	NA
SLC25A36P1	106480240	0	1.27502	0.155593	0.341109	NA	NA	NA	NA
SLC25A37	51312	13.6681	14.2611	21.111	13.0266	NA	NA	NA	NA
SLC25A38	54977	17.4045	12.0337	16.0116	16.5879	cerebral-cortex	glial-cells	Medium	Approved
SLC25A38P1	441915	0.437578	0.12972	0.22884	0.121942	NA	NA	NA	NA
SLC25A39	51629	44.6117	33.8165	40.9403	36.4768	NA	NA	NA	NA
SLC25A39P1	100420877	0	0.0556904	0.0492561	0.104743	NA	NA	NA	NA
SLC25A4	291	25.0871	16.3799	15.6842	14.7055	cerebral-cortex	glial-cells	Low	Approved
SLC25A40	55972	16.3926	14.7652	19.5512	19.6202	NA	NA	NA	NA
SLC25A41	284427	0.205474	0.180673	0.106499	0.136024	NA	NA	NA	NA
SLC25A42	284439	5.81286	4.2491	4.99225	4.89044	NA	NA	NA	NA
SLC25A43	203427	3.26777	0.337601	4.18344	2.50624	NA	NA	NA	NA
SLC25A44	9673	9.40824	11.0052	11.2353	12.9187	NA	NA	NA	NA
SLC25A45	283130	1.28868	0.629534	1.28213	0.595135	NA	NA	NA	NA
SLC25A46	91137	17.7201	22.858	21.3669	21.2029	NA	NA	NA	NA
SLC25A5	292	268.272	168.434	263.108	200.055	cerebral-cortex	glial-cells	Low	Approved
SLC25A5-AS1	100303728	0.788851	0.881727	0.869478	0.573772	NA	NA	NA	NA
SLC25A51	92014	6.87944	11.33	10.2287	8.54617	NA	NA	NA	NA
SLC25A5P2	344371	0.853884	0.138306	0.182758	0.129991	NA	NA	NA	NA
SLC25A6	293	447.19	210.792	265.995	245.484	cerebral-cortex	glial-cells	Low	Approved
SLC25A6P4	100422690	0.299334	0	0.11823	0.128298	NA	NA	NA	NA
SLC26A1	10861	0.203744	0.838908	0.475355	0.795511	NA	NA	NA	NA
SLC26A10	65012	5.3718	12.2191	6.24896	13.1669	NA	NA	NA	NA
SLC26A11	284129	6.19844	8.89527	6.5863	10.2135	cerebral-cortex	glial-cells	Low	Approved
SLC26A2	1836	3.98133	6.39326	7.24527	7.5988	NA	NA	NA	NA
SLC26A4	5172	0.0467511	0.182527	0.0729107	0.323924	NA	NA	NA	NA
SLC26A6	65010	9.80275	14.4816	17.9766	16.0009	NA	NA	NA	NA
SLC26A7	115111	0.210363	0.126008	0.0684148	0.0114958	NA	NA	NA	NA
SLC27A1	376497	6.89923	4.32467	5.1777	5.59307	NA	NA	NA	NA
SLC27A3	11000	0.306431	0.319905	1.02332	0.328091	NA	NA	NA	NA
SLC27A4	10999	10.5025	16.2277	15.247	16.7247	cerebral-cortex	glial-cells	Low	Approved
SLC27A5	10998	7.81642	4.85274	5.54411	4.87226	NA	NA	NA	NA
SLC27A6	28965	0.169751	0.0230147	0.0711919	0.0750099	cerebral-cortex	glial-cells	Low	Approved
SLC29A1	2030	66.5189	18.9279	38.6053	22.1054	NA	NA	NA	NA
SLC29A2	3177	14.2675	5.7081	9.74269	4.2984	cerebral-cortex	glial-cells	Low	Approved
SLC29A3	55315	1.28317	2.06681	2.28556	1.81683	cerebral-cortex	glial-cells	Low	Approved
SLC29A4	222962	7.41043	15.8359	8.77337	14.0549	NA	NA	NA	NA
SLC2A1	6513	8.54931	175.118	23.2579	80.1674	NA	NA	NA	NA
SLC2A1-AS1	440584	0.287595	0.90223	0.0907015	0.42384	NA	NA	NA	NA
SLC2A10	81031	5.61401	3.40331	6.1948	4.43527	NA	NA	NA	NA
SLC2A11	66035	6.13718	11.6777	8.65772	10.2642	NA	NA	NA	NA
SLC2A12	154091	1.04871	2.08311	1.25607	0.698394	NA	NA	NA	NA
SLC2A13	114134	0.80509	2.67606	2.11352	2.4733	cerebral-cortex	glial-cells	Low	Approved
SLC2A14	144195	0.304745	0.493401	0.783578	0.755186	NA	NA	NA	NA
SLC2A3	6515	7.72552	38.6551	35.5608	87.8365	NA	NA	NA	NA
SLC2A4	6517	1.17103	0.482891	0.307849	0.168499	NA	NA	NA	NA
SLC2A4RG	56731	68.2336	25.7693	39.643	34.2618	NA	NA	NA	NA
SLC2A8	29988	7.4079	8.45839	4.79657	8.44866	NA	NA	NA	NA
SLC30A1	7779	3.17542	8.29552	5.65779	5.41917	NA	NA	NA	NA
SLC30A3	7781	1.27275	0.438737	0.482139	0.573186	NA	NA	NA	NA
SLC30A4	7782	0.930268	0.728925	1.74887	0.989606	NA	NA	NA	NA
SLC30A5	64924	30.7671	15.0887	25.6061	21.9311	NA	NA	NA	NA
SLC30A6	55676	11.1805	12.3666	12.8725	11.9335	NA	NA	NA	NA
SLC30A7	148867	4.81225	6.22247	7.20478	6.52577	NA	NA	NA	NA
SLC30A9	10463	25.4751	41.3046	27.0335	40.2728	cerebral-cortex	glial-cells	Medium	Approved
SLC31A1	1317	6.88454	9.62648	14.6586	10.4562	cerebral-cortex	glial-cells	Low	Approved
SLC31A2	1318	4.66096	1.76777	6.65134	2.28468	cerebral-cortex	glial-cells	Low	Approved
SLC33A1	9197	6.81442	7.88302	11.0573	10.0061	NA	NA	NA	NA
SLC34A3	142680	0.280157	0.100008	0.0446271	0.0235302	NA	NA	NA	NA
SLC35A1	10559	10.3838	13.0185	11.4924	15.3601	NA	NA	NA	NA
SLC35A2	7355	0.181099	0.0631622	0.304383	0.149426	cerebral-cortex	glial-cells	Low	Approved
SLC35A3	23443	4.05454	5.65639	4.09052	4.3902	NA	NA	NA	NA
SLC35A4	113829	32.3482	30.5427	36.2378	29.1692	NA	NA	NA	NA
SLC35A5	55032	19.1628	26.4779	23.7199	31.0754	NA	NA	NA	NA
SLC35B1	10237	61.1973	42.0788	56.1152	51.3086	NA	NA	NA	NA
SLC35B2	347734	34.4505	40.7035	33.5121	46.3264	NA	NA	NA	NA
SLC35B3	51000	11.0824	8.83617	11.918	11.4486	cerebral-cortex	glial-cells	Low	Approved
SLC35B4	84912	6.68108	14.1774	9.86379	12.6208	cerebral-cortex	glial-cells	Low	Approved
SLC35C1	55343	3.92707	4.45846	5.80469	6.48024	NA	NA	NA	NA
SLC35C2	51006	15.0841	20.2856	18.4819	20.0427	cerebral-cortex	glial-cells	Low	Approved
SLC35D1	23169	2.41874	6.70732	5.05409	5.58553	NA	NA	NA	NA
SLC35D2	11046	18.8232	6.60345	12.051	7.63291	NA	NA	NA	NA
SLC35E1	79939	19.5	11.7705	14.758	14.6549	NA	NA	NA	NA
SLC35E1P1	727991	0.325557	0.798603	0.319454	0.204679	NA	NA	NA	NA
SLC35E2B	728661	25.0016	32.2313	28.7773	30.414	NA	NA	NA	NA
SLC35E3	55508	10.2798	5.20155	5.74101	4.7707	NA	NA	NA	NA
SLC35E4	339665	1.21928	1.13482	2.37907	1.96015	NA	NA	NA	NA
SLC35F1	222553	0.878822	10.2217	2.60382	11.0413	NA	NA	NA	NA
SLC35F2	54733	1.37363	1.29657	4.34122	1.50984	NA	NA	NA	NA
SLC35F3	148641	0.193489	0.214478	0.386753	0.300555	NA	NA	NA	NA
SLC35F5	80255	21.4204	14.0939	19.4381	12.7808	NA	NA	NA	NA
SLC35F6	54978	5.76911	7.04408	7.74874	8.63401	cerebral-cortex	glial-cells	Medium	Approved
SLC35G1	159371	6.82209	4.31391	6.15412	4.4041	NA	NA	NA	NA
SLC35G2	80723	2.89131	2.44511	7.3089	6.25102	NA	NA	NA	NA
SLC35G5	83650	0.146139	0.128848	0	0.363682	NA	NA	NA	NA
