rxnList	subSystem	GPR	Fluxspan_a	Fluxspan_b	FluxSpanRatio	Flux	MetabolicUnits	Localization
HMR_0296	Transport, extracellular	28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1	758.26565143824	487.593744882921	1.55511767613079	L	NA	intercompartmental
HMR_0297	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0298	Fatty acid oxidation	11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1	389.01861252115	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0299	Transport, extracellular	19.1	758.265651438241	487.593744882921	1.5551176761308	L	NA	intercompartmental
HMR_0300	Transport, extracellular	28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1	758.265651438242	487.593744882921	1.5551176761308	L	NA	intercompartmental
HMR_0301	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0302	Fatty acid oxidation	11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0303	Transport, extracellular	19.1	758.265651438242	487.593744882921	1.5551176761308	L	NA	intercompartmental
HMR_0304	Transport, extracellular	28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1	758.265651438242	487.593744882921	1.5551176761308	L	NA	intercompartmental
HMR_0305	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983846	L	NA	[c]
HMR_0306	Fatty acid oxidation	11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1	389.018612521151	251.028971152656	1.54969607983846	L	NA	[c]
HMR_0307	Transport, extracellular	19.1	758.265651438242	487.593744882921	1.5551176761308	L	NA	intercompartmental
HMR_0308	Transport, extracellular	28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1	758.265651438242	487.593744882922	1.5551176761308	L	NA	intercompartmental
HMR_0309	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0310	Fatty acid oxidation	11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0311	Transport, extracellular	19.1	758.265651438242	487.593744882921	1.5551176761308	L	NA	intercompartmental
HMR_0317	Transport, extracellular	19.1	758.265651438242	487.593744882921	1.5551176761308	L	NA	intercompartmental
HMR_0321	Transport, extracellular	19.1	758.265651438242	487.593744882921	1.5551176761308	L	NA	intercompartmental
HMR_0322	Transport, extracellular	28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1	758.265651438242	487.593744882921	1.5551176761308	L	NA	intercompartmental
HMR_0323	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0324	Fatty acid oxidation	11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0325	Transport, extracellular	19.1	758.265651438242	487.593744882921	1.5551176761308	L	NA	intercompartmental
HMR_0326	Transport, extracellular	28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1	758.265651438241	487.593744882921	1.5551176761308	L	NA	intercompartmental
HMR_0327	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0328	Fatty acid oxidation	11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0329	Transport, extracellular	19.1	758.265651438242	487.593744882921	1.5551176761308	L	NA	intercompartmental
HMR_0344	Transport, extracellular	28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1	758.265651438242	487.593744882921	1.5551176761308	L	NA	intercompartmental
HMR_0345	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0346	Fatty acid oxidation	11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0347	Transport, extracellular	19.1	758.265651438242	487.593744882921	1.5551176761308	L	NA	intercompartmental
HMR_0363	Transport, extracellular	19.1	758.265651438241	487.593744882921	1.5551176761308	L	NA	intercompartmental
HMR_0370	Fatty acid oxidation	11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1	389.01861252115	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0371	Transport, extracellular	19.1	758.265651438239	487.593744882922	1.55511767613079	L	NA	intercompartmental
HMR_0380	Transport, extracellular	28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1	758.265651438241	487.593744882921	1.5551176761308	L	NA	intercompartmental
HMR_0381	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0382	Fatty acid oxidation	11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0383	Transport, extracellular	19.1	758.26565143824	487.593744882921	1.55511767613079	L	NA	intercompartmental
HMR_0384	Transport, extracellular	28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1	758.265651438241	487.59374488292	1.5551176761308	L	NA	intercompartmental
HMR_0385	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152655	1.54969607983846	L	NA	[c]
HMR_0386	Fatty acid oxidation	11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1	389.018612521151	251.028971152655	1.54969607983846	L	NA	[c]
HMR_0387	Transport, extracellular	19.1	758.265651438241	487.59374488292	1.5551176761308	L	NA	intercompartmental
HMR_0388	Transport, extracellular	28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1	758.26565143824	487.593744882921	1.5551176761308	L	NA	intercompartmental
HMR_0389	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.01861252115	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0390	Fatty acid oxidation	11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0391	Transport, extracellular	19.1	758.26565143824	487.593744882921	1.55511767613079	L	NA	intercompartmental
HMR_0392	Transport, extracellular	28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1	758.265651438241	487.59374488292	1.5551176761308	L	NA	intercompartmental
HMR_0393	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0394	Fatty acid oxidation	11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0395	Transport, extracellular	19.1	758.265651438241	487.59374488292	1.5551176761308	L	NA	intercompartmental
HMR_0398	Fatty acid oxidation	11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1	397.351945854485	259.809458957534	1.52939753405757	L	NA	[c]
HMR_0402	Fatty acid oxidation	11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1	397.351945854484	259.809458957534	1.52939753405757	L	NA	[c]
HMR_0406	Fatty acid oxidation	11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1	389.018612521151	254.87043456729	1.52633871865763	L	NA	[c]
HMR_0415	Transport, extracellular	19.1	758.26565143824	487.593744882921	1.55511767613079	L	NA	intercompartmental
HMR_0418	Fatty acid oxidation	11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1	389.01861252115	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0419	Transport, extracellular	19.1	758.265651438241	487.59374488292	1.5551176761308	L	NA	intercompartmental
HMR_0422	Fatty acid oxidation	11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1	389.01861252115	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0423	Transport, extracellular	19.1	758.265651438241	487.59374488292	1.5551176761308	L	NA	intercompartmental
HMR_0428	Transport, extracellular	28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1	758.265651438241	487.593744882921	1.5551176761308	L	NA	intercompartmental
HMR_0429	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.01861252115	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0430	Fatty acid oxidation	11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1	389.01861252115	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0431	Transport, extracellular	19.1	758.26565143824	487.593744882921	1.55511767613079	L	NA	intercompartmental
HMR_0432	Transport, extracellular	28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1	758.265651438241	487.593744882922	1.5551176761308	L	NA	intercompartmental
HMR_0433	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.01861252115	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0434	Fatty acid oxidation	11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1	389.01861252115	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0435	Transport, extracellular	19.1	758.265651438241	487.593744882922	1.5551176761308	L	NA	intercompartmental
HMR_0436	Transport, extracellular	28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1	758.265651438241	487.593744882921	1.5551176761308	L	NA	intercompartmental
HMR_0437	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.01861252115	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0438	Fatty acid oxidation	11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0439	Transport, extracellular	19.1	758.26565143824	487.593744882921	1.55511767613079	L	NA	intercompartmental
HMR_0597	Glycerophospholipid metabolism	8611.1 or 9663.1 or 64748.1 or 9890.1 or 79948.1 or 64900.1 or 23175.1 or 8612.1 or 84513.1 or 8613.1 or 196051.1	40	60.0279345461424	0.66635642726059	H	NA	[c]
HMR_0598	Glycerophospholipid metabolism	8611.1 or 9663.1 or 64748.1 or 9890.1 or 79948.1 or 64900.1 or 23175.1 or 8612.1 or 84513.1 or 8613.1 or 196051.1	262.6790750141	171.600864824215	1.53075612575254	L	NA	[c]
HMR_0614	Glycerophospholipid metabolism	10390.1 or 85465.1	262.6790750141	171.600864824215	1.53075612575254	L	NA	[c]
HMR_0625	Glycerophospholipid metabolism	56994.1 or 10390.1	40	60.0279345461424	0.66635642726059	H	NA	[c]
HMR_0629	Glycerophospholipid metabolism	5337.1 or 23646.1 or 5338.1 or 122618.1 or 201164.1	40	60.0279345461424	0.66635642726059	H	NA	[c]
HMR_0642	Glycerophospholipid metabolism	5337.1 or 23646.1 or 5338.1 or 122618.1	262.6790750141	171.600864824215	1.53075612575254	L	NA	[c]
HMR_0761	Sphingolipid metabolism	7357.1	389.01861252115	251.028971152656	1.54969607983845	L	NA	[c]
HMR_0770	Transport, extracellular	51228.1	583.527918781726	376.543456728984	1.54969607983845	L	NA	intercompartmental
HMR_0844	Glycosphingolipid metabolism	6482.1 or 6484.1 or 6483.1	389.01861252115	251.028971152656	1.54969607983845	L	NA	[c]
HMR_1916	Transport, golgi apparatus	3069.1 or 4864.1	758.26565143824	487.593744882922	1.55511767613079	L	NA	intercompartmental
HMR_2259	Fatty acid synthesis	60481.1 or 64834.1 or 6785.1 or 83401.1 or 79993.1 or 79071.1 or 54898.1	435.381762029144	277.247151720249	1.57037415651598	L	NA	[c]
HMR_2260	Fatty acid synthesis	51144.1	435.381762029144	277.247151720249	1.57037415651598	L	NA	[c]
HMR_2261	Fatty acid synthesis	51495.1 or 192286.1 or 9200.1 or 401494.1 or 201562.1	435.381762029144	277.247151720249	1.57037415651598	L	NA	[c]
HMR_2262	Fatty acid synthesis	9524.1 or 253017.1	435.381762029144	277.247151720249	1.57037415651598	L	NA	[c]
HMR_2263	Fatty acid synthesis	60481.1 or 64834.1 or 6785.1 or 83401.1 or 79993.1 or 79071.1 or 54898.1	435.381762029143	277.247151720248	1.57037415651598	L	NA	[c]
HMR_2264	Fatty acid synthesis	51144.1	435.381762029143	277.247151720248	1.57037415651598	L	NA	[c]
HMR_2265	Fatty acid synthesis	51495.1 or 192286.1 or 9200.1 or 401494.1 or 201562.1	435.381762029143	277.247151720248	1.57037415651598	L	NA	[c]
HMR_2266	Fatty acid synthesis	9524.1 or 253017.1	435.381762029143	277.247151720248	1.57037415651598	L	NA	[c]
HMR_2342	Fatty acid synthesis	60481.1 or 64834.1 or 6785.1 or 83401.1 or 79993.1 or 79071.1 or 54898.1	435.381762029143	277.247151720248	1.57037415651598	L	NA	[c]
HMR_2343	Fatty acid synthesis	51144.1	435.381762029143	277.247151720248	1.57037415651598	L	NA	[c]
HMR_2344	Fatty acid synthesis	51495.1 or 192286.1 or 9200.1 or 401494.1 or 201562.1	435.381762029143	277.247151720248	1.57037415651598	L	NA	[c]
HMR_2345	Fatty acid synthesis	9524.1 or 253017.1	435.381762029143	277.247151720248	1.57037415651598	L	NA	[c]
HMR_2660	Fatty acid oxidation	1374.1 or 126129.1 or 1375.1	455.381762029144	302.247151720248	1.50665360926422	L	NA	[c]
HMR_2661	Transport, mitochondrial	114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1	455.381762029144	302.247151720248	1.50665360926422	L	NA	intercompartmental
HMR_2662	Transport, mitochondrial	1384.1 or 1376.1	455.381762029144	302.247151720248	1.50665360926422	L	NA	[m]
HMR_2675	Fatty acid oxidation	1374.1 or 126129.1 or 1375.1	870.763524058285	554.494303440497	1.57037415651598	L	NA	[c]
HMR_2676	Transport, mitochondrial	114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1	870.763524058285	554.494303440497	1.57037415651598	L	NA	intercompartmental
HMR_2677	Transport, mitochondrial	1384.1 or 1376.1	870.763524058285	554.494303440497	1.57037415651598	L	NA	[m]
HMR_2681	Fatty acid oxidation	1374.1 or 126129.1 or 1375.1	435.381762029143	277.247151720248	1.57037415651598	L	NA	[c]
HMR_2682	Transport, mitochondrial	114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1	435.381762029143	277.247151720248	1.57037415651598	L	NA	intercompartmental
HMR_2683	Transport, mitochondrial	1384.1 or 1376.1	435.381762029143	277.247151720248	1.57037415651598	L	NA	[m]
HMR_2699	Fatty acid oxidation	1374.1 or 126129.1 or 1375.1	435.381762029143	277.247151720248	1.57037415651598	L	NA	[c]
HMR_2700	Transport, mitochondrial	114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1	435.381762029143	277.247151720248	1.57037415651598	L	NA	intercompartmental
HMR_2701	Transport, mitochondrial	1384.1 or 1376.1	435.381762029143	277.247151720248	1.57037415651598	L	NA	[m]
HMR_2702	Fatty acid oxidation	1374.1 or 126129.1 or 1375.1	389.01861252115	251.028971152655	1.54969607983846	L	NA	[c]
HMR_2851	Transport, endoplasmic reticular	6584.1	389.01861252115	251.028971152655	1.54969607983846	L	NA	intercompartmental
HMR_2852	Transport, endoplasmic reticular	1384.1	389.01861252115	251.028971152655	1.54969607983846	L	NA	[r]
HMR_2942	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2943	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2944	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2945	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2946	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2947	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2948	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2951	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2954	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2955	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2956	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2957	Fatty acid synthesis	2182.1 or 23205.1 or 10965.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 122970.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2961	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2962	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2963	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2964	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2965	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2966	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2967	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2968	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2969	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2970	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2971	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.01861252115	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2972	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2973	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.01861252115	251.028971152655	1.54969607983846	L	NA	[r]
HMR_2974	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2975	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2976	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2977	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2978	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2979	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2980	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2982	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.01861252115	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2983	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2985	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2986	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2988	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2989	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2990	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2994	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2998	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_2999	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3001	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3002	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3003	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3111	Fatty acid oxidation	37.1 or 33.1 or 34.1 or 28976.1	435.381762029143	277.247151720248	1.57037415651598	L	NA	[m]
