subSystem	disrupted_module	rxnList	MetabolicUnits	Localization	rxnFormula	rxnName	rxnECNumbers
Fatty acid oxidation	MTA_BD_abs	HMR_3218	NA	[m]	fad[m] + CE5155[m]  -> fadh2[m] + CE5154[m] 	Medium-Chain Acyl Coenzyme A Dehydrogenase	EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:1.3.99.-;
Fatty acid oxidation	MTA_BD_abs	HMR_3219	NA	[m]	h2o[m] + CE5154[m]  -> CE5153[m] 	Enoyl Coenzyme A Hydratase	EC:4.2.1.17
Fatty acid oxidation	MTA_BD_abs	HMR_3220	NA	[m]	nad[m] + CE5153[m]  -> h[m] + nadh[m] + CE5152[m] 	3-Hydroxyacyl Coenzyme A Dehydrogenase	EC:1.1.1.35;EC:1.1.1.211
Fatty acid oxidation	MTA_BD_abs	HMR_3221	NA	[m]	coa[m] + CE5152[m]  -> accoa[m] + CE5151[m] 	Acetyl Coenzyme A C-Acyltransferase	EC:2.3.1.16;EC:1.1.1.211
Fatty acid oxidation	MTA_BD_abs	HMR_3422	NA	[m]	10 h2o[m] + 10 nad[m] + 10 coa[m] + 5 fad[m] + dcsptn1coa[m]  -> 10 h[m] + 10 nadh[m] + 11 accoa[m] + 5 fadh2[m] 	Enoyl Coenzyme A Hydratase	EC:4.2.1.17;EC:1.1.1.35;EC:1.1.1.211;EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:2.3.1.16
Fatty acid oxidation	MTA_BD_abs	3OHSEBCOAx	NA	[x]	o2[x] + h2o[x] + sebcoa[x]  -> h2o2[x] + 3ohsebcoa[x] 	Formation of 3-Hydroxy-Sebacoyl Coa	1.3.3.6 4.2.1.17
Fatty acid oxidation	MTA_BD_abs	3OHSEBACx	NA	[x]	h2o[x] + 3ohsebcoa[x]  -> h[x] + coa[x] + 3ohsebac[x] 	Formation of 3-Hydroxy-Sebacic Acid	
Fatty acid oxidation	MTA_BD_abs	ADRNCPT2	carnitine shuttle	[m]	coa[m] + adrncrn[m]  <=> adrncoa[m] + crn[m] 	Carnitine Transferase	2.3.1.21
Fatty acid oxidation	MTA_BD_abs	2MB2COAc	NA	intercompartmental	2mb2coa[m]  <=> 2mb2coa[c] 	Transport of 2-Methylcrotonoyl Coenzyme A into Cytosol	
Fatty acid oxidation	MTA_BD_abs	C51CPT1	carnitine shuttle	[c]	crn[c] + 2mb2coa[c]  <=> coa[c] + c51crn[c] 	Production of Tiglylcarnitine	
Fatty acid oxidation	MTA_BD_abs	TIGCRNe	NA	intercompartmental	c51crn[c]  -> c51crn[e] 	Transport of Tiglyl Carnitine into the Extra Cellular Fluid	
Fatty acid oxidation	MTA_BD_abs	FAOXC163C164Gm	betaoxidation	[m]	fad[m] + 4hexdtricoa[m]  -> fadh2[m] + hexdectecoa[m] 	Fatty Acid Beta Oxidation (C16:3->C16:4), Mitochondrial	
Fatty acid oxidation	MTA_BD_abs	FAOXC163GC142m	betaoxidation	[m]	h2o[m] + nad[m] + coa[m] + 2hexdtricoa[m]  -> h[m] + nadh[m] + accoa[m] + tetdecdicoa[m] 	Fatty Acid Beta Oxidation (C16:3->C14:2), Mitochondrial	
Fatty acid oxidation	MTA_BD_abs	FAOXC163Gm	betaoxidation	[m]	3hexdtricoa[m]  -> 2hexdtricoa[m] 	Isomerization (C16:3), Mitochondrial	
Fatty acid oxidation	MTA_BD_abs	FAOXC164GC163m	betaoxidation	[m]	h[m] + nadph[m] + hexdectecoa[m]  -> nadp[m] + 3hexdtricoa[m] 	Fatty Acid Beta Oxidation (C16:4->C16:3), Mitochondrial	
Fatty acid oxidation	MTA_BD_abs	HMR_9719	NA	intercompartmental	8 h2o[m] + 8 nad[m] + 8 coa[m] + 4 fad[m] + strdnccoa[m]  -> 8 h[m] + 8 nadh[m] + 9 accoa[m] + 4 fadh2[m] 	Enoyl Coenzyme A Hydratase	EC:4.2.1.17;EC:1.1.1.35;EC:1.1.1.211;EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:2.3.1.16
Fatty acid oxidation	MTA_BD_abs	FAOXC61C4m	betaoxidation	[m]	h2o[m] + nad[m] + coa[m] + hx2coa[m]  -> h[m] + nadh[m] + accoa[m] + btcoa[m] 	Fatty Acid Beta Oxidation (C6:1->C4:0), Mitochondrial	
Fatty acid oxidation	MTA_BD_abs	FAOXTC182TC162m	betaoxidation	[m]	h2o[m] + nad[m] + coa[m] + fad[m] + lneldccoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + thexddcoa[m] 	Fatty Acid Beta Oxidation Trans (C18:2->C16:2), Mitochondrial	
Fatty acid oxidation	MTA_BD_abs	C121CPT1	carnitine shuttle	[c]	crn[c] + dd2coa[c]  <=> coa[c] + ddece1crn[c] 	Production of Dodecenoylcarnitine	
Fatty acid oxidation	MTA_BD_abs	sink_dd2coa[c]	NA	[c]	dd2coa[c]  <=> 	Sink for Trans-Dodec-2-Enoyl Coenzyme A	
Fatty acid oxidation	MTA_BD_abs	DDECE1CRNe	NA	intercompartmental	ddece1crn[c]  -> ddece1crn[e] 	Transport of Dodecenoyl Carnitine into Extra Cellular Space	
Fatty acid oxidation	MTA_BD_abs	HMR_2768	NA	[c]	crn[c] + CE4843[c]  <=> coa[c] + M01770[c] 	Carnitine O-Palmitoyltransferase	EC:2.3.1.21
Fatty acid oxidation	MTA_BD_abs	HMR_3423	NA	[m]	9 h2o[m] + 9 nad[m] + 9 coa[m] + 7 fad[m] + CE4843[m]  -> 9 h[m] + 9 nadh[m] + 10 accoa[m] + 7 fadh2[m] 	Enoyl Coenzyme A Hydratase	EC:4.2.1.17;EC:1.1.1.35;EC:1.1.1.211;EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:2.3.1.16
Fatty acid oxidation	MTA_BD_abs	C8DCc	carnitine shuttle	[c]	crn[c] + sbcoa[c]  <=> coa[c] + c8dc[c] 	Production of Suberylcarnitine	
Fatty acid oxidation	MTA_BD_abs	SUBERCACT	NA	intercompartmental	c8dc[x]  <=> c8dc[c] 	Transport of Suberyl Carnitine into Cytosol	
Fatty acid oxidation	MTA_BD_abs	SUBERCROT	carnitine shuttle	[x]	crn[x] + sbcoa[x]  <=> coa[x] + c8dc[x] 	Production of Suberyl Carnitine	
Fatty acid oxidation	MTA_BD_abs	sink_c81coa[c]	NA	[c]	c81coa[c]  <=> 	Sink for Octenoyl Coenzyme A	
Fatty acid oxidation	MTA_BD_abs	C81CPT1	carnitine shuttle	[c]	crn[c] + c81coa[c]  <=> coa[c] + c81crn[c] 	Production of Ocetenoylcarnitine	
Fatty acid oxidation	MTA_BD_abs	C81CRNe	NA	intercompartmental	c81crn[c]  -> c81crn[e] 	Transport of Octenoyl Carnitine into the Extra Cellular Space	
Fatty acid oxidation	MTA_BD_abs	C102CPT1	carnitine shuttle	[c]	crn[c] + decdicoa[c]  <=> coa[c] + decdicrn[c] 	Production of Decadienoylcarnitine	
Fatty acid oxidation	MTA_BD_abs	sink_decdicoa[c]	NA	[c]	decdicoa[c]  <=> 	Sink for 2, 6-Dodecadienoyl Coenzyme A	
Fatty acid oxidation	MTA_BD_abs	DECDICRNe	NA	intercompartmental	decdicrn[c]  -> decdicrn[e] 	Transport of Decadienoyl Carnitine into the Extra Cellular Space	
Fatty acid oxidation	MTA_BD_abs	sink_c101coa[c]	NA	[c]	c101coa[c]  <=> 	Sink for Decenoyl Coenzyme A	
Fatty acid oxidation	MTA_BD_abs	C101CPT1	carnitine shuttle	[c]	crn[c] + c101coa[c]  <=> coa[c] + c101crn[c] 	Production of Decenoylcarnitine	
Fatty acid oxidation	MTA_BD_abs	C101CRNe	NA	intercompartmental	c101crn[c]  -> c101crn[e] 	Transport of Decenoyl Carnitine into Extra Cellular Space	
Fatty acid oxidation	MTA_BD_abs	HMR_3222	NA	[m]	fad[m] + CE5151[m]  -> fadh2[m] + CE5150[m] 	Medium-Chain Acyl Coenzyme A Dehydrogenase	EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:1.3.99.-;
Fatty acid oxidation	MTA_BD_abs	HMR_3223	NA	[m]	h2o[m] + CE5150[m]  -> CE5148[m] 	Enoyl Coenzyme A Hydratase	EC:4.2.1.17
Fatty acid oxidation	MTA_BD_abs	HMR_3224	NA	[m]	nad[m] + CE5148[m]  -> h[m] + nadh[m] + CE5144[m] 	3-Hydroxyacyl Coenzyme A Dehydrogenase	EC:1.1.1.35;EC:1.1.1.211
Fatty acid oxidation	MTA_BD_abs	HMR_3225	NA	[m]	coa[m] + CE5144[m]  -> accoa[m] + odecoa[m] 	Acetyl Coenzyme A C-Acyltransferase	EC:2.3.1.16;EC:1.1.1.211
Fatty acid oxidation	MTA_BD_abs	C142CPT1	carnitine shuttle	[c]	crn[c] + tetdec2coa[c]  <=> coa[c] + tetdec2crn[c] 	Production of Tetradecadienoylcarnitine	
Fatty acid oxidation	MTA_BD_abs	sink_tetdec2coa[c]	NA	[c]	tetdec2coa[c]  <=> 	Sink for Tetradecadienoyl Coenzyme A	
Fatty acid oxidation	MTA_BD_abs	TETDEC2CRNe	NA	intercompartmental	tetdec2crn[c]  -> tetdec2crn[e] 	Transport of Tetradecadienoyl Carnitine into Extra Cellular Space	
Fatty acid oxidation	MTA_BD_abs	DLNLCGCPT2	carnitine shuttle	[m]	coa[m] + dlnlcgcrn[m]  <=> crn[m] + dlnlcgcoa[m] 	Carnitine Transferase	
Fatty acid oxidation	MTA_BD_abs	FAOXC183806m	betaoxidation	[m]	5 h2o[m] + 2 o2[m] + 5 nad[m] + 5 coa[m] + lnlncgcoa[m]  -> 5 h[m] + 5 nadh[m] + 5 accoa[m] + 2 h2o2[m] + occoa[m] 	Beta Oxidation of Fatty Acid	4.2.1.74
Fatty acid oxidation	MTA_BD_abs	FAOXC204184m	betaoxidation	[m]	h2o[m] + nad[m] + coa[m] + fad[m] + eicostetcoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + strdnccoa[m] 	Beta Oxidation Fatty Acid	4.2.1.74
Fatty acid oxidation	MTA_BD_abs	FAOXC160	betaoxidation	[m]	7 h2o[m] + 7 nad[m] + 7 coa[m] + 7 fad[m] + pmtcoa[m]  -> 7 h[m] + 7 nadh[m] + 8 accoa[m] + 7 fadh2[m] 	Beta Oxidation of Long Chain Fatty Acid	1.3.99.3
Fatty acid oxidation	MTA_BD_abs	DMNONCRNCPT2	carnitine shuttle	[m]	coa[m] + dmnoncrn[m]  <=> crn[m] + dmnoncoa[m] 	Dmnoncrncpt2	
Fatty acid oxidation	MTA_BD_abs	HMR_3069	NA	[x]	coa[x] + CE2250[x]  -> accoa[x] + arachcoa[x] 	Acetyl Coenzyme A C-Acyltransferase	EC:2.3.1.16
Fatty acid oxidation	MTA_BD_abs	DOCO13EFATP	NA	intercompartmental	atp[c] + coa[c] + doco13ac[e]  -> amp[c] + ppi[c] + doco13ecoa[c] 	Absorption Or Uptake of 13-Docosenoic Acid into Cells	
Fatty acid oxidation	MTA_BD_abs	C16DCc	carnitine shuttle	[c]	crn[c] + hexdicoa[c]  <=> coa[c] + c16dc[c] 	Production of Hexadecanedioylcarnitine	
Fatty acid oxidation	MTA_BD_abs	C16DCe	NA	intercompartmental	c16dc[c]  -> c16dc[e] 	Transport of Hexadecanedioic Acid Mono-L-Carnitine Ester into Extra Cellular Space	
Fatty acid oxidation	MTA_BD_abs	FAOXC14DCC12DCx	betaoxidation	[x]	nad[x] + coa[x] + o2[x] + h2o[x] + c14dccoa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + c12dccoa[x] 	Fatty Acid Beta Oxidation (C14Dc->C12Dc), Peroxisomal	
Fatty acid oxidation	MTA_BD_abs	FAOXC16DCC14DCx	betaoxidation	[x]	nad[x] + coa[x] + o2[x] + h2o[x] + hexdicoa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + c14dccoa[x] 	Fatty Acid Beta Oxidation (C16Dc->C14Dc), Peroxisomal	
Fatty acid oxidation	MTA_BD_abs	FAOXC16DCr	NA	[r]	atp[r] + coa[r] + hexdiac[r]  -> amp[r] + ppi[r] + hexdicoa[r] 	Fatty Acid Activation (C16Dc), Endoplasmatic Reticulum	
Fatty acid oxidation	MTA_BD_abs	HEXDIACtr	NA	intercompartmental	hexdiac[c]  <=> hexdiac[r] 	Transport of Hexadecanedioc Acid by Diffusion	
Fatty acid oxidation	MTA_BD_abs	HEXDICOAACBP	NA	intercompartmental	hexdicoa[r]  <=> hexdicoa[c] 	Transport of Hexadecanedioyl Coa	
Fatty acid oxidation	MTA_BD_abs	HEXDICOAACBPx	NA	intercompartmental	hexdicoa[r]  -> hexdicoa[x] 	Transport of Hexadecanedioyl Coa	
Fatty acid oxidation	MTA_BD_abs	FCOAH	alpha oxidation	[c]	h2o[c] + formcoa[c]  -> h[c] + coa[c] + for[c] 	Formyl Coenzyme A Hydrolase	
Fatty acid oxidation	MTA_BD_abs	PHYHx	alpha oxidation	[x]	o2[x] + akg[x] + phytcoa[x]  -> co2[x] + phyt2ohcoa[x] + succ[x] 	Phytanoyl Coenzyme A Dioxygenase, Peroxisomal	1.14.11.18
Fatty acid oxidation	MTA_BD_abs	HMR_3068	NA	[x]	nad[x] + CE2246[x]  -> h[x] + nadh[x] + CE2250[x] 	3-Hydroxyacyl Coenzyme A Dehydrogenase	EC:1.1.1.35;EC:1.1.1.211
Fatty acid oxidation	MTA_BD_abs	FAOXC2251836m	betaoxidation	[m]	2 h2o[m] + 2 nad[m] + 2 coa[m] + dcsptn1coa[m]  -> 2 h[m] + 2 nadh[m] + 2 accoa[m] + lnlncgcoa[m] 	Beta Oxidation of Fatty Acid	4.2.1.74
Fatty acid oxidation	MTA_BD_abs	C100CPT1	carnitine shuttle	[c]	crn[c] + dcacoa[c]  <=> coa[c] + c10crn[c] 	Production of Decanoylcarnitine	
Fatty acid oxidation	MTA_BD_abs	C10CRNe	NA	intercompartmental	c10crn[c]  -> c10crn[e] 	Transport of Decanoyl Carnitine into Extra Cellular Space	
Fatty acid oxidation	MTA_BD_abs	C141CPT1	carnitine shuttle	[c]	crn[c] + tetdece1coa[c]  <=> coa[c] + tetdece1crn[c] 	Production of Tetradecenoylcarnitine	
Fatty acid oxidation	MTA_BD_abs	sink_tetdece1coa[c]	NA	[c]	tetdece1coa[c]  <=> 	Sink for Tetradecenoyl Coenzyme A	
Fatty acid oxidation	MTA_BD_abs	TETDECE1CRNe	NA	intercompartmental	tetdece1crn[c]  -> tetdece1crn[e] 	Transport of Tetradecenoyl Carnitine into Extra Cellular Space	
Fatty acid oxidation	MTA_BD_abs	HMR_0280	NA	[c]	h2o[c] + M02612[c]  -> h[c] + coa[c] + M02613[c] 	Palmitoyl Coenzyme A Hydrolase	EC:3.1.2.2
Fatty acid oxidation	MTA_BD_abs	HMR_3428	NA	intercompartmental	9 h2o[m] + 9 nad[m] + 9 coa[m] + 4 fad[m] + tmndnccoa[m]  -> 9 h[m] + 9 nadh[m] + 10 accoa[m] + 4 fadh2[m] 	Enoyl Coenzyme A Hydratase	EC:4.2.1.17;EC:1.1.1.35;EC:1.1.1.211;EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:2.3.1.16
Fatty acid oxidation	MTA_BD_abs	FAOXC204	betaoxidation	[m]	9 h2o[m] + 9 nad[m] + 9 coa[m] + 5 fad[m] + arachdcoa[m]  -> 9 h[m] + 9 nadh[m] + 10 accoa[m] + 5 fadh2[m] 	Beta Oxidation of Long Chain Fatty Acid	1.3.99.3
Fatty acid oxidation	MTA_BD_abs	FAOXC140	betaoxidation	intercompartmental	6 h2o[m] + 6 nad[m] + 6 coa[m] + 6 fad[m] + tdcoa[m]  -> 6 h[m] + 6 nadh[m] + 7 accoa[m] + 6 fadh2[m] 	Beta Oxidation of Long Chain Fatty Acid	1.3.99.3
Fatty acid oxidation	MTA_BD_abs	HMR_3426	NA	[m]	8 h2o[m] + 8 nad[m] + 8 coa[m] + 5 fad[m] + lnlncacoa[m]  -> 8 h[m] + 8 nadh[m] + 9 accoa[m] + 5 fadh2[m] 	Enoyl Coenzyme A Hydratase	EC:4.2.1.17;EC:1.1.1.35;EC:1.1.1.211;EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:2.3.1.16
Fatty acid oxidation	MTA_BD_abs	EICOSTETCPT1	carnitine shuttle	[c]	crn[c] + eicostetcoa[c]  <=> coa[c] + eicostetcrn[c] 	Carnitine O-Palmitoyltransferase	2.3.1.21
Fatty acid oxidation	MTA_BD_abs	HMR_0414	NA	[c]	h2o[c] + adrncoa[c]  -> h[c] + coa[c] + adrn[c] 	Palmitoyl Coenzyme A Hydrolase	EC:3.1.2.2
Fatty acid oxidation	MTA_BD_abs	HMR_0342	NA	[c]	h2o[c] + hexccoa[c]  -> h[c] + coa[c] + hexc[c] 	Palmitoyl Coenzyme A Hydrolase	EC:3.1.2.2
Fatty acid oxidation	MTA_BD_abs	RE3626M	betaoxidation	[m]	o2[m] + dece4coa[m]  -> h2o2[m] + dec24dicoa[m] 	Acyl Coenzyme A Oxidase	1.3.3.6
Fatty acid oxidation	MTA_BD_abs	RE2998M	betaoxidation	[m]	o2[m] + CE0785[m]  -> h2o2[m] + CE2432[m] 	Acyl Coenzyme A Oxidase	1.3.3.6
Fatty acid oxidation	MTA_BD_abs	HMR_3149	NA	[m]	fad[m] + occoa[m]  -> fadh2[m] + HC01415[m] 	Medium-Chain Acyl Coenzyme A Dehydrogenase	EC:1.3.8.7;EC:1.3.99.-
Fatty acid oxidation	MTA_BD_abs	HMR_3128	NA	intercompartmental	fad[m] + tdcoa[m]  -> fadh2[m] + HC01412[m] 	Medium-Chain Acyl Coenzyme A Dehydrogenase	EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:1.3.99.-;
Fatty acid oxidation	MTA_BD_abs	HMR_0406	NA	[c]	h2o[c] + dlnlcgcoa[c]  -> h[c] + coa[c] + dlnlcg[c] 	Palmitoyl Coenzyme A Hydrolase	EC:3.1.2.2
Fatty acid oxidation	MTA_BD_abs	HMR_2702	NA	[c]	coa[c] + M01724[c]  <=> crn[c] + docoscoa[c] 	Carnitine O-Palmitoyltransferase	EC:2.3.1.21
Fatty acid oxidation	MTA_BD_abs	RE2624M	NA	[m]	CE5166[m]  <=> cholcoar[m] 	Alpha-Methylacyl Coenzyme A Racemase	5.1.99.4
Fatty acid oxidation	MTA_BD_abs	RE3247M	betaoxidation	[m]	o2[m] + CE5166[m]  -> h2o2[m] + cholcoads[m] 	Acyl Coenzyme A Oxidase	1.3.3.6
Fatty acid oxidation	MTA_BD_abs	HMR_0197	NA	[c]	h2o[c] + tdcoa[c]  -> h[c] + coa[c] + ttdca[c] 	Palmitoyl Coenzyme A Hydrolase	EC:3.1.2.2
Fatty acid oxidation	MTA_BD_abs	FAOXC102C101m	betaoxidation	[m]	h[m] + nadph[m] + dec24dicoa[m]  -> nadp[m] + dece3coa[m] 	Reduction (C10:2->C10:1), Mitochondrial	
Fatty acid oxidation	MTA_BD_abs	r0308	NA	intercompartmental	h[x] + coa[x] + arachd[x]  -> h2o[x] + arachdcoa[x] 	Palmitoyl Coenzyme A Hydrolase	3.1.2.22
Fatty acid oxidation	MTA_BD_abs	C161CPT12	carnitine shuttle	[c]	crn[c] + hdd2coa[c]  <=> coa[c] + hdd2crn[c] 	Carnitine O-Palmitoyltransferase	2.3.1.21
Fatty acid oxidation	MTA_BD_abs	HMR_0366	NA	intercompartmental	h2o[c] + clpndcoa[c]  -> h[c] + coa[c] + clpnd[c] 	Palmitoyl Coenzyme A Hydrolase	EC:3.1.2.2
Fatty acid oxidation	MTA_BD_abs	HMR_3099	NA	[x]	h2o[x] + hx2coa[x]  -> HC01407[x] 	Enoyl Coenzyme A Hydratase	EC:4.2.1.17
Fatty acid oxidation	MTA_BD_abs	HMR_3100	NA	[x]	nad[x] + HC01407[x]  -> h[x] + nadh[x] + HC01408[x] 	3-Hydroxyacyl Coenzyme A Dehydrogenase	EC:1.1.1.35;EC:1.1.1.211
Fatty acid oxidation	MTA_BD_abs	HMR_3101	NA	[x]	coa[x] + HC01408[x]  -> accoa[x] + btcoa[x] 	Acetyl Coenzyme A C-Acyltransferase	EC:2.3.1.16
Fatty acid oxidation	MTA_BD_abs	RE3132R	NA	[r]	atp[r] + coa[r] + tmndnc[r]  -> amp[r] + ppi[r] + tmndnccoa[r] 	Long-Chain-Fatty-Acid- Coenzyme A Ligase	6.2.1.3
Fatty acid oxidation	MTA_BD_abs	HMR_2681	NA	[c]	crn[c] + M00018[c]  <=> coa[c] + M01776[c] 	Carnitine O-Palmitoyltransferase	EC:2.3.1.21
Fatty acid oxidation	MTA_BD_abs	HMR_3240	NA	[m]	fad[m] + M00018[m]  -> fadh2[m] + M03014[m] 	Medium-Chain Acyl Coenzyme A Dehydrogenase	EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:1.3.99.-;
Fatty acid oxidation	MTA_BD_abs	HMR_3241	NA	[m]	h2o[m] + M03014[m]  -> M00702[m] 	Enoyl Coenzyme A Hydratase	EC:4.2.1.17
Fatty acid oxidation	MTA_BD_abs	HMR_3242	NA	[m]	nad[m] + M00702[m]  -> h[m] + nadh[m] + M00843[m] 	3-Hydroxyacyl Coenzyme A Dehydrogenase	EC:1.1.1.35;EC:1.1.1.211
Fatty acid oxidation	MTA_BD_abs	HMR_3243	NA	[m]	coa[m] + M00843[m]  -> accoa[m] + vacccoa[m] 	Acetyl Coenzyme A C-Acyltransferase	EC:2.3.1.16;EC:1.1.1.211
Fatty acid oxidation	MTA_BD_abs	HMR_3174	NA	[m]	fad[m] + M02612[m]  -> fadh2[m] + M00054[m] 	Medium-Chain Acyl Coenzyme A Dehydrogenase	EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:1.3.99.-;
Fatty acid oxidation	MTA_BD_abs	HMR_3175	NA	[m]	h2o[m] + M00054[m]  -> M00790[m] 	Enoyl Coenzyme A Hydratase	EC:4.2.1.17
Fatty acid oxidation	MTA_BD_abs	HMR_3176	NA	[m]	nad[m] + M00790[m]  -> h[m] + nadh[m] + M00887[m] 	3-Hydroxyacyl Coenzyme A Dehydrogenase	EC:1.1.1.35;EC:1.1.1.211
Fatty acid oxidation	MTA_BD_abs	HMR_3177	NA	[m]	coa[m] + M00887[m]  -> accoa[m] + hpdcacoa[m] 	Acetyl Coenzyme A C-Acyltransferase	EC:2.3.1.16;EC:1.1.1.211
Fatty acid oxidation	MTA_BD_abs	RE1521M	betaoxidation	[m]	h2o[m] + CE2432[m]  <=> CE2417[m] 	Enoyl Coenzyme A Hydratase	4.2.1.17
Fatty acid oxidation	MTA_BD_abs	RE1526M	betaoxidation	[m]	nad[m] + CE2417[m]  <=> h[m] + nadh[m] + CE2424[m] 	3-Hydroxyacyl Coenzyme A Dehydrogenase	1.1.1.35
Fatty acid oxidation	MTA_BD_abs	RE1533M	betaoxidation	[m]	coa[m] + CE2424[m]  <=> accoa[m] + C05280[m] 	Acetyl Coenzyme A C-Acyltransferase	2.3.1.16
Fatty acid oxidation	MTA_BD_abs	RE1573M	betaoxidation	[m]	C05280[m]  <=> C05279[m] 	Dodecenoyl Coenzyme A Isomerase	5.3.3.8
Fatty acid oxidation	MTA_BD_abs	r1445	betaoxidation	[x]	dcacoa[x] + o2[x]  -> h2o2[x] + dc2coa[x] 	Acyl-CoA Oxidase	2.4.1.25
Fatty acid oxidation	MTA_BD_abs	LNLCCPT1	carnitine shuttle	[c]	crn[c] + lnlccoa[c]  <=> coa[c] + lnlccrn[c] 	Carnitine O-Palmitoyltransferase	2.3.1.21
Fatty acid oxidation	MTA_BD_abs	FAOXC102C103x	betaoxidation	[x]	o2[x] + dec47dicoa[x]  -> h2o2[x] + dectricoa[x] 	Fatty Acid Beta Oxidation (C10:2->C10:3), Peroxisomal	
Fatty acid oxidation	MTA_BD_abs	FAOXC102C81x	betaoxidation	[x]	nad[x] + coa[x] + h2o[x] + 2decdicoa[x]  -> h[x] + nadh[x] + accoa[x] + octe5coa[x] 	Fatty Acid Beta Oxidation (C10:2->C8:1), Peroxisomal	
Fatty acid oxidation	MTA_BD_abs	FAOXC102x	betaoxidation	[x]	3decdicoa[x]  -> 2decdicoa[x] 	Isomerization (C10:2), Peroxisomal	
Fatty acid oxidation	MTA_BD_abs	FAOXC103C102x	betaoxidation	[x]	h[x] + nadph[x] + dectricoa[x]  -> nadp[x] + 3decdicoa[x] 	Fatty Acid Beta Oxidation (C10:3->C10:2), Peroxisomal	
Fatty acid oxidation	MTA_BD_abs	FAOXC123C102x	betaoxidation	[x]	nad[x] + coa[x] + h2o[x] + 2dodtricoa[x]  -> h[x] + nadh[x] + accoa[x] + dec47dicoa[x] 	Fatty Acid Beta Oxidation (C12:3->C10:2), Peroxisomal	
Fatty acid oxidation	MTA_BD_abs	FAOXC123x	betaoxidation	[x]	3dodtricoa[x]  -> 2dodtricoa[x] 	Isomerization (C12:3), Peroxisomal	
Fatty acid oxidation	MTA_BD_abs	FAOXC143C123x	betaoxidation	[x]	nad[x] + coa[x] + o2[x] + h2o[x] + 5tedtricoa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + 3dodtricoa[x] 	Fatty Acid Beta Oxidation (C14:3->C12:3), Peroxisomal	
Fatty acid oxidation	MTA_BD_abs	FAOXC164C143x	betaoxidation	[x]	nad[x] + coa[x] + h2o[x] + 2hexdtetcoa[x]  -> h[x] + nadh[x] + accoa[x] + 5tedtricoa[x] 	Fatty Acid Beta Oxidation (C16:4->C14:3), Peroxisomal	
Fatty acid oxidation	MTA_BD_abs	FAOXC164x	betaoxidation	[x]	3hexdtetcoa[x]  -> 2hexdtetcoa[x] 	Isomerization (C16:4), Peroxisomal	
Fatty acid oxidation	MTA_BD_abs	FAOXC81C61x	betaoxidation	[x]	nad[x] + coa[x] + o2[x] + h2o[x] + octe5coa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + hexe3coa[x] 	Fatty Acid Beta Oxidation (C8:1->C6:1), Peroxisomal	
Fatty acid oxidation	MTA_BD_abs	FAOXC2051843x	betaoxidation	[x]	nad[x] + coa[x] + h2o[x] + tmndnccoa[x]  -> h[x] + nadh[x] + accoa[x] + strdnccoa[x] 	Beta Oxidation of Long Chain Fatty Acid	4.2.1.74
Fatty acid oxidation	MTA_BD_abs	FAOXC164C165x	betaoxidation	[x]	o2[x] + 4hexdtetcoa[x]  -> h2o2[x] + hexdpencoa[x] 	Fatty Acid Beta Oxidation (C16:4->C16:5), Peroxisomal	
Fatty acid oxidation	MTA_BD_abs	FAOXC165C164x	betaoxidation	[x]	h[x] + nadph[x] + hexdpencoa[x]  -> nadp[x] + 3hexdtetcoa[x] 	Fatty Acid Beta Oxidation (C16:5->C16:4), Peroxisomal	
Fatty acid oxidation	MTA_BD_abs	FAOXC184C164x	betaoxidation	[x]	nad[x] + coa[x] + o2[x] + h2o[x] + strdnccoa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + 4hexdtetcoa[x] 	Fatty Acid Beta Oxidation (C18:4->C16:4), Peroxisomal	
Fatty acid oxidation	MTA_BD_abs	FAOXC61x	betaoxidation	[x]	hexe3coa[x]  -> hx2coa[x] 	Isomerization (C6:1), Peroxisomal	
Fatty acid oxidation	MTA_BD_abs	HMR_2699	NA	[c]	coa[c] + M02051[c]  <=> crn[c] + M02052[c] 	Carnitine O-Palmitoyltransferase	EC:2.3.1.21
Fatty acid oxidation	MTA_BD_abs	HMR_3170	NA	[m]	fad[m] + M02052[m]  -> fadh2[m] + M00044[m] 	Medium-Chain Acyl Coenzyme A Dehydrogenase	EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:1.3.99.-;
